cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
4721	ENSMUSG00000022892	App	0.000274	0.00185	0.133	chr16	[85030366]	[85040251 85043576 85056324]	True	CDS	
24288	ENSMUSG00000025511	Tspan4	0.000279	0.00185	0.25	chr7	[141475498 141476479]	[141482487]	True	5' UTR	
2588	ENSMUSG00000047446	Arl4a	0.000504	0.00324	0.227	chr12	[40036834]	[40037263 40037838]	True	5' UTR	
15405	ENSMUSG00000057322	Rpl38	0.000553	0.00332	0.14	chr11	[114668610 114668627]	[114668781]	True	5' UTR	
20541	ENSMUSG00000027940	Tpm3	0.000554	0.00332	0.164	chr3	[90088477 90089124]	[90089797]	True	CDS	
22750	ENSMUSG00000029860	Zyx	0.000773	0.00423	0.1	chr6	[42351149 42351363]	[42351475]	True	CDS	
623	ENSMUSG00000040170	Fmo2	0.00178	0.00944	0.12	chr1	[162898312]	[162898394 162898672]	True	5' UTR	
17507	ENSMUSG00000022841	Ap2m1	0.00202	0.0104	0.158	chr16	[20540416 20540814]	[20540975]	True	CDS	
21938	ENSMUSG00000061535	C1qtnf7	0.00234	0.0118	0.197	chr5	[43515677 43515987]	[43609053]	False	5' UTR	
3154	ENSMUSG00000021546	Hnrnpk	0.00258	0.0126	0.055	chr13	[58395688]	[58396188 58396827]	True	CDS	
3583	ENSMUSG00000004558	Ndrg2	0.00334	0.0157	0.219	chr14	[51911547]	[51913323 51913924]	True	5' UTR	
15048	ENSMUSG00000001105	Ift20	0.00343	0.0157	0.208	chr11	[78536577 78538739]	[78538834]	True	5' UTR	
1612	ENSMUSG00000042032	Mat2b	0.00346	0.0157	0.168	chr11	[40687796]	[40692478 40694803]	True	CDS	
10738	ENSMUSG00000039405	Prss23	0.00468	0.0202	0.137	chr7	[89510871]	[89517447 89518024]	True	5' UTR	
16502	ENSMUSG00000025290	Rps24	0.00538	0.0227	0.085	chr14	[24493494 24495450]	[24495775]	True	CDS	
25020	ENSMUSG00000025810	Nrp1	0.00615	0.0249	0.1	chr8	[128480969 128480990]	[128487897]	False	CDS	
17428	ENSMUSG00000022681	Ntan1	0.00782	0.031	0.207	chr16	[13819437 13826986]	[13827060]	True	CDS	
24425	ENSMUSG00000031565	Fgfr1	0.00882	0.0342	0.197	chr8	[25557815 25557821]	[25558071]	True	CDS	
16486	ENSMUSG00000039197	Adk	0.0104	0.0394	0.178	chr14	[21052701 21076322]	[21092367]	True	CDS	
20506	ENSMUSG00000042747	Krtcap2	0.013	0.0485	0.062	chr3	[89246516 89246594]	[89246778]	False	CDS	
