cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
7895	ENSMUSG00000028444	Cntfr	2.1600000000000002e-29	7.62e-28	0.251	chr4	[41675105]	[41683738 41686797]	False	5' UTR	
22490	ENSMUSG00000029723	Tsc22d4	9.67e-29	3.3200000000000005e-27	0.193	chr5	[137751369 137758177 137758560]	[137758684]	True	CDS	
4807	ENSMUSG00000037196	Pacrg	1.92e-28	6.39e-27	0.838	chr17	[10597282]	[10630971 10777135]	True	CDS	
18127	ENSMUSG00000041881	Ndufa7	3.41e-28	1.11e-26	0.112	chr17	[33824681 33825651 33829312 33829396]	[33829667]	True	CDS	
18802	ENSMUSG00000041607	Mbp	6.68e-28	2.11e-26	0.111	chr18	[82554751 82561856]	[82572825]	True	CDS	
18258	ENSMUSG00000039601	Rcan2	2.25e-27	6.94e-26	0.546	chr17	[43836498 43953538]	[44017767]	True	CDS	
18710	ENSMUSG00000024603	Dctn4	5.58e-26	1.68e-24	0.598	chr18	[60544147 60545378]	[60545748]	True	CDS	
20119	ENSMUSG00000027642	Rpn2	6.630000000000001e-26	1.94e-24	0.216	chr2	[157321873 157323271]	[157325711]	True	CDS	
1417	ENSMUSG00000090841	Myl6	1.3399999999999999e-24	3.8299999999999997e-23	0.13	chr10	[128491034]	[128491290 128491720 128492059]	True	CDS	
2080	ENSMUSG00000069769	Msi2	1.95e-24	5.44e-23	0.661	chr11	[88366848]	[88368212 88386045]	False	CDS	
13326	ENSMUSG00000015222	Map2	9.589999999999999e-24	2.62e-22	0.562	chr1	[66380774 66387069]	[66399389]	True	CDS	
12404	ENSMUSG00000032186	Tmod2	2.5499999999999998e-23	6.81e-22	0.196	chr9	[75597403]	[75597520 75610529 75611024]	True	5' UTR	
6036	ENSMUSG00000025006	Sorbs1	1.43e-22	3.7400000000000005e-21	0.586	chr19	[40318069]	[40321793 40324747]	True	CDS	
14742	ENSMUSG00000020333	Acsl6	1.61e-22	4.100000000000001e-21	0.365	chr11	[54337014 54337149]	[54338412]	True	CDS	
3583	ENSMUSG00000004558	Ndrg2	3.22e-22	8.050000000000001e-21	0.074	chr14	[51911547]	[51912329 51912594 51913323 51913924]	True	5' UTR	
21570	ENSMUSG00000028745	Capzb	8.72e-22	2.14e-20	0.326	chr4	[139287833 139288974]	[139291003]	True	CDS	
12188	ENSMUSG00000039542	Ncam1	1.1700000000000001e-21	2.8e-20	0.463	chr9	[49505564]	[49506853 49508589]	True	CDS	
15661	ENSMUSG00000004151	Etv1	3.76e-21	8.85e-20	0.58	chr12	[38857111 38861106]	[38861287]	False	CDS	
21589	ENSMUSG00000028919	Arhgef19	4.540000000000001e-21	1.05e-19	0.615	chr4	[141244967 141245143]	[141246175]	False	5' UTR	
16919	ENSMUSG00000022240	Ctnnd2	1.73e-20	3.91e-19	0.612	chr15	[30332147 30457986]	[30480782]	True	CDS	
10991	ENSMUSG00000030695	Aldoa	6.8e-20	1.51e-18	0.052	chr7	[126797777]	[126797974 126799045 126800002 126800288]	True	CDS	
5439	ENSMUSG00000024109	Nrxn1	2.21e-19	4.84e-18	0.23	chr17	[90059564]	[90088165 90162114]	True	CDS	
3547	ENSMUSG00000037697	Ddhd1	2.46e-19	5.29e-18	0.632	chr14	[45620841]	[45622841 45629580]	True	CDS	
21895	ENSMUSG00000029106	Add1	3.79e-19	7.98e-18	0.348	chr5	[34628514 34629173 34630285]	[34630470]	True	CDS	
20461	ENSMUSG00000004897	Hdgf	4.54e-19	9.4e-18	0.223	chr3	[87906715 87907166]	[87913091]	True	CDS	
21296	ENSMUSG00000028542	Slc6a9	1.52e-18	3.1e-17	0.45	chr4	[117843136 117849467 117855761]	[117855875]	True	CDS	
16127	ENSMUSG00000054728	Phactr1	1.69e-18	3.38e-17	0.462	chr13	[42709851 42866488 42866956 42916868]	[42956617]	True	CDS	
4507	ENSMUSG00000049076	Acap2	3.09e-18	6.09e-17	0.551	chr16	[31119448]	[31122621 31127321]	True	CDS	
25665	ENSMUSG00000033392	Clasp2	4.55e-18	8.82e-17	0.154	chr9	[113786635 113793467 113812767]	[113813142]	True	CDS	
19214	ENSMUSG00000025026	Add3	7.1e-18	1.35e-16	0.347	chr19	[53140715 53143090 53194454 53203476]	[53216801]	False	5' UTR	
12740	ENSMUSG00000031169	Porcn	8.08e-18	1.52e-16	0.539	chrX	[8201570]	[8201658 8203159]	True	CDS	
20120	ENSMUSG00000067786	Nnat	2.49e-17	4.61e-16	0.251	chr2	[157560261 157561289 157561294]	[157561542]	True	CDS	
10496	ENSMUSG00000036570	Fxyd1	1.84e-16	3.34e-15	0.249	chr7	[31054371]	[31054765 31055551]	True	5' UTR	
20388	ENSMUSG00000036503	Rnf13	3.43e-16	6.16e-15	0.09	chr3	[57736201 57748035 57762210]	[57764257]	False	5' UTR	
25232	ENSMUSG00000032076	Cadm1	9.59e-16	1.69e-14	0.175	chr9	[47813946 47818818 47829410]	[47848167]	True	CDS	
1966	ENSMUSG00000017631	Abr	1.02e-15	1.77e-14	0.527	chr11	[76486537]	[76494257 76508888]	True	CDS	
11636	ENSMUSG00000031708	Tecr	1.84e-15	3.13e-14	0.109	chr8	[83573324]	[83573411 83573871]	True	CDS	
20462	ENSMUSG00000004897	Hdgf	1.85e-15	3.13e-14	0.193	chr3	[87913452 87913911]	[87914052]	True	CDS	
165	ENSMUSG00000025980	Hspd1	2.14e-15	3.57e-14	0.273	chr1	[55086942]	[55087779 55087989]	True	5' UTR	
18766	ENSMUSG00000053477	Tcf4	7.13e-15	1.17e-13	0.112	chr18	[69564685 69593585 69593993]	[69633577]	True	CDS	
23917	ENSMUSG00000030704	Rab6a	1.05e-14	1.71e-13	0.247	chr7	[100629772 100629944]	[100631742]	True	CDS	
22798	ENSMUSG00000038388	Mpp6	2.96e-14	4.73e-13	0.436	chr6	[50163650 50176919]	[50178389]	True	CDS	
10730	ENSMUSG00000030629	Zfand6	3.49e-14	5.52e-13	0.284	chr7	[84634410]	[84679310 84689746]	True	5' UTR	
20476	ENSMUSG00000041423	Paqr6	3.93e-14	6.12e-13	0.372	chr3	[88365803 88366287]	[88366905]	True	CDS	
7426	ENSMUSG00000028041	Adam15	4.51e-14	6.94e-13	0.443	chr3	[89340180]	[89340401 89341508]	True	CDS	
7186	ENSMUSG00000040374	Pex2	6.3e-14	9.58e-13	0.394	chr3	[5561765]	[5562669 5563165]	True	5' UTR	
7674	ENSMUSG00000032826	Ank2	9.56e-14	1.44e-12	0.341	chr3	[126965163]	[126971003 126976051]	True	CDS	
6211	ENSMUSG00000025781	Atp5c1	1.27e-13	1.88e-12	0.126	chr2	[10056162]	[10056770 10058996]	True	CDS	
20140	ENSMUSG00000035268	Pkig	1.29e-13	1.89e-12	0.419	chr2	[163658493 163658660 163659236 163694157]	[163703486]	True	5' UTR	
4309	ENSMUSG00000009575	Cbx5	1.83e-13	2.65e-12	0.327	chr15	[103213255]	[103215022 103215268 103239733]	True	5' UTR	
15434	ENSMUSG00000020747	Tmem94	2.03e-13	2.91e-12	0.407	chr11	[115777378 115780968]	[115785440]	True	CDS	
13985	ENSMUSG00000019843	Fyn	3.78e-13	5.29e-12	0.222	chr10	[39529602 39530075]	[39532016]	True	CDS	
12075	ENSMUSG00000059974	Ntm	3.79e-13	5.29e-12	0.4	chr9	[28996635]	[29000705 29009226]	True	CDS	
7823	ENSMUSG00000028207	Asph	4.37e-13	6.03e-12	0.324	chr4	[9635970]	[9637659 9639198]	True	CDS	
17656	ENSMUSG00000022708	Zbtb20	5.05e-13	6.89e-12	0.333	chr16	[42875925 42907722 42908651 43007087]	[43024938]	False	5' UTR	
22870	ENSMUSG00000052337	Immt	5.19e-13	7.01e-12	0.312	chr6	[71851881 71852868 71853269]	[71856912]	True	CDS	
23763	ENSMUSG00000030519	Apba2	8.13e-13	1.09e-11	0.29	chr7	[64733659 64734691]	[64736881]	True	CDS	
18804	ENSMUSG00000041607	Mbp	1.17e-12	1.54e-11	0.088	chr18	[82575208 82575634 82579059]	[82584112]	True	CDS	
11757	ENSMUSG00000031673	Cdh11	1.27e-12	1.66e-11	0.328	chr8	[102720531]	[102739144 102784896]	False	5' UTR	
5888	ENSMUSG00000024758	Rtn3	1.48e-12	1.91e-11	0.053	chr19	[7435139]	[7467811 7482939]	True	CDS	
17507	ENSMUSG00000022841	Ap2m1	2.96e-12	3.78e-11	0.095	chr16	[20540416 20540814]	[20540975]	True	CDS	
6857	ENSMUSG00000027406	Idh3b	3.45e-12	4.37e-11	0.438	chr2	[130279438]	[130279556 130280263]	True	CDS	
18688	ENSMUSG00000024480	Ap3s1	4.07e-12	5.1e-11	0.33	chr18	[46780769 46783800]	[46789897]	True	CDS	
16892	ENSMUSG00000022253	Nadk2	4.56e-12	5.64e-11	0.335	chr15	[9096093 9098875]	[9100106]	True	CDS	
3139	ENSMUSG00000015937	Macroh2a1	4.97e-12	6.09e-11	0.28	chr13	[56084286]	[56088252 56089758]	True	CDS	
20952	ENSMUSG00000028410	Dnaja1	5.5e-12	6.62e-11	0.113	chr4	[40722634 40723002 40723137]	[40723703]	True	5' UTR	
11060	ENSMUSG00000030849	Fgfr2	5.51e-12	6.62e-11	0.414	chr7	[130228793]	[130241200 130261749]	True	CDS	
15484	ENSMUSG00000059248	Septin9	6.62e-12	7.88e-11	0.572	chr11	[117291037 117332471]	[117351429]	True	CDS	
4506	ENSMUSG00000022537	Tmem44	9.22e-12	1.09e-10	0.484	chr16	[30547470]	[30549393 30550363]	True	CDS	
3590	ENSMUSG00000060373	Hnrnpc	3.04e-11	3.51e-10	0.107	chr14	[52081308]	[52081789 52081828]	True	CDS	
7157	ENSMUSG00000027574	Nkain4	3.22e-11	3.68e-10	0.165	chr2	[180935030]	[180935943 180937151]	True	CDS	
25105	ENSMUSG00000033335	Dnm2	4e-11	4.53e-10	0.283	chr9	[21489795 21490670]	[21494504]	True	CDS	
25635	ENSMUSG00000032479	Map4	6.25e-11	7.02e-10	0.352	chr9	[110063124 110064450]	[110067485]	True	CDS	
25643	ENSMUSG00000032482	Cspg5	6.43e-11	7.16e-10	0.066	chr9	[110256221 110256302]	[110262060]	True	CDS	
20596	ENSMUSG00000015714	Cers2	7.12e-11	7.84e-10	0.144	chr3	[95315346 95315539 95318954]	[95320062]	True	5' UTR	
5175	ENSMUSG00000003534	Ddr1	8.43e-11	9.21e-10	0.42	chr17	[35693918]	[35697675 35700431 35703924 35704531]	True	5' UTR	
8531	ENSMUSG00000019055	Plod1	1.27e-10	1.38e-09	0.184	chr4	[147917410]	[147918134 147918780]	False	CDS	
3106	ENSMUSG00000025871	4833439L19Rik	2.27e-10	2.42e-09	0.159	chr13	[54561872]	[54564185 54564515 54565182]	True	CDS	
2056	ENSMUSG00000018171	Vmp1	2.27e-10	2.42e-09	0.199	chr11	[86665879]	[86671092 86683736 86683740]	True	5' UTR	
9690	ENSMUSG00000004980	Hnrnpa2b1	2.96e-10	3.11e-09	0.241	chr6	[51461434]	[51461920 51461983 51463411]	True	3' UTR	
18692	ENSMUSG00000062210	Tnfaip8	3.03e-10	3.17e-09	0.427	chr18	[49979627 50053620]	[50090200]	True	CDS	
117	ENSMUSG00000060424	Pantr1	6.52e-10	6.69e-09	0.148	chr1	[42648457]	[42663556 42666841]	True	Non-coding	
8614	ENSMUSG00000029048	Rer1	7.29e-10	7.42e-09	0.166	chr4	[155082755]	[155083109 155086205]	True	5' UTR	
16655	ENSMUSG00000040997	Abhd4	8.28e-10	8.36e-09	0.12	chr14	[54254472 54259320 54259427]	[54261626]	True	5' UTR	
25252	ENSMUSG00000039217	Il18	1.05e-09	1.05e-08	0.12	chr9	[50565527 50572899]	[50575268]	False	5' UTR	
23761	ENSMUSG00000033429	Mcee	1.4e-09	1.38e-08	0.178	chr7	[64392844 64400345 64400507]	[64411835]	True	CDS	
12189	ENSMUSG00000039542	Ncam1	1.76e-09	1.72e-08	0.344	chr9	[49523647]	[49531974 49543011]	True	CDS	
9677	ENSMUSG00000029810	Tmem176b	2e-09	1.94e-08	0.165	chr6	[48838366]	[48840361 48840996 48841348]	True	5' UTR	
19544	ENSMUSG00000026879	Gsn	3.14e-09	3.02e-08	0.178	chr2	[35266904 35282602 35282722]	[35283905]	True	5' UTR	
13954	ENSMUSG00000019978	Epb41l2	3.62e-09	3.45e-08	0.29	chr10	[25489094 25502139 25504260]	[25506175]	False	CDS	
15333	ENSMUSG00000018411	Mapt	4.16e-09	3.94e-08	0.079	chr11	[104282481 104294925 104299257]	[104302361]	True	CDS	
24811	ENSMUSG00000036564	Ndrg4	4.44e-09	4.16e-08	0.232	chr8	[95711145 95712364]	[95713178]	True	CDS	
14684	ENSMUSG00000020376	Rnf130	4.6e-09	4.28e-08	0.121	chr11	[50095981 50099340]	[50104549]	True	CDS	
25713	ENSMUSG00000032517	Mobp	5.45e-09	5.03e-08	0.08	chr9	[120168011 120168520 120168526 120168565]	[120173151]	True	CDS	
15601	ENSMUSG00000020591	Ntsr2	6.29e-09	5.77e-08	0.18	chr12	[16656690 16656813 16656864 16656871]	[16658365]	False	CDS	
5608	ENSMUSG00000024431	Nr3c1	6.75e-09	6.14e-08	0.303	chr18	[39487246]	[39488940 39489477 39490568]	True	5' UTR	
17089	ENSMUSG00000022546	Gpt	7.55e-09	6.82e-08	0.106	chr15	[76698890 76699152]	[76699236]	False	CDS	
24768	ENSMUSG00000056608	Chd9	7.74e-09	6.94e-08	0.421	chr8	[90933863 90955330 90955683]	[90956383]	True	CDS	
18687	ENSMUSG00000024480	Ap3s1	7.99e-09	7.11e-08	0.28	chr18	[46754463 46757436]	[46758003]	True	CDS	
4509	ENSMUSG00000049076	Acap2	8.39e-09	7.41e-08	0.227	chr16	[31141798]	[31141890 31141902 31153706]	False	CDS	
3427	ENSMUSG00000021820	Camk2g	1.12e-08	9.75e-08	0.104	chr14	[20755703]	[20757666 20760144]	True	CDS	
18608	ENSMUSG00000005871	Apc	1.28e-08	1.11e-07	0.335	chr18	[34221277 34247735]	[34261005]	True	CDS	
13663	ENSMUSG00000053332	Gas5	1.67e-08	1.43e-07	0.196	chr1	[161036853 161037165]	[161037288]	True	Non-coding	
4245	ENSMUSG00000023021	Cers5	1.96e-08	1.67e-07	0.278	chr15	[99736437]	[99737547 99738665]	True	CDS	
8398	ENSMUSG00000003038	Hmgn2	2.07e-08	1.75e-07	0.099	chr4	[133967002]	[133967103 133967164 133967275 133967795]	True	CDS	
3972	ENSMUSG00000022378	Fam49b	2.19e-08	1.84e-07	0.332	chr15	[63970969]	[63997898 64022570]	True	5' UTR	
21821	ENSMUSG00000059447	Hadhb	2.24e-08	1.85e-07	0.142	chr5	[30155340 30155383]	[30163669]	True	5' UTR	
13100	ENSMUSG00000033793	Atp6v1h	3.04e-08	2.46e-07	0.195	chr1	[5089112 5093453]	[5095615]	False	CDS	
6038	ENSMUSG00000025006	Sorbs1	3.05e-08	2.46e-07	0.208	chr19	[40352566]	[40356587 40363202]	False	CDS	
23503	ENSMUSG00000015149	Sirt2	3.27e-08	2.62e-07	0.102	chr7	[28766868 28767679]	[28771811]	True	CDS	
12552	ENSMUSG00000010064	Slc38a3	3.29e-08	2.62e-07	0.107	chr9	[107659245]	[107665170 107667136 107667304]	True	5' UTR	
22964	ENSMUSG00000033174	Mgll	3.46e-08	2.73e-07	0.146	chr6	[88724572 88725179]	[88725701]	True	5' UTR	
2698	ENSMUSG00000059436	Max	3.61e-08	2.84e-07	0.35	chr12	[76953277]	[76961263 76961990]	True	CDS	
10684	ENSMUSG00000101970	1810026B05Rik	4.53e-08	3.53e-07	0.352	chr7	[73555921]	[73557775 73558039]	True	Non-coding	
19682	ENSMUSG00000027012	Dync1i2	5.62e-08	4.35e-07	0.203	chr2	[71211846 71212075]	[71214439]	True	5' UTR	
3425	ENSMUSG00000021820	Camk2g	6.3e-08	4.85e-07	0.243	chr14	[20739403]	[20741378 20742705]	True	CDS	
17538	ENSMUSG00000022884	Eif4a2	6.59e-08	5.04e-07	0.108	chr16	[23108852 23109260]	[23109985]	True	CDS	
1963	ENSMUSG00000020844	Nxn	7.54e-08	5.73e-07	0.182	chr11	[76278592]	[76357416 76398701]	False	CDS	
13101	ENSMUSG00000033793	Atp6v1h	7.87e-08	5.95e-07	0.228	chr1	[5098134 5101124]	[5117390]	True	CDS	
22516	ENSMUSG00000044197	Gpr146	1.05e-07	7.89e-07	0.176	chr5	[139380744 139390056]	[139392422]	True	CDS	
2395	ENSMUSG00000020792	Exoc7	1.08e-07	8.07e-07	0.329	chr11	[116292585]	[116293275 116293972]	True	CDS	
17662	ENSMUSG00000022708	Zbtb20	2.07e-07	1.53e-06	0.208	chr16	[43302616 43363973]	[43462947]	True	5' UTR	
5294	ENSMUSG00000024197	Plin3	2.2e-07	1.61e-06	0.161	chr17	[56287877]	[56288343 56290454]	False	5' UTR	
15005	ENSMUSG00000017776	Crk	2.56e-07	1.85e-06	0.251	chr11	[75692563 75692733]	[75703366]	True	CDS	
21694	ENSMUSG00000029064	Gnb1	3.41e-07	2.45e-06	0.126	chr4	[155491581 155515680]	[155527413]	True	5' UTR	
15066	ENSMUSG00000017421	Zfp207	3.6e-07	2.58e-06	0.281	chr11	[80391993 80393177]	[80394286]	True	CDS	
4030	ENSMUSG00000002524	Puf60	3.68e-07	2.62e-06	0.194	chr15	[76072569]	[76074607 76075542]	True	CDS	
10883	ENSMUSG00000030788	Rnf141	4.2e-07	2.97e-06	0.163	chr7	[110833846]	[110837077 110844339]	True	CDS	
4649	ENSMUSG00000022636	Alcam	4.26e-07	2.99e-06	0.125	chr16	[52268500]	[52268790 52270647]	True	CDS	
5440	ENSMUSG00000024109	Nrxn1	4.43e-07	3.09e-06	0.22	chr17	[90162434]	[90163792 90208323]	True	CDS	
15972	ENSMUSG00000021286	Zfyve21	4.49e-07	3.12e-06	0.174	chr12	[111825109 111825633]	[111827543]	True	CDS	
25463	ENSMUSG00000033577	Myo6	7.76e-07	5.36e-06	0.241	chr9	[80292518 80296682]	[80299146]	True	CDS	
8766	ENSMUSG00000045302	Preb	7.94e-07	5.45e-06	0.211	chr5	[30955738]	[30955930 30956262]	True	CDS	
5690	ENSMUSG00000024533	Spire1	9.31e-07	6.35e-06	0.313	chr18	[67497315]	[67501068 67503431]	True	CDS	
21423	ENSMUSG00000028788	Ptp4a2	9.46e-07	6.42e-06	0.209	chr4	[129820602 129820800]	[129838978]	True	5' UTR	
3426	ENSMUSG00000021820	Camk2g	9.7e-07	6.55e-06	0.24	chr14	[20744649]	[20745792 20755659]	True	CDS	
24526	ENSMUSG00000031610	Scrg1	1.05e-06	7.01e-06	0.056	chr8	[57456128 57474054]	[57474306]	False	5' UTR	
19459	ENSMUSG00000054766	Set	1.84e-06	1.23e-05	0.11	chr2	[30062281 30066894]	[30068269]	True	CDS	
12438	ENSMUSG00000032422	Snx14	2e-06	1.31e-05	0.347	chr9	[88398372]	[88400723 88401920]	True	CDS	
19762	ENSMUSG00000040549	Ckap5	2.01e-06	1.31e-05	0.226	chr2	[91526851 91537884]	[91546322]	False	5' UTR	
3591	ENSMUSG00000060373	Hnrnpc	2.42e-06	1.56e-05	0.12	chr14	[52084392]	[52097322 52098015 52103889]	True	5' UTR	
10566	ENSMUSG00000002968	Med25	2.87e-06	1.82e-05	0.226	chr7	[44880471]	[44880567 44880923]	True	CDS	
12521	ENSMUSG00000032570	Atp2c1	2.99e-06	1.89e-05	0.119	chr9	[105470148]	[105493543 105494415]	True	CDS	
3530	ENSMUSG00000041028	Ghitm	3.49e-06	2.19e-05	0.096	chr14	[37133804]	[37134787 37134965 37135195]	True	5' UTR	
13198	ENSMUSG00000026087	Mrpl30	3.54e-06	2.22e-05	0.204	chr1	[37890585 37893024]	[37893939]	True	5' UTR	
11658	ENSMUSG00000001911	Nfix	4.1e-06	2.55e-05	0.135	chr8	[84713858]	[84716141 84721643]	True	CDS	
8861	ENSMUSG00000029128	Rab28	4.25e-06	2.63e-05	0.245	chr5	[41625863]	[41626987 41633173]	True	CDS	
25283	ENSMUSG00000032301	Psma4	4.43e-06	2.73e-05	0.1	chr9	[54950904 54951429]	[54952082]	True	5' UTR	
11333	ENSMUSG00000065954	Tacc1	5.02e-06	3.07e-05	0.302	chr8	[25177995]	[25181823 25201122 25240794]	True	CDS	
11659	ENSMUSG00000001911	Nfix	5.6e-06	3.4e-05	0.093	chr8	[84721819]	[84723728 84726469]	True	CDS	
12903	ENSMUSG00000016382	Pls3	6.05e-06	3.64e-05	0.15	chrX	[75826954]	[75842904 75843083 75875048]	True	5' UTR	
16860	ENSMUSG00000022139	Mbnl2	6.11e-06	3.65e-05	0.24	chr14	[120389164 120395766]	[120396451]	True	CDS	
18051	ENSMUSG00000071172	Srsf3	6.67e-06	3.96e-05	0.092	chr17	[29038625 29039910]	[29040775]	True	CDS	
13660	ENSMUSG00000053332	Gas5	7.43e-06	4.39e-05	0.066	chr1	[161036015 161036245]	[161036549]	False	Non-coding	
6037	ENSMUSG00000025006	Sorbs1	7.68e-06	4.52e-05	0.251	chr19	[40337036]	[40344356 40349899]	False	CDS	
18871	ENSMUSG00000024875	Yif1a	8.31e-06	4.85e-05	0.087	chr19	[5085759 5088749]	[5089419]	False	5' UTR	
21288	ENSMUSG00000033423	Eri3	8.32e-06	4.85e-05	0.175	chr4	[117550363 117564899 117569109]	[117582600]	False	5' UTR	
21666	ENSMUSG00000028937	Acot7	1e-05	5.81e-05	0.107	chr4	[152237767 152253266 152259596]	[152260846]	False	CDS	
25338	ENSMUSG00000032294	Pkm	1.04e-05	6.02e-05	0.078	chr9	[59675196 59675735]	[59678044]	True	CDS	
16229	ENSMUSG00000055254	Ntrk2	1.12e-05	6.44e-05	0.109	chr13	[58806853 58808014]	[58808385]	True	5' UTR	
8813	ENSMUSG00000019295	Tmem129	1.14e-05	6.54e-05	0.162	chr5	[33655798]	[33657272 33657623]	True	CDS	
10770	ENSMUSG00000035642	Aamdc	1.29e-05	7.31e-05	0.198	chr7	[97565301]	[97575588 97579366]	True	CDS	
1376	ENSMUSG00000040462	Os9	1.38e-05	7.78e-05	0.241	chr10	[127096743]	[127096915 127097932]	True	CDS	
21038	ENSMUSG00000028333	Anp32b	1.43e-05	8e-05	0.108	chr4	[46451350 46452544]	[46460090]	False	CDS	
19954	ENSMUSG00000027303	Ptpra	1.56e-05	8.73e-05	0.091	chr2	[130504336 130509857]	[130517731]	True	CDS	
16118	ENSMUSG00000021361	Tmem14c	1.79e-05	9.93e-05	0.152	chr13	[41016399 41017174]	[41017706]	False	5' UTR	
20086	ENSMUSG00000005881	Ergic3	1.83e-05	0.000101	0.054	chr2	[156011407 156015392]	[156015989]	True	CDS	
3499	ENSMUSG00000021905	Dph3	1.96e-05	0.000108	0.141	chr14	[32083247]	[32084907 32085410]	True	CDS	
17375	ENSMUSG00000022517	Mgrn1	2.1e-05	0.000115	0.278	chr16	[4924533 4926375]	[4927675]	True	CDS	
