cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
8207	ENSMUSG00000026825	Dnm1	1.17e-26	3.7799999999999996e-24	0.319	chr2	[32309065]	[32309893 32310447 32310451 32312123 32312127]	False	CDS	1271.0
32259	ENSMUSG00000032336	Nptn	6.04e-26	1.8199999999999997e-23	0.314	chr9	[58582527 58582707 58619011 58621578]	[58623687]	True	CDS	1253.0
14172	ENSMUSG00000025468	Caly	1.43e-25	4.0699999999999996e-23	0.302	chr7	[140074101]	[140081075 140081381 140081393 140081605 140082093 140082200 140082462]	True	5' UTR	23932.0
6950	ENSMUSG00000024109	Nrxn1	2.0199999999999998e-24	5.42e-22	0.56	chr17	[90162434]	[90163792 90208323]	True	CDS	1737.0
17260	ENSMUSG00000056211	R3hdm1	2.13e-24	5.42e-22	0.368	chr1	[128103484 128141947 128142093]	[128151744]	True	5' UTR	461.0
3935	ENSMUSG00000025871	4833439L19Rik	4.28e-24	1.0300000000000001e-21	0.611	chr13	[54564273]	[54564515 54565182]	True	5' UTR	3038.0
18904	ENSMUSG00000033066	Gas7	4.9e-24	1.13e-21	0.529	chr11	[67455775 67571351 67596700]	[67603108]	False	CDS	15128.0
9098	ENSMUSG00000027634	Ndrg3	7.7e-24	1.6900000000000001e-21	0.273	chr2	[156928882]	[156929932 156931216 156931430 156934942]	True	CDS	483.0
28137	ENSMUSG00000029152	Ociad1	5.51e-23	1.16e-20	0.21	chr5	[73304685 73306754 73306799 73310427]	[73313443]	True	CDS	2080.0
28967	ENSMUSG00000087380	2210408F21Rik	6.77e-23	1.36e-20	0.253	chr6	[31277956 31285121 31328361 31328390]	[31335991]	True	Non-coding	2971.0
20521	ENSMUSG00000054728	Phactr1	8.079999999999999e-23	1.56e-20	0.367	chr13	[42709851 42866488 42866956 42916868]	[42956617]	True	CDS	2236.0
6160	ENSMUSG00000022940	Pigp	2.95e-22	5.48e-20	0.518	chr16	[94370193]	[94370366 94370605 94370741 94371744]	True	CDS	3267.0
1988	ENSMUSG00000053519	Kcnip1	2.4400000000000002e-21	4.37e-19	0.186	chr11	[33645628]	[33651540 33680463 33718193 33843130]	True	CDS	73.0
11131	ENSMUSG00000028926	Cdk14	3.0200000000000004e-21	5.21e-19	0.365	chr5	[5249229]	[5263842 5264750 5265133 5265580 5265953 5373458]	True	CDS	5359.0
3998	ENSMUSG00000021546	Hnrnpk	1.75e-20	2.92e-18	0.178	chr13	[58395688]	[58396188 58396827]	True	CDS	19054.0
15321	ENSMUSG00000031996	Aplp2	2e-20	3.22e-18	0.238	chr9	[31153500]	[31156190 31157695]	True	CDS	1509.0
31573	ENSMUSG00000036564	Ndrg4	1.26e-19	1.97e-17	0.123	chr8	[95700158 95703178]	[95706188]	True	CDS	1430.0
20169	ENSMUSG00000066392	Nrxn3	4.47e-19	6.75e-17	0.412	chr12	[90169092 90199237]	[90204511]	True	CDS	104.0
33282	ENSMUSG00000041658	Rragb	4.78e-19	7e-17	0.199	chrX	[153144076 153148536]	[153150362]	True	CDS	325.0
20276	ENSMUSG00000021268	Meg3	5.78e-19	8.22e-17	0.221	chr12	[109549811 109558321 109568524 109568595]	[109571391]	False	Non-coding	22849.0
1302	ENSMUSG00000019947	Arid5b	7.14e-19	9.85e-17	0.482	chr10	[68135107]	[68136486 68186026]	True	CDS	8288.0
15430	ENSMUSG00000039542	Ncam1	2.42e-18	3.25e-16	0.486	chr9	[49505564]	[49506853 49508589]	True	CDS	1921.0
18744	ENSMUSG00000018395	Kif3a	4.54e-18	5.79e-16	0.398	chr11	[53586931 53588761 53590726]	[53593374]	True	CDS	2268.0
13843	ENSMUSG00000037032	Apbb1	4.55e-18	5.79e-16	0.173	chr7	[105567754]	[105568499 105568619 105568793 105569240 105573682]	True	CDS	3317.0
23006	ENSMUSG00000025739	Gng13	4.75e-18	5.89e-16	0.299	chr17	[25717278 25717582]	[25718667]	True	5' UTR	1986.0
33286	ENSMUSG00000086316	Nbdy	1.75e-17	2.07e-15	0.272	chrX	[153725842 153728940 153739646]	[153741040]	True	CDS	943.0
27879	ENSMUSG00000061576	Dpp6	4.97e-17	5.71e-15	0.369	chr5	[26905289 27049814 27262362]	[27382755]	True	CDS	272.0
20794	ENSMUSG00000021548	Ccnh	2.91e-16	3.27e-14	0.067	chr13	[85164215 85189653]	[85190754]	False	5' UTR	1099.0
26916	ENSMUSG00000028478	Clta	6.61e-16	7.26e-14	0.156	chr4	[44025561 44030269 44031436]	[44032401]	True	CDS	2835.0
3174	ENSMUSG00000047446	Arl4a	6.97e-16	7.48e-14	0.374	chr12	[40036834]	[40037263 40037838]	True	5' UTR	1801.0
11657	ENSMUSG00000011831	Evi5	1.08e-15	1.13e-13	0.475	chr5	[107842301]	[107843786 107843827 107868791 107872601 107874989]	True	CDS	23397.0
33179	ENSMUSG00000045427	Hnrnph2	1.87e-14	1.91e-12	0.218	chrX	[134602763 134602963 134602968]	[134604855]	True	5' UTR	21413.0
15042	ENSMUSG00000014633	Cmc2	1.9e-14	1.91e-12	0.316	chr8	[116911235]	[116918760 116921351 116944025]	False	5' UTR	4732.0
14748	ENSMUSG00000031708	Tecr	3.95e-14	3.9e-12	0.09	chr8	[83573324]	[83573411 83573871 83574478]	True	CDS	16385.0
27911	ENSMUSG00000029166	Mapre3	6.49e-14	6.27e-12	0.272	chr5	[30862644 30863361 30863406]	[30864574]	True	CDS	19351.0
191	ENSMUSG00000060424	Pantr1	8.22e-14	7.79e-12	0.274	chr1	[42667004]	"[42687111 42688714 42692941 42694396 42694747 42694790 42697173 42697504
 42697758 42698585]"	True	Non-coding	586.0
8233	ENSMUSG00000026797	Stxbp1	1.46e-13	1.35e-11	0.259	chr2	[32789638]	[32794588 32796016]	True	CDS	1897.0
5131	ENSMUSG00000022370	Mrpl13	2.47e-13	2.25e-11	0.207	chr15	[55543385]	[55548142 55555320]	True	CDS	2708.0
5807	ENSMUSG00000013539	Tango2	3.34e-13	2.99e-11	0.234	chr16	[18316735]	[18319744 18324357 18343798 18347871]	True	CDS	16665.0
7211	ENSMUSG00000024500	Ppp2r2b	4.97e-13	4.29e-11	0.286	chr18	[42741194]	[42821262 42898745 42927543 43059162]	True	CDS	21963.0
23279	ENSMUSG00000039601	Rcan2	5.19e-13	4.39e-11	0.288	chr17	[43836498 43953538]	[44017767]	True	CDS	1026.0
12259	ENSMUSG00000023089	Ndufa5	8.6e-13	7.16e-11	0.059	chr6	[24519258]	[24522659 24527273]	True	CDS	14599.0
8484	ENSMUSG00000056486	Chn1	1.12e-12	9.15e-11	0.153	chr2	[73659758]	"[73660050 73660077 73660224 73660362 73660405 73677760 73679615 73679816
 73706919 73710455 73721403]"	True	CDS	460.0
31728	ENSMUSG00000034390	Cmip	3.24e-12	2.57e-10	0.243	chr8	[117377201 117379526]	[117384958]	False	CDS	16112.0
13552	ENSMUSG00000109006	B230209E15Rik	3.41e-12	2.66e-10	0.224	chr7	[61535489]	[61546001 61604516 61615160]	False	Non-coding	5766.0
1574	ENSMUSG00000062981	Mrpl42	3.64e-12	2.79e-10	0.052	chr10	[95480978]	[95490246 95493631 95496824]	True	CDS	9234.0
10153	ENSMUSG00000040128	Pnrc1	4.69e-12	3.54e-10	0.242	chr4	[33246508]	[33247948 33289743 33289995]	True	CDS	2126.0
21418	ENSMUSG00000022044	Stmn4	9.52e-12	6.97e-10	0.123	chr14	[66355682 66356350]	[66356709]	True	CDS	946.0
28189	ENSMUSG00000029291	Rufy3	1.06e-11	7.65e-10	0.109	chr5	[88565477 88565824 88584318 88598490]	[88614941]	True	CDS	2933.0
7480	ENSMUSG00000024873	Cnih2	3.23e-11	2.29e-09	0.115	chr19	[5094332]	[5094706 5094732]	True	CDS	5795.0
21071	ENSMUSG00000039197	Adk	3.76e-11	2.64e-09	0.361	chr14	[21052701 21076322]	[21092367]	True	CDS	6800.0
32263	ENSMUSG00000032336	Nptn	6.68e-11	4.61e-09	0.215	chr9	[58643685 58643803 58648371]	[58650497]	False	CDS	1253.0
76	ENSMUSG00000079658	Eloc	7.58e-11	5.09e-09	0.097	chr1	[16648008]	[16656296 16656616 16656822 16656862 16656912 16656992]	True	5' UTR	3190.0
14575	ENSMUSG00000048967	Yjefn3	9.45e-11	6.25e-09	0.127	chr8	[69888023]	[69888390 69888987 69889009]	False	CDS	374.0
22699	ENSMUSG00000022744	Cldnd1	1.73e-10	1.13e-08	0.213	chr16	[58728085 58729224]	[58729438]	True	5' UTR	14059.0
24287	ENSMUSG00000024921	Smarca2	1.79e-10	1.15e-08	0.207	chr19	"[26720948 26722223 26748299 26748341 26748953 26749943 26749948 26750011
 26751157]"	[26751824]	True	CDS	5353.0
19827	ENSMUSG00000036095	Dgkb	1.98e-10	1.26e-08	0.344	chr12	[37880419 37880955]	[37981755]	True	5' UTR	917.0
27337	ENSMUSG00000028863	Meaf6	2.87e-10	1.8e-08	0.18	chr4	[125107547 125107710]	[125108323]	True	CDS	3127.0
25740	ENSMUSG00000038116	Phf20	4.71e-10	2.92e-08	0.171	chr2	[156251948 156254311 156264361]	[156267155]	False	CDS	4338.0
28698	ENSMUSG00000029712	Actl6b	8.73e-10	5.34e-08	0.222	chr5	[137553660 137553784 137554141 137555097]	[137563107]	True	CDS	4745.0
22934	ENSMUSG00000034681	Rnps1	1.02e-09	6.18e-08	0.167	chr17	[24414735 24415163 24415497 24415506]	[24418038]	False	CDS	7368.0
5458	ENSMUSG00000022629	Kif21a	1.18e-09	7.06e-08	0.386	chr15	[90972716]	[90976471 90980795]	True	CDS	2365.0
7004	ENSMUSG00000047879	Usp14	1.8e-09	1.06e-07	0.15	chr18	[10016645]	[10017991 10022818]	True	CDS	4344.0
22436	ENSMUSG00000005262	Ufd1	1.87e-09	1.09e-07	0.24	chr16	[18814937 18814963]	[18815329]	True	CDS	16741.0
659	ENSMUSG00000041889	Shisa4	3.43e-09	1.95e-07	0.105	chr1	[135372365]	[135373152 135374378]	False	CDS	600.0
13797	ENSMUSG00000030706	Mrpl48	3.69e-09	2.07e-07	0.163	chr7	[100574515]	[100582990 100591211 100607558 100607891]	True	CDS	11045.0
12078	ENSMUSG00000025855	Prkar1b	3.94e-09	2.19e-07	0.137	chr5	[139127786]	"[139129644 139129968 139130294 139130393 139130446 139130507 139149919
 139150535]"	True	5' UTR	2060.0
25116	ENSMUSG00000049044	Rapgef4	5.22e-09	2.86e-07	0.154	chr2	[72045249 72051549 72092642 72092888]	[72137242]	False	CDS	2634.0
5471	ENSMUSG00000022635	Zcrb1	6.21e-09	3.37e-07	0.104	chr15	[93391159]	[93391454 93395587]	False	CDS	5881.0
5160	ENSMUSG00000022378	Fam49b	7.21e-09	3.87e-07	0.247	chr15	[63956683]	[63957585 63970930 63997898 64022570]	False	CDS	2374.0
23827	ENSMUSG00000024480	Ap3s1	8.59e-09	4.51e-07	0.075	chr18	[46780769 46783800 46788705]	[46789897]	True	CDS	12049.0
22406	ENSMUSG00000003531	Dgcr6	1.17e-08	6.09e-07	0.095	chr16	[18065185 18065193 18066600]	[18066696]	True	CDS	4487.0
9035	ENSMUSG00000056941	Commd7	1.24e-08	6.37e-07	0.126	chr2	[153619513]	[153620446 153621770]	False	CDS	10467.0
15428	ENSMUSG00000032269	Htr3a	1.25e-08	6.37e-07	0.093	chr9	[48906393]	[48907354 48908595]	False	CDS	16.0
20263	ENSMUSG00000021262	Evl	1.27e-08	6.39e-07	0.296	chr12	[108555214 108606012]	[108648315]	True	CDS	895.0
5389	ENSMUSG00000018865	Sult4a1	1.42e-08	7.09e-07	0.052	chr15	[84077583]	[84078769 84079361 84079517 84080187]	True	CDS	23763.0
25513	ENSMUSG00000027303	Ptpra	1.68e-08	8.28e-07	0.292	chr2	[130504336 130509857]	[130517731]	True	CDS	8699.0
27125	ENSMUSG00000028519	Dab1	1.92e-08	9.3e-07	0.191	chr4	[104731753 104732181]	[104741513]	False	CDS	499.0
20264	ENSMUSG00000021262	Evl	2.07e-08	9.82e-07	0.148	chr12	[108683262 108683411]	[108686050]	True	CDS	895.0
16027	ENSMUSG00000032503	Arpp21	2.07e-08	9.82e-07	0.228	chr9	[112187767]	"[112187854 112187861 112187903 112188021 112188124 112206245 112219803
 112228864 112230916 112232335 112233092 112233646 112234310 112235646
 112235650]"	True	5' UTR	1190.0
14233	ENSMUSG00000045777	Ifitm10	2.15e-08	1.01e-06	0.165	chr7	[142356115]	[142362216 142370858 142370948 142372162 142372166]	False	CDS	4664.0
23741	ENSMUSG00000037236	Matr3	3.84e-08	1.74e-06	0.128	chr18	[35587854 35588454]	[35590380]	False	CDS	7554.0
17154	ENSMUSG00000026305	Lrrfip1	4.55e-08	2.01e-06	0.127	chr1	[91068650 91085006 91091668]	[91093560]	False	CDS	2782.0
2918	ENSMUSG00000034120	Srsf2	4.59e-08	2.02e-06	0.154	chr11	[116850962]	[116851648 116852021]	True	3' UTR	3886.0
6949	ENSMUSG00000024109	Nrxn1	5.86e-08	2.55e-06	0.199	chr17	[90059564]	[90087072 90088165 90162114]	True	CDS	1737.0
411	ENSMUSG00000026245	Farsb	6.62e-08	2.81e-06	0.2	chr1	[78480112]	[78482308 78488785]	True	CDS	2613.0
23929	ENSMUSG00000053477	Tcf4	8.72e-08	3.66e-06	0.164	chr18	[69519965 69520027 69521486 69521687 69521982 69522541 69563650]	[69564034]	True	CDS	213.0
17011	ENSMUSG00000015222	Map2	9.78e-08	4.07e-06	0.193	chr1	[66251713 66322143]	[66322404]	True	5' UTR	7367.0
19486	ENSMUSG00000020612	Prkar1a	1.06e-07	4.33e-06	0.096	chr11	[109649182 109649528 109650625 109651074 109651444]	[109653779]	True	5' UTR	4802.0
6815	ENSMUSG00000034647	Ankrd12	1.5e-07	6.03e-06	0.078	chr17	[66037640]	[66042533 66049786]	True	CDS	1127.0
16600	ENSMUSG00000025272	Tro	1.83e-07	7.3e-06	0.095	chrX	[150655954]	[150656829 150657017 150657199 150657258 150657345 150657543]	False	5' UTR	1238.0
26307	ENSMUSG00000027940	Tpm3	2.6e-07	1.03e-05	0.053	chr3	[90088477 90089124]	[90089797]	True	CDS	2325.0
5026	ENSMUSG00000022234	Cct5	2.98e-07	1.17e-05	0.067	chr15	[31598061]	[31601302 31601601]	True	CDS	22715.0
31854	ENSMUSG00000025893	Kbtbd3	4.44e-07	1.69e-05	0.252	chr9	[4309935 4313807]	[4316827]	True	5' UTR	21850.0
20768	ENSMUSG00000087143	A830082K12Rik	4.9e-07	1.85e-05	0.206	chr13	"[78198223 78198278 78199832 78202115 78202154 78202478 78202859 78203439
 78215691]"	[78231218]	False	Non-coding	1807.0
13664	ENSMUSG00000025104	Hdgfl3	4.95e-07	1.85e-05	0.142	chr7	[81905637]	[81933574 81933939]	False	CDS	1231.0
6491	ENSMUSG00000061613	U2af1	5.53e-07	2.06e-05	0.115	chr17	[31648895]	[31651646 31652502 31654979 31658653]	True	CDS	1159.0
25969	ENSMUSG00000039717	Ralyl	7.19e-07	2.65e-05	0.196	chr3	[13777104 13946533]	[14039714]	True	CDS	4114.0
1839	ENSMUSG00000057897	Camk2b	7.59e-07	2.78e-05	0.217	chr11	[5982762]	[5987057 5988101]	False	CDS	7014.0
20325	ENSMUSG00000021288	Klc1	9.21e-07	3.35e-05	0.078	chr12	[111789460 111789487 111793700]	[111794337]	True	CDS	2130.0
23930	ENSMUSG00000053477	Tcf4	9.34e-07	3.37e-05	0.169	chr18	[69520027 69521486 69521687 69521982 69522541 69563650]	[69564037]	True	CDS	213.0
26576	ENSMUSG00000028013	Ppa2	9.72e-07	3.48e-05	0.075	chr3	[133330513 133339350 133339496 133339936 133340505]	[133348064]	False	CDS	4977.0
3966	ENSMUSG00000021493	Pdlim7	9.94e-07	3.53e-05	0.211	chr13	[55507881]	[55508208 55508780]	True	CDS	1697.0
23660	ENSMUSG00000024302	Dtna	1.05e-06	3.71e-05	0.252	chr18	[23310272 23352678 23415259 23415626]	[23475116]	False	5' UTR	4146.0
18345	ENSMUSG00000020224	Llph	1.22e-06	4.29e-05	0.111	chr10	[120227124 120227550]	[120227974]	True	5' UTR	1090.0
31551	ENSMUSG00000031776	Arl2bp	1.42e-06	4.88e-05	0.127	chr8	[94666902 94667231]	[94667597]	True	CDS	423.0
22746	ENSMUSG00000025616	Usp16	1.51e-06	5.19e-05	0.274	chr16	[87458743 87462141]	[87464735]	True	CDS	10633.0
25801	ENSMUSG00000035268	Pkig	2.13e-06	7.14e-05	0.17	chr2	[163658493 163658660 163659236 163694157]	[163703486]	True	5' UTR	1603.0
10766	ENSMUSG00000028772	Zcchc17	2.35e-06	7.84e-05	0.135	chr4	[130329675]	[130337074 130337078 130338484 130359876]	False	CDS	16493.0
25102	ENSMUSG00000027012	Dync1i2	2.82e-06	9.25e-05	0.23	chr2	[71219419 71227845]	[71228600]	True	CDS	926.0
25101	ENSMUSG00000027012	Dync1i2	3.04e-06	9.93e-05	0.105	chr2	[71211846 71212075 71212079 71212335]	[71214439]	True	5' UTR	926.0
2256	ENSMUSG00000033352	Map2k4	3.72e-06	0.000118	0.138	chr11	[65735367]	[65739593 65743323 65745552 65745813 65756269]	True	CDS	2559.0
13392	ENSMUSG00000008140	Emc10	3.99e-06	0.000125	0.087	chr7	[44490971]	[44491163 44491955 44492096]	True	CDS	23260.0
3982	ENSMUSG00000015937	Macroh2a1	4.67e-06	0.000146	0.103	chr13	[56084286]	[56088252 56088256 56089758]	True	CDS	628.0
4114	ENSMUSG00000043190	Rfesd	4.72e-06	0.000146	0.214	chr13	[76008287]	[76017521 76018015 76018658]	True	5' UTR	4834.0
29924	ENSMUSG00000030588	Yif1b	5.03e-06	0.000155	0.161	chr7	[29225255 29238175 29238437 29238446 29238564 29238594 29238612]	[29244070]	True	5' UTR	4106.0
28128	ENSMUSG00000029212	Gabrb1	5.7e-06	0.000172	0.118	chr5	[71658364 71693069 71700096 71700209]	[71700289]	True	5' UTR	3276.0
19196	ENSMUSG00000020492	Ska2	5.89e-06	0.000177	0.266	chr11	[87109305 87113382]	[87116104]	False	CDS	2037.0
2888	ENSMUSG00000034341	Wbp2	7.53e-06	0.000225	0.127	chr11	[116080345]	[116080546 116081232]	True	CDS	13768.0
1996	ENSMUSG00000042032	Mat2b	7.71e-06	0.000228	0.145	chr11	[40687796]	[40691247 40692138 40692478 40694803]	True	CDS	491.0
6817	ENSMUSG00000034647	Ankrd12	7.74e-06	0.000228	0.091	chr17	[66053092]	[66075856 66076391 66076762 66076884]	True	5' UTR	1127.0
15427	ENSMUSG00000032269	Htr3a	1.13e-05	0.00032	0.061	chr9	[48899991]	[48900561 48900874]	False	CDS	16.0
18189	ENSMUSG00000020053	Igf1	1.15e-05	0.000325	0.091	chr10	[87913801 87915350]	[87930675]	True	CDS	80.0
31025	ENSMUSG00000038398	Upf3a	1.18e-05	0.000331	0.087	chr8	[13787472 13789968]	[13791882]	False	CDS	18930.0
9869	ENSMUSG00000028133	Rwdd3	1.26e-05	0.00035	0.114	chr3	[121156058]	[121156167 121156187]	False	CDS	93.0
32278	ENSMUSG00000032297	Celf6	1.29e-05	0.000354	0.136	chr9	[59582359 59588988 59589008 59589520]	[59590635]	True	CDS	109.0
33341	ENSMUSG00000031342	Gpm6b	1.29e-05	0.000354	0.167	chrX	[166239137 166345082 166353685 166367175]	[166372638]	True	CDS	743.0
29167	ENSMUSG00000052337	Immt	1.32e-05	0.00036	0.148	chr6	[71851881 71852868 71853269]	[71856912]	True	CDS	8375.0
8170	ENSMUSG00000026860	Sh3glb2	1.39e-05	0.000376	0.081	chr2	[30347105]	[30347483 30348555 30350288]	True	CDS	2342.0
28611	ENSMUSG00000025532	Crcp	1.51e-05	0.000406	0.174	chr5	[130037919 130042301 130042305]	[130048926]	True	CDS	18140.0
28375	ENSMUSG00000050017	Pitpnb	1.62e-05	0.000432	0.139	chr5	[111383111 111385605]	[111386503]	True	CDS	19989.0
5595	ENSMUSG00000009575	Cbx5	1.67e-05	0.000442	0.137	chr15	[103213255]	[103215022 103215264 103215268 103239733 103239757]	True	5' UTR	17372.0
32830	ENSMUSG00000031153	Gripap1	1.71e-05	0.000448	0.093	chrX	[7792338 7795100]	[7799290]	True	CDS	20519.0
24211	ENSMUSG00000010110	Stx5a	1.86e-05	0.000481	0.106	chr19	[8741576 8742498 8743136 8743190]	[8743353]	False	5' UTR	15549.0
15645	ENSMUSG00000032366	Tpm1	1.87e-05	0.000481	0.101	chr9	[67036129]	[67043578 67047786]	True	CDS	413.0
12944	ENSMUSG00000030209	Grin2b	2.59e-05	0.000652	0.066	chr6	[136171883]	"[136171981 136172036 136172139 136172268 136172493 136172865 136173330
 136173473]"	False	5' UTR	1871.0
22600	ENSMUSG00000034243	Golgb1	2.73e-05	0.000682	0.175	chr16	[36875264 36885189]	[36886131]	True	CDS	12433.0
11566	ENSMUSG00000029405	G3bp2	2.75e-05	0.000682	0.075	chr5	[92073279]	[92082750 92083273 92083335 92083529 92137552]	False	5' UTR	1590.0
4906	ENSMUSG00000075486	Commd6	2.75e-05	0.000682	0.16	chr14	[101637107]	[101640288 101640389]	True	CDS	12388.0
1251	ENSMUSG00000020083	Fam241b	2.83e-05	0.000697	0.157	chr10	[62110013]	[62110234 62110236 62110598 62110959]	True	CDS	21160.0
12270	ENSMUSG00000003500	Impdh1	3.18e-05	0.000775	0.1	chr6	[29201220]	[29201888 29202447]	True	CDS	5765.0
29645	ENSMUSG00000040112	Mrps35	3.8e-05	0.000919	0.093	chr6	[147055992 147060252 147061302]	[147061423]	False	CDS	5172.0
1654	ENSMUSG00000034024	Cct2	4.2e-05	0.00101	0.065	chr10	[117063051]	[117063160 117063706]	True	CDS	12541.0
33280	ENSMUSG00000041658	Rragb	5.09e-05	0.0012	0.054	chrX	[153141398 153141437]	[153143976]	False	CDS	325.0
4648	ENSMUSG00000060373	Hnrnpc	5.11e-05	0.0012	0.094	chr14	[52081308]	[52081789 52081828]	True	CDS	4493.0
1343	ENSMUSG00000020230	Prmt2	5.19e-05	0.00121	0.053	chr10	[76207794]	[76208412 76208484 76208613 76209338]	False	CDS	549.0
15040	ENSMUSG00000014633	Cmc2	5.21e-05	0.00121	0.184	chr8	[116889860]	[116894088 116911084 116911128]	True	CDS	4732.0
32256	ENSMUSG00000032333	Stoml1	5.38e-05	0.00124	0.139	chr9	[58255041 58255814]	[58256640]	True	CDS	17258.0
5060	ENSMUSG00000051359	Ncald	5.55e-05	0.00128	0.116	chr15	[37397454]	"[37443656 37445830 37458459 37458489 37459020 37459217 37494540 37508876
 37792134]"	True	5' UTR	208.0
4411	ENSMUSG00000058317	Ube2e2	6.09e-05	0.00139	0.098	chr14	[18888450]	[18893228 18893585 18894155 18903088]	True	CDS	1119.0
11565	ENSMUSG00000029405	G3bp2	6.23e-05	0.00142	0.076	chr5	[92058071]	[92063337 92064325]	True	CDS	1590.0
949	ENSMUSG00000073481	Mtarc2	7.48e-05	0.0017	0.078	chr1	[184841428]	[184845546 184846343 184846814 184849393 184857091]	True	CDS	2731.0
11039	ENSMUSG00000029030	Tprgl	8.56e-05	0.00193	0.087	chr4	[154159423]	[154160011 154160041 154160085]	True	CDS	4952.0
12175	ENSMUSG00000066551	Hmgb1	8.66e-05	0.00193	0.057	chr5	[149050752]	[149051279 149052338 149052445 149052900 149091645 149181999 149184448]	True	CDS	8412.0
14576	ENSMUSG00000048967	Yjefn3	8.75e-05	0.00194	0.192	chr8	[69890975]	[69893911 69894341]	False	CDS	374.0
31243	ENSMUSG00000036437	Npy1r	9.86e-05	0.00217	0.193	chr8	[66697523 66699442 66701537 66703192]	[66703783]	False	5' UTR	356.0
26178	ENSMUSG00000027787	Nmd3	0.000101	0.00221	0.106	chr3	[69722467 69724392]	[69726361]	False	CDS	20199.0
30641	ENSMUSG00000030868	Dctn5	0.000103	0.00224	0.052	chr7	[122138360 122143888]	[122148057]	False	CDS	12289.0
15818	ENSMUSG00000032412	Atp1b3	0.000104	0.00226	0.118	chr9	[96345894]	[96347318 96347333 96363379 96364046]	False	CDS	355.0
9955	ENSMUSG00000028149	Rap1gds1	0.000111	0.00238	0.101	chr3	[138965997]	[138969904 138969908 138983722 139015546]	True	CDS	2275.0
6492	ENSMUSG00000061613	U2af1	0.000113	0.00241	0.096	chr17	[31651713]	[31652502 31654979 31658653]	True	CDS	1159.0
21921	ENSMUSG00000033287	Kctd17	0.000118	0.00251	0.144	chr15	[78435711 78437314 78437672]	[78438487]	True	CDS	12945.0
3933	ENSMUSG00000025871	4833439L19Rik	0.000131	0.00275	0.082	chr13	[54559325]	[54561693 54564185 54564515 54565182]	False	CDS	3038.0
5486	ENSMUSG00000023169	Slc38a1	0.000135	0.00282	0.191	chr15	[96624170]	[96641054 96642128 96642491]	True	5' UTR	1990.0
14251	ENSMUSG00000059119	Nap1l4	0.000136	0.00282	0.09	chr7	[143541779]	[143546129 143548737 143549042]	True	5' UTR	5214.0
8342	ENSMUSG00000061136	Prpf40a	0.000138	0.00285	0.224	chr2	[53157918]	[53159263 53159558]	False	CDS	11216.0
17153	ENSMUSG00000026305	Lrrfip1	0.000144	0.00293	0.189	chr1	[91068650 91079082 91082180]	[91084946]	True	CDS	2782.0
25741	ENSMUSG00000038116	Phf20	0.000147	0.00299	0.141	chr2	[156251948 156254311 156267543]	[156272542]	False	CDS	4338.0
19094	ENSMUSG00000001100	Poldip2	0.000148	0.00299	0.164	chr11	[78512473 78512806]	[78513920]	True	CDS	16962.0
