cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
4833	ENSMUSG00000022099	Dmtn	5.2399999999999995e-52	1.05e-49	0.187	chr14	[70618409]	[70626739 70628920 70635820]	True	5' UTR	17231.0
10811	ENSMUSG00000003038	Hmgn2	1.93e-51	3.81e-49	0.131	chr4	[133967002]	[133967103 133967164 133967275 133967795]	True	CDS	445.0
18338	ENSMUSG00000034813	Grip1	7.16e-51	1.4e-48	0.382	chr10	[119454423 119692622 119819635 119897796]	[119929901]	False	CDS	11162.0
30997	ENSMUSG00000045969	Ing1	1.48e-50	2.85e-48	0.318	chr8	[11555979 11556096 11556201 11557046 11557168 11557483 11558567]	[11561418]	True	5' UTR	3220.0
32114	ENSMUSG00000032076	Cadm1	1.63e-49	3.0900000000000003e-47	0.093	chr9	[47813877 47813946 47818818 47829410 47836771]	[47848167]	True	CDS	17055.0
20520	ENSMUSG00000054728	Phactr1	5.68e-49	1.06e-46	0.136	chr13	[42672604 42680927 42681556 42681742 42682296]	[42682650]	False	5' UTR	2366.0
11802	ENSMUSG00000029608	Rph3a	2.5399999999999998e-48	4.62e-46	0.173	chr5	[121009100]	[121009238 121009834]	True	5' UTR	409.0
5606	ENSMUSG00000022490	Ppp1r1a	3.17e-48	5.6899999999999994e-46	0.056	chr15	[103533495]	[103534350 103537795]	True	CDS	774.0
14264	ENSMUSG00000031078	Cttn	3.55e-48	6.29e-46	0.231	chr7	[144449616]	[144449937 144450978 144452027 144452548 144454676]	False	CDS	8323.0
17100	ENSMUSG00000026150	Mff	1.09e-47	1.91e-45	0.095	chr1	[82735508 82741977 82745557]	[82747083]	True	CDS	1908.0
21717	ENSMUSG00000022307	Oxr1	1.27e-47	2.2e-45	0.139	chr15	[41826053 41831078 41831130 41848751 41849507]	[41850459]	True	CDS	1250.0
2499	ENSMUSG00000018648	Dusp14	4.21e-47	7.19e-45	0.116	chr11	[84050921]	[84056823 84066985 84068270 84068481]	True	5' UTR	4967.0
18245	ENSMUSG00000019943	Atp2b1	7.070000000000001e-47	1.19e-44	0.068	chr10	[98914794 98915372 98915545 98916016 98916298 98916319 98940610]	[98968694]	True	5' UTR	174.0
12030	ENSMUSG00000059518	Znhit1	7.2800000000000005e-47	1.21e-44	0.082	chr5	[136985050]	[136986126 136986526 136986811 136987489]	True	CDS	8539.0
5486	ENSMUSG00000023169	Slc38a1	1.77e-46	2.87e-44	0.209	chr15	[96624170]	[96641054 96642128 96642491]	True	5' UTR	2139.0
31453	ENSMUSG00000001909	Trmt1	2.1499999999999998e-46	3.45e-44	0.267	chr8	[84686700 84689350 84689377]	[84689632]	True	5' UTR	6410.0
20332	ENSMUSG00000037686	Aspg	3.45e-46	5.48e-44	0.699	chr12	[112121864 112122124]	[112122944]	False	CDS	652.0
14011	ENSMUSG00000030707	Coro1a	3.88e-46	6.09e-44	0.057	chr7	[126703175]	[126704428 126704652]	True	5' UTR	4051.0
12078	ENSMUSG00000025855	Prkar1b	1.47e-45	2.29e-43	0.09	chr5	[139127786]	"[139129644 139129968 139130294 139130393 139130446 139130507 139149919
 139150535]"	True	5' UTR	3019.0
31717	ENSMUSG00000004637	Wwox	3.8399999999999996e-45	5.89e-43	0.415	chr8	[114712252 115287776]	[115351638]	False	CDS	4174.0
13691	ENSMUSG00000039405	Prss23	3.9499999999999996e-45	5.99e-43	0.176	chr7	[89510871]	[89517112 89517447 89517831 89518024 89518107 89527019]	True	5' UTR	77.0
10153	ENSMUSG00000040128	Pnrc1	4.32e-45	6.4800000000000006e-43	0.125	chr4	[33246508]	[33247948 33289743 33289995]	True	CDS	2263.0
31551	ENSMUSG00000031776	Arl2bp	1.78e-44	2.56e-42	0.175	chr8	[94666902 94667231]	[94667597]	True	CDS	1047.0
15645	ENSMUSG00000032366	Tpm1	4.58e-44	6.51e-42	0.086	chr9	[67036129]	[67043578 67047786]	True	CDS	6349.0
25270	ENSMUSG00000050587	Lrrc4c	2.1900000000000003e-43	3.09e-41	0.118	chr2	[97426705 97468421 97522200 97555443]	[97603489]	True	5' UTR	1740.0
31938	ENSMUSG00000032177	Pde4a	6.35e-43	8.85e-41	0.353	chr9	[21194859 21197179]	[21198593]	True	CDS	11808.0
31443	ENSMUSG00000013033	Adgrl1	3.3299999999999995e-42	4.59e-40	0.189	chr8	[83923109 83926277 83928383]	[83929464]	True	CDS	4338.0
11582	ENSMUSG00000089809	Rasgef1b	4.7299999999999994e-42	6.4499999999999996e-40	0.294	chr5	[99243247]	[99252714 99377095]	True	CDS	1585.0
28000	ENSMUSG00000029095	Ablim2	1.85e-41	2.5e-39	0.286	chr5	[35812220 35814664]	[35824025]	True	CDS	1492.0
20168	ENSMUSG00000066392	Nrxn3	1.1e-40	1.44e-38	0.297	chr12	[89533011 89813641]	[89976347]	True	CDS	11717.0
13676	ENSMUSG00000015709	Arnt2	1.42e-40	1.85e-38	0.455	chr7	[84361669]	[84361763 84370881 84372368 84372523 84409855]	False	CDS	5475.0
13552	ENSMUSG00000109006	B230209E15Rik	1.93e-40	2.48e-38	0.059	chr7	[61535489]	[61546001 61604516 61615160]	False	Non-coding	7613.0
13680	ENSMUSG00000030629	Zfand6	2.08e-40	2.65e-38	0.084	chr7	[84634410]	[84642286 84652882 84679310 84679344 84689746]	True	5' UTR	2230.0
3160	ENSMUSG00000004698	Hdac9	7.519999999999999e-40	9.499999999999999e-38	0.801	chr12	[34528346]	[34528600 34618124 34827637]	True	CDS	457.0
8233	ENSMUSG00000026797	Stxbp1	6.64e-39	8.24e-37	0.088	chr2	[32789638]	[32794588 32796016]	True	CDS	5359.0
21804	ENSMUSG00000022332	Khdrbs3	2.8099999999999997e-38	3.46e-36	0.113	chr15	[68928834 68929658 68930120 68930465 68931361 68938899 68946949]	[68995052]	False	CDS	395.0
23006	ENSMUSG00000025739	Gng13	3.29e-38	4.01e-36	0.081	chr17	[25717278 25717582]	[25718667]	True	5' UTR	4597.0
19848	ENSMUSG00000020598	Nrcam	5.1e-38	6.16e-36	0.17	chr12	[44328683 44329097 44329382]	[44387900]	False	5' UTR	14080.0
3540	ENSMUSG00000033530	Ttc7b	2.02e-37	2.42e-35	0.245	chr12	[100332720]	[100337942 100340497 100347936]	True	CDS	7530.0
15771	ENSMUSG00000033419	Snap91	2.3600000000000003e-37	2.81e-35	0.106	chr9	[86792737]	[86793357 86798538]	True	CDS	6812.0
29924	ENSMUSG00000030588	Yif1b	3.87e-37	4.55e-35	0.123	chr7	[29225255 29238175 29238437 29238446 29238564 29238594 29238612]	[29244070]	True	5' UTR	1655.0
18387	ENSMUSG00000025404	R3hdm2	8.25e-37	9.620000000000001e-35	0.137	chr10	"[127390428 127400194 127419973 127420437 127420857 127421349 127421367
 127429849 127443213]"	[127444276]	True	5' UTR	3921.0
30390	ENSMUSG00000052572	Dlg2	3.51e-36	4.059999999999999e-34	0.154	chr7	[90915535 91091049 91262996]	[91449754]	False	CDS	3867.0
4430	ENSMUSG00000049960	Mrps16	4.3e-36	4.93e-34	0.101	chr14	[20392154]	[20393178 20393481]	True	CDS	6371.0
12905	ENSMUSG00000038077	Kcna6	1.18e-35	1.35e-33	0.091	chr6	[126708708]	[126712560 126712586 126715063 126727480 126735215 126737281]	False	3' UTR	2900.0
24636	ENSMUSG00000036617	Etl4	1.33e-35	1.5e-33	0.362	chr2	[20290042 20340110]	[20529959]	True	CDS	968.0
832	ENSMUSG00000026663	Atf6	1.56e-35	1.73e-33	0.279	chr1	[170855190]	[170857378 170867650]	False	CDS	362.0
4279	ENSMUSG00000034751	Mast4	3.6e-35	3.97e-33	0.445	chr13	[102853920]	[102905649 102953126 103025522]	True	CDS	1256.0
27108	ENSMUSG00000028525	Pde4b	3.69e-35	4.03e-33	0.367	chr4	[102570879 102590202]	[102590831]	True	CDS	16639.0
6951	ENSMUSG00000024109	Nrxn1	3.8e-35	4.11e-33	0.221	chr17	[90362942]	[90454806 90560741]	True	CDS	651.0
19850	ENSMUSG00000020598	Nrcam	8.19e-35	8.8e-33	0.161	chr12	[44532660 44535075]	[44537251]	True	CDS	14080.0
28189	ENSMUSG00000029291	Rufy3	2.94e-34	3.14e-32	0.054	chr5	[88565477 88565824 88584318 88598490]	[88614941]	True	CDS	3447.0
20334	ENSMUSG00000037686	Aspg	2.98e-34	3.16e-32	0.514	chr12	[112124897 112126412]	[112126662]	False	CDS	652.0
30151	ENSMUSG00000002778	Kdelr1	3.0799999999999998e-34	3.24e-32	0.072	chr7	[45870600 45870619 45873102 45873175]	[45873759]	False	5' UTR	9251.0
23892	ENSMUSG00000024589	Nedd4l	5.16e-34	5.38e-32	0.157	chr18	[64997422 65023990 65051173]	[65074724]	True	CDS	23614.0
15581	ENSMUSG00000047766	Lrrc49	6.6e-34	6.83e-32	0.148	chr9	[60687196]	[60687411 60687812]	True	CDS	1008.0
20263	ENSMUSG00000021262	Evl	8.63e-34	8.86e-32	0.206	chr12	[108555214 108606012]	[108648315]	True	CDS	2351.0
20522	ENSMUSG00000054728	Phactr1	9.11e-34	9.28e-32	0.087	chr13	[43057347 43059778]	[43077655]	True	CDS	2366.0
20677	ENSMUSG00000021458	Aopep	1.2300000000000001e-33	1.24e-31	0.121	chr13	[63240332 63240798 63251784 63279191]	[63282142]	False	CDS	15728.0
31728	ENSMUSG00000034390	Cmip	6.750000000000001e-33	6.68e-31	0.155	chr8	[117377201 117379526]	[117384958]	False	CDS	9730.0
5129	ENSMUSG00000022425	Enpp2	1.14e-32	1.12e-30	0.501	chr15	[54919699]	[54919929 54952548]	True	CDS	997.0
6662	ENSMUSG00000023935	Spats1	3.1200000000000003e-32	3.05e-30	0.72	chr17	[45464581]	[45474799 45539630]	False	CDS	13823.0
23900	ENSMUSG00000024524	Gnal	4.9000000000000003e-32	4.75e-30	0.303	chr18	[67088874 67133971]	[67134213]	True	CDS	6016.0
12987	ENSMUSG00000030268	Bcat1	9.780000000000001e-32	9.27e-30	0.178	chr6	[145047364]	[145047440 145048563 145075889]	True	CDS	972.0
1701	ENSMUSG00000019467	Arhgef25	2.9e-31	2.73e-29	0.218	chr10	[127187323]	[127188251 127189495]	True	CDS	984.0
22406	ENSMUSG00000003531	Dgcr6	9.61e-31	8.93e-29	0.069	chr16	[18065185 18065193 18066600]	[18066696]	True	CDS	2497.0
16685	ENSMUSG00000049176	Frmpd4	1.4e-30	1.3e-28	0.265	chrX	[167897639]	[168122786 168124005 168447948]	False	CDS	11665.0
12352	ENSMUSG00000029922	Mkrn1	1.93e-30	1.7699999999999999e-28	0.149	chr6	[39410217]	[39419467 39419639 39419786 39419840 39419889 39420099]	True	CDS	7569.0
6661	ENSMUSG00000023935	Spats1	3.16e-30	2.88e-28	0.363	chr17	[45461311]	[45464427 45474799 45475201 45539630]	False	CDS	13823.0
11049	ENSMUSG00000029055	Plch2	3.22e-30	2.91e-28	0.504	chr4	[154984966]	[154985366 154986215]	False	CDS	3189.0
16745	ENSMUSG00000016918	Sulf1	3.7499999999999996e-30	3.36e-28	0.314	chr1	[12692685 12718784]	[12728594]	True	5' UTR	44.0
22534	ENSMUSG00000022770	Dlg1	6.33e-30	5.65e-28	0.187	chr16	[31743271 31755017 31771856]	[31781782]	False	CDS	3854.0
21167	ENSMUSG00000091898	Tnnc1	1.2300000000000001e-29	1.0800000000000001e-27	0.447	chr14	[31205354 31207345 31208379]	[31209803]	False	5' UTR	5784.0
20333	ENSMUSG00000037686	Aspg	1.5e-29	1.3100000000000002e-27	0.545	chr12	[112123040 112123454]	[112124810]	True	CDS	652.0
15322	ENSMUSG00000031996	Aplp2	2.65e-29	2.3100000000000002e-27	0.067	chr9	[31164674]	[31167561 31168708]	True	CDS	361.0
4964	ENSMUSG00000025551	Fgf14	2.79e-29	2.4100000000000003e-27	0.187	chr14	[124136293]	[124192329 124676510]	True	CDS	3219.0
23665	ENSMUSG00000024277	Mapre2	2.92e-29	2.5100000000000004e-27	0.073	chr18	[23772660 23804222]	[23832853]	True	CDS	2690.0
5131	ENSMUSG00000022370	Mrpl13	3.25e-29	2.7700000000000003e-27	0.069	chr15	[55543385]	[55548142 55555320]	True	CDS	22736.0
8411	ENSMUSG00000064329	Scn1a	7.45e-29	6.28e-27	0.15	chr2	[66351227]	[66409862 66411343 66440700 66440836]	True	5' UTR	883.0
5159	ENSMUSG00000022378	Fam49b	8.63e-29	7.18e-27	0.115	chr15	[63950128]	[63956600 63957585 63970930 64022570]	True	CDS	4213.0
27879	ENSMUSG00000061576	Dpp6	1.04e-28	8.630000000000001e-27	0.266	chr5	[26905289 27049814 27262362]	[27382755]	True	CDS	152.0
22802	ENSMUSG00000040785	Ttc3	2.58e-28	2.11e-26	0.059	chr16	[94403369 94408717 94409730]	[94410833]	True	CDS	234.0
13900	ENSMUSG00000038187	Btbd10	1.16e-27	9.31e-26	0.127	chr7	[113335519]	[113346490 113347032 113351134 113351781 113364905 113368872]	True	CDS	1425.0
22722	ENSMUSG00000090386	Mir99ahg	1.39e-27	1.11e-25	0.169	chr16	[77311853 77329679]	[77360663]	True	Non-coding	1549.0
20939	ENSMUSG00000021699	Pde4d	1.7600000000000003e-27	1.39e-25	0.151	chr13	[108450069 108498758 108499663 108545754 108551591 108568342]	[108654105]	False	5' UTR	99.0
12772	ENSMUSG00000030302	Atp2b2	2.1600000000000003e-27	1.69e-25	0.128	chr6	[113842646]	[113891253 113893498 113920509]	True	5' UTR	5401.0
16799	ENSMUSG00000073725	Lmbrd1	2.18e-27	1.7e-25	0.054	chr1	[24587189 24587500 24678817 24679035]	[24685397]	True	5' UTR	7624.0
4411	ENSMUSG00000058317	Ube2e2	3.21e-27	2.49e-25	0.093	chr14	[18888450]	[18893228 18893585 18894155 18903088]	True	CDS	1703.0
26868	ENSMUSG00000073889	Il11ra1	8.16e-27	6.22e-25	0.2	chr4	[41758948 41760552 41762424 41763106 41763149 41763442]	[41763582]	False	5' UTR	143.0
15040	ENSMUSG00000014633	Cmc2	1.04e-26	7.91e-25	0.083	chr8	[116889860]	[116894088 116911084 116911128]	True	CDS	9882.0
15024	ENSMUSG00000031955	Bcar1	3.55e-26	2.6799999999999998e-24	0.245	chr8	[111721332]	[111732039 111743689]	True	CDS	980.0
22725	ENSMUSG00000090386	Mir99ahg	4.07e-26	3.04e-24	0.182	chr16	[77360719 77421853 77436403 77459503 77500646 77501088 77501377]	[77501503]	True	Non-coding	1549.0
14214	ENSMUSG00000019082	Slc25a22	4.29e-26	3.1799999999999998e-24	0.071	chr7	[141434330]	"[141434409 141434429 141434469 141434531 141434587 141435288 141436793
 141437569]"	True	5' UTR	851.0
20948	ENSMUSG00000021759	Plpp1	4.37e-26	3.2199999999999997e-24	0.305	chr13	[112801267 112835014 112841066]	[112851403]	False	CDS	1736.0
3825	ENSMUSG00000060147	Serpinb6a	6.650000000000001e-26	4.8799999999999994e-24	0.142	chr13	[33931647]	"[33935535 33935569 33935573 33935619 33935627 33935767 33935922 33996243
 34002466]"	True	CDS	1756.0
28428	ENSMUSG00000029538	Srsf9	7.14e-26	5.2099999999999996e-24	0.123	chr5	[115327500 115328705 115329143 115330029]	[115330498]	True	CDS	5208.0
19117	ENSMUSG00000017421	Zfp207	8.990000000000001e-26	6.52e-24	0.07	chr11	[80389331 80389822]	[80391331]	True	CDS	16754.0
18129	ENSMUSG00000004933	Matk	1.76e-25	1.2399999999999999e-23	0.059	chr10	[81259807 81260183]	[81260908]	True	CDS	489.0
24776	ENSMUSG00000026790	Odf2	1.98e-25	1.4e-23	0.207	chr2	[29889031 29889279 29889922 29891003]	[29892186]	True	5' UTR	14055.0
1882	ENSMUSG00000020152	Actr2	2.15e-25	1.4999999999999997e-23	0.146	chr11	[20094446]	[20098737 20100823]	False	CDS	4664.0
25891	ENSMUSG00000039050	Osbpl2	2.17e-25	1.5099999999999998e-23	0.209	chr2	[180116471 180119470]	[180136979]	False	5' UTR	1828.0
5038	ENSMUSG00000022323	Rida	6.28e-25	4.3299999999999996e-23	0.17	chr15	[34485656]	[34486611 34487742]	False	CDS	14427.0
10357	ENSMUSG00000028399	Ptprd	6.54e-25	4.4899999999999997e-23	0.201	chr4	[76136922]	[76138556 76140514]	True	CDS	2302.0
827	ENSMUSG00000026670	Uap1	7.99e-25	5.449999999999999e-23	0.093	chr1	[170143464]	[170147996 170149271]	True	CDS	885.0
24635	ENSMUSG00000036617	Etl4	1.05e-24	7.099999999999999e-23	0.45	chr2	[20290042 20340110]	[20358968]	False	CDS	968.0
29437	ENSMUSG00000034023	Fancd2	1.06e-24	7.149999999999999e-23	0.057	chr6	[113583535 113585544 113587100 113587189 113587457]	[113588345]	False	CDS	24.0
7054	ENSMUSG00000041923	Nol4	1.31e-24	8.839999999999999e-23	0.147	chr18	[22823571]	[22850638 22912582]	True	CDS	17409.0
25888	ENSMUSG00000027525	Phactr3	2.1599999999999998e-24	1.43e-22	0.365	chr2	[178119303 178142500 178193194]	[178256113]	True	CDS	2096.0
7979	ENSMUSG00000026767	Mindy3	3.11e-24	2.04e-22	0.181	chr2	[12397567]	[12400023 12405860 12419159]	True	CDS	18797.0
28587	ENSMUSG00000044017	Adgrd1	4.4e-24	2.84e-22	0.428	chr5	[129115178 129122151 129122159 129122208]	[129122411]	False	CDS	6603.0
19778	ENSMUSG00000061911	Myt1l	5.0599999999999996e-24	3.26e-22	0.076	chr12	[29527675 29528418 29528574 29528797 29533536 29534795 29535230 29535369]	[29566702]	True	5' UTR	978.0
18773	ENSMUSG00000020524	Gria1	6.43e-24	4.1200000000000003e-22	0.193	chr11	[57309884 57309894 57310723]	[57317666]	True	CDS	17156.0
5944	ENSMUSG00000061751	Kalrn	1.8399999999999998e-23	1.16e-21	0.496	chr16	[34262820]	[34263170 34294118]	True	CDS	2566.0
26433	ENSMUSG00000048458	Inka2	2.26e-23	1.41e-21	0.075	chr3	[105704826 105705538]	[105716369]	True	CDS	20350.0
