cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
17154	ENSMUSG00000022400	Rbx1	2.24e-12	1.02e-11	0.052	chr15	[81466451 81466755]	[81468155]	True	CDS	
22474	ENSMUSG00000019054	Fis1	2.66e-12	1.15e-11	0.084	chr5	[136953591 136962229]	[136962999]	True	CDS	
25604	ENSMUSG00000007815	Rhoa	4.03e-12	1.7e-11	0.071	chr9	[108306554 108307077]	[108315308]	True	5' UTR	
10991	ENSMUSG00000030695	Aldoa	1.13e-11	4.66e-11	0.12	chr7	[126797777]	[126799045 126800002]	True	CDS	
8080	ENSMUSG00000028530	Jak1	1.24e-11	4.98e-11	0.204	chr4	[101155134]	[101156393 101189145]	False	CDS	
5764	ENSMUSG00000059734	Ndufs8	1.21e-10	4.67e-10	0.13	chr19	[3911747]	[3912467 3912710]	True	5' UTR	
1472	ENSMUSG00000059534	Uqcr10	2.14e-10	8.07e-10	0.116	chr11	[4702221]	[4703904 4704157]	True	CDS	
14684	ENSMUSG00000020376	Rnf130	4.46e-10	1.61e-09	0.176	chr11	[50095981 50099340]	[50104549]	True	CDS	
15405	ENSMUSG00000057322	Rpl38	6.67e-10	2.36e-09	0.229	chr11	[114668610 114668627 114668686]	[114668781]	True	5' UTR	
8614	ENSMUSG00000029048	Rer1	9.31e-10	3.23e-09	0.243	chr4	[155082755]	[155083109 155086205]	True	5' UTR	
1652	ENSMUSG00000015837	Sqstm1	1.24e-09	4.08e-09	0.224	chr11	[50200948]	[50202399 50202513]	True	CDS	
23714	ENSMUSG00000002778	Kdelr1	1.5e-09	4.84e-09	0.121	chr7	[45873102 45873262]	[45873759]	False	CDS	
13205	ENSMUSG00000073702	Rpl31	1.92e-09	6.08e-09	0.147	chr1	[39367935 39368007]	[39368149]	True	5' UTR	
13941	ENSMUSG00000019970	Sgk1	2.02e-09	6.28e-09	0.343	chr10	[21992408 21994826]	[21994966]	True	CDS	
18781	ENSMUSG00000036299	BC031181	3.89e-09	1.17e-08	0.355	chr18	[75005901 75005984 75006015 75006115]	[75008651]	False	5' UTR	
1539	ENSMUSG00000078974	Sec61g	4.36e-09	1.29e-08	0.095	chr11	[16506473]	[16508079 16508100 16508104]	True	CDS	
3210	ENSMUSG00000021606	Ndufs6	1.23e-08	3.45e-08	0.062	chr13	[73327470]	[73328278 73328339]	True	CDS	
3591	ENSMUSG00000060373	Hnrnpc	2.53e-08	7.01e-08	0.149	chr14	[52084392]	[52098015 52103889]	True	5' UTR	
7402	ENSMUSG00000028062	Lamtor2	3.28e-08	8.79e-08	0.06	chr3	[88552518]	[88552730 88552796]	True	CDS	
18127	ENSMUSG00000041881	Ndufa7	3.68e-08	9.73e-08	0.061	chr17	[33824681 33825651 33825718]	[33829667]	True	CDS	
20506	ENSMUSG00000042747	Krtcap2	6.12e-08	1.59e-07	0.103	chr3	[89246516 89246594]	[89246778]	False	CDS	
21017	ENSMUSG00000028478	Clta	8.07e-08	2.04e-07	0.08	chr4	[44013003 44013009]	[44018813]	True	CDS	
17286	ENSMUSG00000023010	Tmbim6	4.68e-07	1.13e-06	0.052	chr15	[99393041 99393731 99399872]	[99401580]	True	CDS	
2588	ENSMUSG00000047446	Arl4a	6.08e-07	1.43e-06	0.156	chr12	[40036834]	[40037263 40037838]	True	5' UTR	
21724	ENSMUSG00000029076	Sdf4	1.08e-06	2.47e-06	0.117	chr4	[155993335 155993570]	[155996189]	True	5' UTR	
20160	ENSMUSG00000017760	Ctsa	1.71e-06	3.74e-06	0.145	chr2	[164833197 164833851]	[164834030]	True	5' UTR	
10433	ENSMUSG00000074227	Spint2	3.99e-06	8.4e-06	0.1	chr7	[29260431]	[29263595 29281512]	True	CDS	
4716	ENSMUSG00000022892	App	7.93e-06	1.6e-05	0.302	chr16	[84965771]	[84971408 84978064]	True	CDS	
18722	ENSMUSG00000024576	Csnk1a1	1.01e-05	2.02e-05	0.101	chr18	[61569563 61571958]	[61575410]	True	CDS	
14469	ENSMUSG00000078427	Sarnp	1.1e-05	2.17e-05	0.171	chr10	[128821972 128824832]	[128833312]	False	CDS	
3348	ENSMUSG00000021764	Ndufs4	2.4e-05	4.67e-05	0.059	chr13	[114317030]	[114351448 114387959]	True	CDS	
5225	ENSMUSG00000023942	Slc29a1	3.95e-05	7.6e-05	0.119	chr17	[45592262]	[45593332 45595482]	True	5' UTR	
7693	ENSMUSG00000062006	Rpl34	4.28e-05	8.15e-05	0.094	chr3	[130729303]	[130730121 130730318]	True	5' UTR	
2419	ENSMUSG00000034120	Srsf2	4.72e-05	8.89e-05	0.106	chr11	[116850962]	[116851648 116852021]	True	3' UTR	
16088	ENSMUSG00000046949	Nqo2	0.000204	0.00035	0.123	chr13	[33964801 33966127]	[33968190]	True	5' UTR	
11360	ENSMUSG00000031586	Rbpms	0.000214	0.000364	0.229	chr8	[33784187]	[33789392 33795082]	True	CDS	
17702	ENSMUSG00000055447	Cd47	0.000246	0.000409	0.114	chr16	[49868113 49869081]	[49884165]	True	CDS	
10586	ENSMUSG00000003420	Fcgrt	0.000282	0.000457	0.063	chr7	[45102186]	[45102402 45102414]	True	CDS	
1462	ENSMUSG00000020432	Tcn2	0.000328	0.000527	0.178	chr11	[3931588]	[3931976 3932013]	True	5' UTR	
8003	ENSMUSG00000066154	Mup3	0.0011	0.00171	0.114	chr4	[62083728]	[62084517 62084548]	True	3' UTR	
3154	ENSMUSG00000021546	Hnrnpk	0.00318	0.00474	0.05	chr13	[58395688]	[58396188 58396827]	True	CDS	
25047	ENSMUSG00000004096	Cwc15	0.00329	0.00485	0.066	chr9	[14500744 14500782]	[14501916]	True	5' UTR	
42	ENSMUSG00000079658	Eloc	0.00382	0.00554	0.147	chr1	[16648008]	[16656822 16656862 16656992]	False	5' UTR	
5088	ENSMUSG00000067288	Rps28	0.00451	0.00648	0.067	chr17	[33823117]	[33823193 33823197]	True	3' UTR	
14205	ENSMUSG00000063457	Rps15	0.00536	0.00765	0.059	chr10	[80292484 80292618]	[80292775]	False	CDS	
3158	ENSMUSG00000021546	Hnrnpk	0.00614	0.00867	0.073	chr13	[58400418]	[58402064 58402393]	True	5' UTR	
18051	ENSMUSG00000071172	Srsf3	0.00617	0.00867	0.054	chr17	[29038625 29039910]	[29040775]	True	CDS	
2136	ENSMUSG00000038615	Nfe2l1	0.00951	0.013	0.232	chr11	[96828224]	[96829411 96829819]	True	5' UTR	
6617	ENSMUSG00000018770	Atp5g3	0.0106	0.0144	0.15	chr2	[73911061]	[73911242 73911252]	True	5' UTR	
12083	ENSMUSG00000031996	Aplp2	0.014	0.0189	0.122	chr9	[31164674]	[31167561 31168708]	True	CDS	
17339	ENSMUSG00000023048	Prr13	0.0155	0.0208	0.142	chr15	[102459256 102459582]	[102460108]	True	5' UTR	
21694	ENSMUSG00000029064	Gnb1	0.0177	0.0232	0.122	chr4	[155491581 155515680]	[155527413]	True	5' UTR	
12082	ENSMUSG00000031996	Aplp2	0.0283	0.0361	0.071	chr9	[31153500]	[31156190 31157695]	True	CDS	
21555	ENSMUSG00000028759	Hp1bp3	0.038	0.0467	0.071	chr4	[138216741 138221724]	[138222089]	True	5' UTR	
22964	ENSMUSG00000033174	Mgll	0.0402	0.0487	0.073	chr6	[88724572 88725179]	[88725701]	True	5' UTR	
