cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
6160	ENSMUSG00000022940	Pigp	1.81e-184	1.1500000000000001e-181	0.305	chr16	[94370193]	[94370366 94370605 94370741 94371744]	True	CDS	3290.0
26251	ENSMUSG00000028059	Arhgef2	1.2099999999999999e-172	7.06e-170	0.164	chr3	[88616655 88621322 88621600 88622598 88629564 88629648 88629691]	[88629787]	True	CDS	4239.0
13223	ENSMUSG00000061702	Tmem91	4.38e-172	2.4700000000000002e-169	0.179	chr7	[25673661]	[25674653 25674686 25674741 25674766 25674988 25675036 25675317]	False	5' UTR	11076.0
9490	ENSMUSG00000027805	Pfn2	7.93e-171	4.3e-168	0.064	chr3	[57845367]	[57845469 57846870 57847323 57847351]	True	CDS	6883.0
15042	ENSMUSG00000014633	Cmc2	5.52e-168	2.89e-165	0.304	chr8	[116911235]	[116918760 116921351 116944025]	False	5' UTR	1231.0
1745	ENSMUSG00000090841	Myl6	7.28e-165	3.68e-162	0.148	chr10	[128491034]	[128491286 128491290 128491720 128492059]	True	CDS	2735.0
15645	ENSMUSG00000032366	Tpm1	1.5300000000000002e-164	7.48e-162	0.131	chr9	[67036129]	[67043578 67047786]	True	CDS	4088.0
31573	ENSMUSG00000036564	Ndrg4	2.12e-161	9.999999999999999e-159	0.124	chr8	[95700158 95703178]	[95706188]	True	CDS	23201.0
6951	ENSMUSG00000024109	Nrxn1	6.1e-158	2.79e-155	0.32	chr17	[90362942]	[90454806 90560741]	True	CDS	154.0
9298	ENSMUSG00000040269	Mrps28	3.9300000000000006e-157	1.74e-154	0.065	chr3	[8802415]	[8863199 8899986 8923587]	False	CDS	8079.0
21716	ENSMUSG00000022307	Oxr1	3.96e-150	1.7099999999999998e-147	0.31	chr15	[41826053 41831130 41833622]	[41848670]	True	CDS	857.0
8870	ENSMUSG00000068290	Ddrgk1	6.33e-141	2.6499999999999998e-138	0.062	chr2	[130658339]	[130658473 130658589]	True	CDS	2024.0
13797	ENSMUSG00000030706	Mrpl48	1.4299999999999999e-136	5.809999999999999e-134	0.18	chr7	[100574515]	[100582990 100591211 100607558 100607891]	True	CDS	4495.0
33286	ENSMUSG00000086316	Nbdy	2.15e-136	8.519999999999999e-134	0.173	chrX	[153725842 153728940 153739646]	[153741040]	True	CDS	131.0
25969	ENSMUSG00000039717	Ralyl	6.75e-135	2.6e-132	0.247	chr3	[13777104 13946533]	[14039714]	True	CDS	4005.0
1790	ENSMUSG00000020435	Osbp2	7.51e-133	2.8200000000000002e-130	0.363	chr11	[3726576]	[3761949 3773706 3773718 3774587 3775104 3819837]	False	CDS	172.0
13843	ENSMUSG00000037032	Apbb1	2.1899999999999997e-126	8.02e-124	0.147	chr7	[105567754]	[105568499 105568619 105568793 105569240 105573682]	True	CDS	537.0
25891	ENSMUSG00000039050	Osbpl2	3.23e-126	1.1500000000000001e-123	0.424	chr2	[180116471 180119470]	[180136979]	False	5' UTR	18569.0
27879	ENSMUSG00000061576	Dpp6	9.59e-125	3.34e-122	0.286	chr5	[26905289 27049814 27262362]	[27382755]	True	CDS	9770.0
22406	ENSMUSG00000003531	Dgcr6	6.51e-115	2.16e-112	0.124	chr16	[18065185 18065193 18066600]	[18066696]	True	CDS	1579.0
21071	ENSMUSG00000039197	Adk	8.079999999999999e-115	2.63e-112	0.198	chr14	[21052701 21076322]	[21092367]	True	CDS	690.0
10074	ENSMUSG00000028207	Asph	2.7e-114	8.58e-112	0.076	chr4	[9639348]	[9643535 9668781 9669156]	True	CDS	452.0
4411	ENSMUSG00000058317	Ube2e2	1.71e-111	5.31e-109	0.126	chr14	[18888450]	[18893228 18893585 18894155 18903088]	True	CDS	711.0
18387	ENSMUSG00000025404	R3hdm2	1.18e-110	3.59e-108	0.162	chr10	"[127390428 127400194 127419973 127420437 127420857 127421349 127421367
 127429849 127443213]"	[127444276]	True	5' UTR	140.0
2499	ENSMUSG00000018648	Dusp14	4.69e-110	1.4e-107	0.132	chr11	[84050921]	[84056823 84066985 84068270 84068481]	True	5' UTR	105.0
19778	ENSMUSG00000061911	Myt1l	7.210000000000001e-110	2.11e-107	0.104	chr12	[29527675 29528418 29528574 29528797 29533536 29534795 29535230 29535369]	[29566702]	True	5' UTR	1878.0
20521	ENSMUSG00000054728	Phactr1	4.35e-109	1.25e-106	0.125	chr13	[42709851 42866488 42866956 42916868]	[42956617]	True	CDS	362.0
18211	ENSMUSG00000058589	Anks1b	3.7799999999999997e-104	1.06e-101	0.074	chr10	[90895207 90897427 90914768]	[90921296]	True	CDS	1475.0
21804	ENSMUSG00000022332	Khdrbs3	7.96e-102	2.2e-99	0.174	chr15	[68928834 68929658 68930120 68930465 68931361 68938899 68946949]	[68995052]	False	CDS	793.0
20520	ENSMUSG00000054728	Phactr1	7.08e-100	1.92e-97	0.169	chr13	[42672604 42680927 42681556 42681742 42682296]	[42682650]	False	5' UTR	362.0
11657	ENSMUSG00000011831	Evi5	4.63e-98	1.2099999999999999e-95	0.263	chr5	[107842301]	[107843786 107843827 107868791 107872601 107874989]	True	CDS	6189.0
7196	ENSMUSG00000024431	Nr3c1	6.89e-98	1.7699999999999998e-95	0.307	chr18	[39487246]	[39488940 39489440 39489477 39490568 39490869 39495499 39519163]	True	5' UTR	5789.0
22934	ENSMUSG00000034681	Rnps1	3.2e-96	8.08e-94	0.132	chr17	[24414735 24415163 24415497 24415506]	[24418038]	False	CDS	10465.0
10527	ENSMUSG00000028546	Elavl4	1.71e-95	4.25e-93	0.071	chr4	[110251522]	"[110255419 110274149 110286470 110287082 110287233 110289516 110290161
 110290357 110290634 110351797]"	True	CDS	2669.0
20993	ENSMUSG00000021745	Ptprg	2.6899999999999998e-95	6.57e-93	0.058	chr14	[12166878 12179351]	[12190682]	True	CDS	13324.0
15668	ENSMUSG00000032224	Fam81a	1.2e-94	2.8799999999999998e-92	0.164	chr9	[70126284]	[70141313 70142062 70142247]	False	5' UTR	220.0
4964	ENSMUSG00000025551	Fgf14	1.05e-93	2.49e-91	0.214	chr14	[124136293]	[124192329 124676510]	True	CDS	2756.0
20499	ENSMUSG00000021420	Fars2	2.46e-93	5.63e-91	0.177	chr13	[36246495 36327013]	[36341937]	True	CDS	18076.0
949	ENSMUSG00000073481	Mtarc2	4.93e-93	1.11e-90	0.075	chr1	[184841428]	[184845546 184846343 184846814 184849393 184857091]	True	CDS	215.0
21167	ENSMUSG00000091898	Tnnc1	1.0599999999999999e-91	2.3599999999999997e-89	0.422	chr14	[31205354 31207345 31208379]	[31209803]	False	5' UTR	166.0
15581	ENSMUSG00000047766	Lrrc49	1.22e-90	2.68e-88	0.197	chr9	[60687196]	[60687411 60687812]	True	CDS	582.0
238	ENSMUSG00000038331	Satb2	1.35e-90	2.91e-88	0.205	chr1	[56969881]	[56971112 56974239]	True	5' UTR	300.0
22126	ENSMUSG00000003352	Cacnb3	5.59e-90	1.17e-87	0.286	chr15	[98632521 98635214 98635402]	[98639488]	True	CDS	1398.0
10593	ENSMUSG00000028541	B4galt2	3.89e-88	7.9e-86	0.113	chr4	[117877630]	[117878758 117879766 117880868]	False	CDS	307.0
16685	ENSMUSG00000049176	Frmpd4	7.51e-86	1.51e-83	0.281	chrX	[167897639]	[168122786 168124005 168447948]	False	CDS	6799.0
31031	ENSMUSG00000047495	Dlgap2	2.08e-83	4.1199999999999997e-81	0.341	chr8	[14258027 14382189 14454527]	[14531029]	True	CDS	3600.0
14748	ENSMUSG00000031708	Tecr	6.099999999999999e-82	1.1900000000000001e-79	0.055	chr8	[83573324]	[83573411 83573871 83574478]	True	CDS	650.0
8906	ENSMUSG00000027340	Slc23a2	1.37e-80	2.63e-78	0.286	chr2	[132101727]	[132111342 132144485 132145012 132145242]	True	5' UTR	1821.0
5038	ENSMUSG00000022323	Rida	8.68e-78	1.61e-75	0.238	chr15	[34485656]	[34486611 34487742]	False	CDS	6901.0
21714	ENSMUSG00000022307	Oxr1	3.04e-76	5.56e-74	0.051	chr15	[41535728 41653662 41710873 41751760 41789233]	[41797474]	True	CDS	857.0
20164	ENSMUSG00000066392	Nrxn3	9.15e-75	1.65e-72	0.12	chr12	[88723187 88725070 88725107 88725657 88725731 88725830 88739408]	[88794504]	False	5' UTR	1186.0
20169	ENSMUSG00000066392	Nrxn3	1.4299999999999999e-74	2.55e-72	0.453	chr12	[90169092 90199237]	[90204511]	True	CDS	1186.0
15771	ENSMUSG00000033419	Snap91	1.5499999999999999e-74	2.73e-72	0.126	chr9	[86792737]	[86793357 86798538]	True	CDS	3700.0
7731	ENSMUSG00000025006	Sorbs1	7.899999999999999e-74	1.36e-71	0.572	chr19	[40324833]	[40325471 40327450]	True	CDS	986.0
1999	ENSMUSG00000020436	Gabrg2	1.1800000000000001e-73	2.01e-71	0.152	chr11	[41912592]	[41913970 41916284 41967534]	True	CDS	157.0
6116	ENSMUSG00000002489	Tiam1	2.8600000000000004e-73	4.81e-71	0.812	chr16	[89813128]	[89817961 89821878]	True	CDS	9066.0
12689	ENSMUSG00000030067	Foxp1	5.6200000000000006e-73	9.34e-71	0.219	chr6	[99016666]	[99027702 99028164 99028674 99044326 99075854]	True	CDS	51.0
20276	ENSMUSG00000021268	Meg3	1.0700000000000001e-72	1.76e-70	0.095	chr12	[109549811 109558321 109568524 109568595]	[109571391]	False	Non-coding	5022.0
10357	ENSMUSG00000028399	Ptprd	1.4200000000000002e-72	2.31e-70	0.284	chr4	[76136922]	[76138556 76140514]	True	CDS	406.0
25048	ENSMUSG00000044647	Csrnp3	6.760000000000001e-72	1.0799999999999999e-69	0.241	chr2	[65878053 65909653 65930391 65932189]	[65948959]	True	CDS	1363.0
18419	ENSMUSG00000025369	Smarcc2	2.24e-71	3.5299999999999997e-69	0.446	chr10	[128488018 128488360]	[128488896]	True	CDS	10974.0
25583	ENSMUSG00000027273	Snap25	3.51e-71	5.41e-69	0.091	chr2	[136769861 136770175]	[136773895]	True	CDS	267.0
8207	ENSMUSG00000026825	Dnm1	3.89e-71	5.929999999999999e-69	0.124	chr2	[32309065]	[32309893 32310447 32310451 32312123 32312127]	True	CDS	990.0
18577	ENSMUSG00000000861	Bcl11a	1.1900000000000001e-70	1.7899999999999999e-68	0.144	chr11	[24078446 24079137 24080740]	[24085321]	True	CDS	2324.0
20941	ENSMUSG00000021699	Pde4d	5.6799999999999995e-67	8.39e-65	0.459	chr13	[109117081 109260946 109442354 109686221]	[109740387]	True	CDS	15436.0
6950	ENSMUSG00000024109	Nrxn1	9.54e-67	1.4e-64	0.177	chr17	[90162434]	[90163792 90208323]	True	CDS	154.0
29049	ENSMUSG00000039419	Cntnap2	1.9900000000000002e-66	2.8900000000000002e-64	0.69	chr6	[47193080 47244550]	[47271140]	True	CDS	9583.0
8420	ENSMUSG00000027030	Stk39	6.200000000000001e-66	8.82e-64	0.176	chr2	[68314604]	[68350099 68358814]	False	CDS	15797.0
7054	ENSMUSG00000041923	Nol4	6.4e-65	9.01e-63	0.194	chr18	[22823571]	[22850638 22912582]	True	CDS	1646.0
827	ENSMUSG00000026670	Uap1	8.510000000000001e-64	1.1899999999999999e-61	0.111	chr1	[170143464]	[170147996 170149271]	True	CDS	17624.0
7545	ENSMUSG00000024957	Kcnk4	2.86e-63	3.95e-61	0.172	chr19	[6932969]	[6933151 6933347 6933938 6934090 6934348]	False	5' UTR	90.0
9301	ENSMUSG00000027506	Tpd52	3.75e-63	5.13e-61	0.082	chr3	[8953800]	[9003280 9003288 9004405]	True	CDS	361.0
33282	ENSMUSG00000041658	Rragb	1.4e-62	1.9e-60	0.168	chrX	[153144076 153148536]	[153150362]	True	CDS	407.0
232	ENSMUSG00000025980	Hspd1	4.41e-62	5.92e-60	0.157	chr1	[55086942]	[55087779 55087989 55088145]	True	5' UTR	3840.0
7954	ENSMUSG00000002107	Celf2	6.02e-62	8.02e-60	0.156	chr2	[6604183]	[6607882 6615688]	False	CDS	1894.0
22798	ENSMUSG00000040785	Ttc3	7.9e-62	1.0400000000000001e-59	0.092	chr16	[94370862 94370965 94370972 94393175]	[94403314]	True	CDS	17207.0
22725	ENSMUSG00000090386	Mir99ahg	1.62e-61	2.12e-59	0.203	chr16	[77360719 77421853 77436403 77459503 77500646 77501088 77501377]	[77501503]	True	Non-coding	2891.0
31572	ENSMUSG00000036564	Ndrg4	1.9699999999999998e-61	2.5500000000000002e-59	0.153	chr8	[95677872 95678384]	[95697194]	True	5' UTR	23201.0
20522	ENSMUSG00000054728	Phactr1	1.51e-60	1.93e-58	0.1	chr13	[43057347 43059778]	[43077655]	True	CDS	362.0
26309	ENSMUSG00000027940	Tpm3	4.17e-60	5.21e-58	0.063	chr3	[90090080 90091092]	[90099528]	True	CDS	10700.0
8307	ENSMUSG00000036890	Gtdc1	9.24e-60	1.15e-57	0.13	chr2	[44571284]	[44575308 44575443]	False	CDS	207.0
22699	ENSMUSG00000022744	Cldnd1	3.04e-59	3.7400000000000003e-57	0.169	chr16	[58728085 58729224]	[58729438]	True	5' UTR	8245.0
25116	ENSMUSG00000049044	Rapgef4	8.910000000000001e-59	1.0900000000000002e-56	0.056	chr2	[72045249 72051549 72092642 72092888]	[72137242]	True	CDS	4125.0
21532	ENSMUSG00000033060	Lmo7	1.2500000000000001e-58	1.51e-56	0.216	chr14	[101929452 101931281]	[101932570]	True	CDS	3749.0
5486	ENSMUSG00000023169	Slc38a1	1.29e-58	1.5500000000000002e-56	0.199	chr15	[96624170]	[96641054 96642128 96642491]	True	5' UTR	886.0
4464	ENSMUSG00000063142	Kcnma1	1.95e-58	2.32e-56	0.227	chr14	[23442080]	[23449200 23451599]	True	CDS	738.0
15692	ENSMUSG00000090626	Tex9	2.0400000000000002e-58	2.41e-56	0.39	chr9	[72478423]	[72479924 72480597]	True	CDS	9151.0
13330	ENSMUSG00000036570	Fxyd1	2.32e-56	2.72e-54	0.187	chr7	[31052178]	[31052272 31052531 31052579 31053025]	False	CDS	366.0
32922	ENSMUSG00000000355	Mcts1	5.070000000000001e-56	5.889999999999999e-54	0.102	chrX	[38600779 38601398 38601536]	[38601929]	True	CDS	20621.0
16348	ENSMUSG00000031371	Haus7	8.700000000000001e-56	1e-53	0.22	chrX	[73445925]	[73446928 73452999 73454867]	False	CDS	19920.0
18345	ENSMUSG00000020224	Llph	1.72e-55	1.97e-53	0.083	chr10	[120227124 120227550]	[120227974]	True	5' UTR	930.0
9962	ENSMUSG00000028266	Lmo4	1.48e-54	1.6699999999999999e-52	0.1	chr3	[144202052]	[144202248 144202471 144202475 144202793 144204820 144205901]	True	5' UTR	108.0
2928	ENSMUSG00000017132	Cyth1	1.49e-54	1.6699999999999999e-52	0.194	chr11	[118193698]	[118202373 118212649 118248439]	True	CDS	6499.0
12696	ENSMUSG00000035357	Pdzrn3	2.0899999999999997e-54	2.33e-52	0.39	chr6	[101172448]	[101198824 101354394]	True	CDS	82.0
33179	ENSMUSG00000045427	Hnrnph2	5.92e-54	6.569999999999999e-52	0.059	chrX	[134602763 134602963 134602968]	[134604855]	True	5' UTR	13295.0
1302	ENSMUSG00000019947	Arid5b	6.539999999999999e-54	7.2e-52	0.164	chr10	[68135107]	[68136486 68186026]	True	CDS	7691.0
8233	ENSMUSG00000026797	Stxbp1	7.219999999999999e-54	7.889999999999999e-52	0.087	chr2	[32789638]	[32794588 32796016]	True	CDS	417.0
18208	ENSMUSG00000058589	Anks1b	1.19e-53	1.29e-51	0.106	chr10	[90680920 90829174 90829681 90830098 90830998]	[90895099]	True	CDS	1475.0
9830	ENSMUSG00000068739	Sars	1.0999999999999999e-52	1.19e-50	0.086	chr3	[108427390]	[108427853 108427856 108427861 108428174]	True	CDS	5753.0
13552	ENSMUSG00000109006	B230209E15Rik	1.19e-52	1.27e-50	0.062	chr7	[61535489]	[61546001 61604516 61615160]	True	Non-coding	22025.0
7266	ENSMUSG00000033032	Afap1l1	1.2499999999999998e-52	1.32e-50	0.486	chr18	[61736948]	[61737183 61737496]	False	CDS	1066.0
22006	ENSMUSG00000041708	Mpped1	2.08e-52	2.14e-50	0.259	chr15	[83779650 83780108 83789081]	[83791954]	True	5' UTR	14413.0
23741	ENSMUSG00000037236	Matr3	1.47e-51	1.49e-49	0.096	chr18	[35587854 35588454]	[35590380]	False	CDS	11422.0
22722	ENSMUSG00000090386	Mir99ahg	3.13e-51	3.16e-49	0.198	chr16	[77311853 77329679]	[77360663]	True	Non-coding	2891.0
18744	ENSMUSG00000018395	Kif3a	1.62e-50	1.61e-48	0.169	chr11	[53586931 53588761 53590726]	[53593374]	True	CDS	17862.0
23827	ENSMUSG00000024480	Ap3s1	7.5e-50	7.36e-48	0.109	chr18	[46780769 46783800 46788705]	[46789897]	True	CDS	2173.0
26527	ENSMUSG00000028121	Bcar3	7.94e-50	7.75e-48	0.534	chr3	[122455093 122483993]	[122504927]	True	CDS	1315.0
21119	ENSMUSG00000040640	Erc2	1.45e-49	1.4e-47	0.098	chr14	[27777243 27798647 27876203]	[27876587]	False	CDS	1587.0
24638	ENSMUSG00000036617	Etl4	1.85e-49	1.78e-47	0.518	chr2	[20713449 20722724 20737556]	[20743459]	True	CDS	1135.0
26585	ENSMUSG00000078578	Ube2d3	2.16e-49	2.0700000000000002e-47	0.093	chr3	[135438353 135438433 135438563 135438699 135438865 135438871]	[135439644]	True	5' UTR	23301.0
2938	ENSMUSG00000025576	Rbfox3	3.28e-49	3.12e-47	0.052	chr11	[118811417]	[118838339 118848137 118849785 118907774 118908458 118909304]	True	5' UTR	1936.0
18276	ENSMUSG00000019907	Ppp1r12a	4.74e-49	4.48e-47	0.224	chr10	[108252925 108253496]	[108259756]	True	CDS	3621.0
9537	ENSMUSG00000033981	Gria2	3.18e-48	2.96e-46	0.136	chr3	[80689352]	[80690404 80691320]	True	CDS	3831.0
16600	ENSMUSG00000025272	Tro	3.4299999999999996e-48	3.1699999999999997e-46	0.108	chrX	[150655954]	[150656829 150657017 150657199 150657258 150657345 150657543]	False	5' UTR	3161.0
24285	ENSMUSG00000024921	Smarca2	4.35e-48	4.01e-46	0.324	chr19	[26605234 26607056 26607544]	[26619684]	True	5' UTR	8899.0
4833	ENSMUSG00000022099	Dmtn	4.88e-48	4.47e-46	0.139	chr14	[70618409]	[70626739 70628920 70635820]	True	5' UTR	2003.0
19875	ENSMUSG00000020955	Ap4s1	5.16e-48	4.7e-46	0.082	chr12	[51720723 51723049]	[51730888]	False	CDS	18991.0
9980	ENSMUSG00000005034	Prkacb	5.3899999999999997e-48	4.87e-46	0.136	chr3	[146757769]	[146769934 146770395 146770516 146812638]	True	CDS	5468.0
12773	ENSMUSG00000030302	Atp2b2	6.479999999999999e-48	5.8199999999999994e-46	0.088	chr6	[113920604]	[113934481 113970484 113980542]	True	5' UTR	438.0
25442	ENSMUSG00000074872	Ctxn2	1.14e-47	1.02e-45	0.097	chr2	[125136703 125136796 125137051 125137281]	[125147401]	True	5' UTR	4112.0
14264	ENSMUSG00000031078	Cttn	1.9500000000000001e-47	1.7199999999999998e-45	0.138	chr7	[144449616]	[144449937 144450978 144452027 144452548 144454676]	False	CDS	10096.0
18395	ENSMUSG00000025400	Tac2	1.97e-47	1.73e-45	0.484	chr10	[127728477 127728757]	[127729114]	False	CDS	12648.0
28001	ENSMUSG00000029095	Ablim2	2.18e-47	1.9e-45	0.236	chr5	[35828183 35831743]	[35833053]	True	CDS	5705.0
7729	ENSMUSG00000025006	Sorbs1	4.37e-47	3.78e-45	0.588	chr19	[40299522]	[40300243 40309581 40311669]	True	CDS	986.0
17101	ENSMUSG00000026150	Mff	5.660000000000001e-47	4.8799999999999997e-45	0.062	chr1	[82735508 82741977 82747143]	[82750520]	True	CDS	3414.0
28621	ENSMUSG00000060371	Caln1	1.5799999999999998e-46	1.35e-44	0.19	chr5	[130414947 130415002 130447892 130448225 130449459 130449685]	[130506064]	True	CDS	3597.0
28128	ENSMUSG00000029212	Gabrb1	2.0099999999999997e-46	1.71e-44	0.089	chr5	[71658364 71693069 71700096 71700209]	[71700289]	True	5' UTR	3620.0
6296	ENSMUSG00000023911	Flywch2	4.49e-46	3.8e-44	0.223	chr17	[23780057]	[23786001 23786177]	False	5' UTR	2388.0
26308	ENSMUSG00000027940	Tpm3	6.76e-46	5.69e-44	0.109	chr3	[90090080 90091092]	[90098375]	True	CDS	10700.0
10611	ENSMUSG00000028639	Ybx1	8.79e-46	7.35e-44	0.118	chr4	[119282449]	[119282781 119285109]	True	CDS	7395.0
30057	ENSMUSG00000062785	Kcnc3	1.8199999999999998e-45	1.52e-43	0.357	chr7	[44598576 44600929]	[44601869]	True	CDS	22232.0
12779	ENSMUSG00000030315	Vgll4	1.9699999999999998e-45	1.63e-43	0.371	chr6	[114890807]	[114921317 114957936]	True	CDS	2546.0
20538	ENSMUSG00000000253	Gmpr	3.1e-45	2.5500000000000002e-43	0.099	chr13	[45532401 45538843]	[45539025]	False	CDS	17419.0
26916	ENSMUSG00000028478	Clta	7.63e-45	6.21e-43	0.05	chr4	[44025561 44030269 44031436]	[44032401]	True	CDS	23148.0
5895	ENSMUSG00000022537	Tmem44	2.58e-44	2.0799999999999997e-42	0.318	chr16	[30514823]	[30517153 30518300 30529412]	True	CDS	1133.0
13664	ENSMUSG00000025104	Hdgfl3	3.13e-44	2.4899999999999998e-42	0.131	chr7	[81905637]	[81933574 81933939]	False	CDS	2200.0
19066	ENSMUSG00000020843	Timm22	3.71e-44	2.94e-42	0.107	chr11	[76407443 76409839]	[76411127]	True	CDS	10323.0
12987	ENSMUSG00000030268	Bcat1	3.88e-44	3.05e-42	0.177	chr6	[145047364]	[145047440 145048563 145075889]	True	CDS	2226.0
13569	ENSMUSG00000052040	Klf13	5.38e-44	4.2099999999999997e-42	0.051	chr7	[63891798]	[63901166 63921619 63924670 63936029 63936230 63936439 63937663 63937967]	True	CDS	21603.0
5808	ENSMUSG00000013539	Tango2	5.67e-44	4.42e-42	0.113	chr16	[18324451]	[18331354 18338609 18343798 18343895 18347871]	True	5' UTR	13071.0
23859	ENSMUSG00000024617	Camk2a	1.12e-43	8.649999999999999e-42	0.118	chr18	[60963964 60969044]	[60969994]	True	CDS	222.0
25643	ENSMUSG00000074736	Syndig1	4.84e-43	3.6699999999999997e-41	0.163	chr2	[149830926 149831078 149841062 149868580]	[149899418]	True	5' UTR	106.0
7959	ENSMUSG00000002107	Celf2	7.33e-43	5.53e-41	0.097	chr2	[6962415]	[7081107 7185472]	True	CDS	1894.0
29050	ENSMUSG00000029686	Cul1	1.02e-42	7.67e-41	0.104	chr6	[47454030 47454484 47455128]	[47484744]	True	5' UTR	17938.0
14173	ENSMUSG00000025468	Caly	1.2699999999999999e-42	9.47e-41	0.204	chr7	[140081539]	[140082093 140082462]	False	5' UTR	1320.0
14643	ENSMUSG00000031833	Mast3	1.3399999999999998e-42	9.96e-41	0.31	chr8	[70790086]	[70792226 70796713 70799458]	True	CDS	96.0
22271	ENSMUSG00000008658	Rbfox1	3.4299999999999995e-42	2.52e-40	0.064	chr16	[5763912 5885865 5886254 6075968 6158207]	[6173605]	False	5' UTR	1751.0
32769	ENSMUSG00000032536	Trak1	4.19e-42	3.07e-40	0.342	chr9	[121392052 121403805]	[121431479]	True	CDS	2760.0
3825	ENSMUSG00000060147	Serpinb6a	4.9399999999999995e-42	3.5999999999999997e-40	0.089	chr13	[33931647]	"[33935535 33935569 33935573 33935619 33935627 33935767 33935922 33996243
 34002466]"	True	CDS	1898.0
24270	ENSMUSG00000053279	Aldh1a1	1.33e-41	9.61e-40	0.323	chr19	[20493525 20536719]	[20553099]	False	5' UTR	962.0
13676	ENSMUSG00000015709	Arnt2	1.46e-41	1.05e-39	0.222	chr7	[84361669]	[84361763 84370881 84372368 84372523 84409855]	False	CDS	13353.0
26172	ENSMUSG00000027776	Il12a	2e-41	1.43e-39	0.434	chr3	[68692157 68693926]	[68694161]	False	CDS	45.0
22088	ENSMUSG00000055022	Cntn1	3.8e-41	2.72e-39	0.172	chr15	[92051324 92128336 92161662]	[92216316]	True	5' UTR	3919.0
19370	ENSMUSG00000001313	Rnd2	4.7e-41	3.34e-39	0.429	chr11	[101465934 101468440]	[101468933]	True	5' UTR	236.0
