cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
9693	ENSMUSG00000004980	Hnrnpa2b1	2.65e-05	0.000297	0.121	chr6	[51464212]	[51464428 51465179]	True	CDS	
1688	ENSMUSG00000000782	Tcf7	3.79e-05	0.000415	0.071	chr11	[52282247]	[52282554 52282712]	True	CDS	
1517	ENSMUSG00000041126	H2az2	4.52e-05	0.000482	0.064	chr11	[6429226]	[6433724 6439376]	True	CDS	
3972	ENSMUSG00000022378	Fam49b	5.08e-05	0.000529	0.114	chr15	[63970969]	[63997898 64022570]	True	5' UTR	
13660	ENSMUSG00000053332	Gas5	5.95e-05	0.000605	0.081	chr1	[161036015 161036245]	[161036549]	False	Non-coding	
10130	ENSMUSG00000030246	Ldhb	6.72e-05	0.000668	0.076	chr6	[142490605]	[142492493 142494100]	True	CDS	
23154	ENSMUSG00000030335	Mrpl51	7.13e-05	0.000692	0.107	chr6	[125192209 125192434]	[125192516]	True	5' UTR	
4764	ENSMUSG00000022940	Pigp	7.74e-05	0.000734	0.29	chr16	[94370193]	[94370366 94370605]	True	CDS	
10433	ENSMUSG00000074227	Spint2	0.000106	0.000987	0.051	chr7	[29260431]	[29263595 29281512]	True	CDS	
22737	ENSMUSG00000002416	Ndufb2	0.00012	0.00109	0.144	chr6	[39598362 39598366]	[39599392]	True	3' UTR	
533	ENSMUSG00000026395	Ptprc	0.000124	0.0011	0.091	chr1	[138117026]	[138120020 138126303]	True	CDS	
22294	ENSMUSG00000029599	Ddx54	0.000127	0.00111	0.182	chr5	[120620759 120621486]	[120621615]	False	CDS	
18051	ENSMUSG00000071172	Srsf3	0.00014	0.0012	0.076	chr17	[29038625 29039910]	[29040775]	True	CDS	
19955	ENSMUSG00000027303	Ptpra	0.000164	0.00137	0.209	chr2	[130537650 130539466]	[130539635]	False	CDS	
23795	ENSMUSG00000066406	Akap13	0.000167	0.00137	0.292	chr7	[75697435 75702153]	[75704365]	True	CDS	
25358	ENSMUSG00000032249	Anp32a	0.000372	0.003	0.083	chr9	[62341555 62342252]	[62371720]	True	CDS	
1086	ENSMUSG00000000902	Smarcb1	0.000398	0.00307	0.204	chr10	[75915194]	[75916773 75916800]	True	CDS	
6331	ENSMUSG00000026927	Entr1	0.000401	0.00307	0.239	chr2	[26387672]	[26388492 26389149]	True	CDS	
6207	ENSMUSG00000002107	Celf2	0.000403	0.00307	0.107	chr2	[6664198]	[6720766 6721417]	False	CDS	
12457	ENSMUSG00000032407	U2surp	0.000538	0.00403	0.171	chr9	[95495934]	[95500688 95502540]	True	CDS	
5058	ENSMUSG00000052142	Rasal3	0.000603	0.00444	0.1	chr17	[32399430]	[32402436 32403056]	True	CDS	
1273	ENSMUSG00000019961	Tmpo	0.000676	0.00489	0.104	chr10	[91152739]	[91153085 91158748]	True	CDS	
19146	ENSMUSG00000025014	Dntt	0.00087	0.00619	0.068	chr19	[41055844 41058627]	[41059066]	True	CDS	
4125	ENSMUSG00000022472	Desi1	0.000949	0.00654	0.072	chr15	[81999615]	[82002541 82003758]	True	CDS	
24309	ENSMUSG00000000244	Tspan32	0.00095	0.00654	0.244	chr7	[143015668 143017285]	[143017579]	True	CDS	
22870	ENSMUSG00000052337	Immt	0.00122	0.00811	0.184	chr6	[71852868 71853269]	[71856912]	True	CDS	
14560	ENSMUSG00000018654	Ikzf1	0.00124	0.00811	0.227	chr11	[11686469 11690390]	[11700205]	False	5' UTR	
21694	ENSMUSG00000029064	Gnb1	0.00133	0.0086	0.109	chr4	[155491581 155515680]	[155527413]	True	5' UTR	
13757	ENSMUSG00000015314	Slamf6	0.00174	0.0111	0.18	chr1	[171939470 171941697]	[171947999]	True	CDS	
4019	ENSMUSG00000022570	Tsta3	0.00187	0.0118	0.197	chr15	[75929050]	[75929653 75929719]	True	5' UTR	
5225	ENSMUSG00000023942	Slc29a1	0.00204	0.0124	0.197	chr17	[45592262]	[45593332 45595482]	True	5' UTR	
20853	ENSMUSG00000028034	Fubp1	0.0026	0.0156	0.093	chr3	[152214068 152214888]	[152215592]	True	CDS	
1274	ENSMUSG00000019961	Tmpo	0.00327	0.0194	0.09	chr10	[91153181]	[91153278 91158748]	True	CDS	
16545	ENSMUSG00000042323	Pbrm1	0.00385	0.0225	0.151	chr14	[31019294 31022860]	[31025498]	False	5' UTR	
20047	ENSMUSG00000019188	H13	0.00398	0.023	0.053	chr2	[152700269 152704195]	[152704622]	True	CDS	
11580	ENSMUSG00000070000	Fcho1	0.00479	0.0273	0.197	chr8	[71721860]	[71723235 71725633]	True	5' UTR	
14036	ENSMUSG00000019920	Lims1	0.0049	0.0275	0.15	chr10	[58323688 58371700]	[58399021]	True	CDS	
17034	ENSMUSG00000059895	Ptp4a3	0.00511	0.0283	0.138	chr15	[73724849 73748466]	[73751129]	True	CDS	
6134	ENSMUSG00000084957	Bbip1	0.00516	0.0283	0.148	chr19	[53943580]	[53944156 53944417]	True	5' UTR	
12873	ENSMUSG00000031389	Arhgap4	0.0053	0.0286	0.224	chrX	[73905864]	[73906157 73906429]	True	CDS	
15609	ENSMUSG00000071379	Hpcal1	0.00581	0.031	0.077	chr12	[17691047 17728309 17767300]	[17786147]	False	5' UTR	
15788	ENSMUSG00000021134	Srsf5	0.00635	0.0335	0.085	chr12	[80945669 80945673 80945799]	[80946576]	True	5' UTR	
14561	ENSMUSG00000018654	Ikzf1	0.00662	0.0345	0.152	chr11	[11707905 11748572]	[11754007]	True	CDS	
16331	ENSMUSG00000003992	Ssbp2	0.00695	0.0358	0.163	chr13	[91564695 91642392]	[91664118]	True	CDS	
18781	ENSMUSG00000036299	BC031181	0.00788	0.0401	0.106	chr18	[75005901 75006015 75006115]	[75008651]	True	5' UTR	
26097	ENSMUSG00000040990	Sh3kbp1	0.0084	0.0419	0.081	chrX	[159958323 159961894]	[159966214]	True	CDS	
5046	ENSMUSG00000024002	Brd4	0.00854	0.0419	0.125	chr17	[32229736]	[32253041 32284063 32284518]	True	5' UTR	
10691	ENSMUSG00000030605	Mfge8	0.00865	0.0419	0.206	chr7	[79143051]	[79143278 79145247]	True	CDS	
11614	ENSMUSG00000031683	Lsm6	0.00873	0.0419	0.113	chr8	[78813081]	[78819987 78821048]	True	5' UTR	
15573	ENSMUSG00000020661	Dnmt3a	0.00917	0.0426	0.13	chr12	[3873429 3891861]	[3895543]	True	CDS	
20620	ENSMUSG00000015749	Anp32e	0.00919	0.0426	0.053	chr3	[95938004 95938040]	[95944307]	True	CDS	
1339	ENSMUSG00000034024	Cct2	0.00953	0.0437	0.063	chr10	[117063051]	[117063160 117063706]	True	CDS	
8805	ENSMUSG00000037373	Ctbp1	0.0102	0.0463	0.067	chr5	[33267038]	[33269442 33274779]	True	CDS	
165	ENSMUSG00000025980	Hspd1	0.0108	0.0484	0.104	chr1	[55086942]	[55087779 55087989]	True	5' UTR	
