cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
10820	ENSMUSG00000048779	P2ry6	1.66e-57	9.15e-56	0.977	chr7	[100940019]	[100964219 100974515]	True	5' UTR	
6562	ENSMUSG00000026970	Rbms1	1.11e-51	5.72e-50	0.512	chr2	[60842473]	[60881118 60962691]	True	CDS	
6266	ENSMUSG00000058835	Abi1	5.01e-51	2.42e-49	0.651	chr2	[22946762]	[22950184 22953435 22957018]	True	CDS	
5593	ENSMUSG00000024456	Diaph1	1.13e-49	5.1399999999999994e-48	0.774	chr18	[37905160]	[37906388 37935202]	True	CDS	
16825	ENSMUSG00000036461	Elf1	1.3499999999999999e-48	5.8e-47	0.717	chr14	[79481638 79515771]	[79536123]	True	5' UTR	
6211	ENSMUSG00000025781	Atp5c1	8.710000000000001e-47	3.55e-45	0.304	chr2	[10056162]	[10056770 10058996]	True	CDS	
659	ENSMUSG00000026670	Uap1	5.65e-44	2.19e-42	0.618	chr1	[170143464]	[170147996 170149271]	True	CDS	
9677	ENSMUSG00000029810	Tmem176b	3.2000000000000002e-43	1.18e-41	0.381	chr6	[48838366]	[48840361 48840996 48841348]	True	5' UTR	
14873	ENSMUSG00000018217	Pmp22	1.21e-41	4.08e-40	0.362	chr11	[63129151 63131655]	[63133125]	False	5' UTR	
26096	ENSMUSG00000040990	Sh3kbp1	2.29e-39	7.4e-38	0.651	chrX	[159828580 159840612]	[159865325]	True	CDS	
8693	ENSMUSG00000002944	Cd36	4.6e-39	1.43e-37	0.297	chr5	[17829550]	[17835618 17849657]	True	5' UTR	
21696	ENSMUSG00000029063	Nadk	8.99e-39	2.68e-37	0.5	chr4	[155562456 155563980]	[155576993]	True	5' UTR	
9487	ENSMUSG00000066551	Hmgb1	3.09e-37	8.85e-36	0.066	chr5	[149050752]	[149051268 149051279 149052900]	True	CDS	
4721	ENSMUSG00000022892	App	5.68e-36	1.57e-34	0.409	chr16	[85030366]	[85040251 85043576 85056324]	True	CDS	
10791	ENSMUSG00000035354	Uvrag	1.4399999999999999e-34	3.85e-33	0.444	chr7	[99016675]	[99049841 99065800]	False	CDS	
15484	ENSMUSG00000059248	Septin9	1.04e-30	2.69e-29	0.886	chr11	[117291037 117326560]	[117351429]	False	CDS	
22281	ENSMUSG00000061288	Taok3	1.0700000000000001e-29	2.58e-28	0.61	chr5	[117120340 117133776]	[117185527]	True	5' UTR	
13663	ENSMUSG00000053332	Gas5	1.1300000000000001e-29	2.6399999999999998e-28	0.308	chr1	[161036853 161037165]	[161037288]	True	Non-coding	
3139	ENSMUSG00000015937	Macroh2a1	1.11e-28	2.53e-27	0.385	chr13	[56084286]	[56088252 56089758]	True	CDS	
15608	ENSMUSG00000071379	Hpcal1	2.58e-28	5.72e-27	0.594	chr12	[17691047 17728309]	[17767214]	False	5' UTR	
13434	ENSMUSG00000026305	Lrrfip1	9.1e-28	1.9600000000000002e-26	0.587	chr1	[90998894 91053724]	[91068563]	True	CDS	
14810	ENSMUSG00000005417	Mprip	9.889999999999999e-28	2.0700000000000002e-26	0.729	chr11	[59771703 59772218]	[59775516]	True	CDS	
21966	ENSMUSG00000039191	Rbpj	1.18e-27	2.41e-26	0.37	chr5	[53466229 53590487 53590725]	[53627383]	False	5' UTR	
10810	ENSMUSG00000030706	Mrpl48	1.06e-26	2.1e-25	0.389	chr7	[100574515]	[100582990 100607891]	True	CDS	
19215	ENSMUSG00000025026	Add3	1.22e-26	2.35e-25	0.359	chr19	[53242628 53244406]	[53244998]	True	CDS	
3972	ENSMUSG00000022378	Fam49b	4.77e-26	9.01e-25	0.608	chr15	[63970969]	[63997898 64022570]	True	5' UTR	
15700	ENSMUSG00000021000	Mia2	1.48e-23	2.73e-22	0.404	chr12	[59129897 59131605]	[59136064]	True	CDS	
20160	ENSMUSG00000017760	Ctsa	1.53e-23	2.75e-22	0.13	chr2	[164833197 164833851]	[164834030]	True	5' UTR	
24288	ENSMUSG00000025511	Tspan4	4.7199999999999996e-23	8.31e-22	0.506	chr7	[141475498 141476479]	[141482487]	True	5' UTR	
1552	ENSMUSG00000001891	Ugp2	1.6700000000000001e-22	2.8800000000000002e-21	0.539	chr11	[21354407]	[21370187 21371015]	True	CDS	
21665	ENSMUSG00000028937	Acot7	2.63e-22	4.4300000000000005e-21	0.646	chr4	[152178341 152186386]	[152206764]	True	CDS	
9676	ENSMUSG00000029810	Tmem176b	5.35e-22	8.810000000000001e-21	0.336	chr6	[48838363]	[48840361 48840996 48841348]	False	5' UTR	
17312	ENSMUSG00000023034	Nr4a1	7.02e-20	1.13e-18	0.068	chr15	[101270970 101271866]	[101272153]	False	CDS	
13047	ENSMUSG00000025283	Sat1	2.1e-17	3.31e-16	0.122	chrX	[155214135]	[155215121 155215601]	True	CDS	
10730	ENSMUSG00000030629	Zfand6	4.01e-17	6.08e-16	0.262	chr7	[84634410]	[84679310 84689746]	True	5' UTR	
23084	ENSMUSG00000042079	Hnrnpf	1.04e-16	1.54e-15	0.14	chr6	[117906840 117907209 117907880 117907919 117917072]	[117917470]	True	5' UTR	
24766	ENSMUSG00000056608	Chd9	1.63e-16	2.38e-15	0.386	chr8	[90849760 90876709 90887966 90888194]	[90890977]	False	5' UTR	
19813	ENSMUSG00000032698	Lmo2	1.8e-16	2.58e-15	0.543	chr2	[103969722 103970366]	[103970493]	True	5' UTR	
20405	ENSMUSG00000027763	Mbnl1	2.33e-16	3.28e-15	0.423	chr3	[60615774 60621459]	[60622146]	True	CDS	
2438	ENSMUSG00000017132	Cyth1	6.2e-16	8.56e-15	0.551	chr11	[118193698]	[118212649 118248439]	True	CDS	
4764	ENSMUSG00000022940	Pigp	1.12e-15	1.52e-14	0.423	chr16	[94370193]	[94370366 94370605]	True	CDS	
20542	ENSMUSG00000027940	Tpm3	1.21e-15	1.62e-14	0.109	chr3	[90090080 90091092]	[90099528]	True	CDS	
25404	ENSMUSG00000011958	Bnip2	1.35e-15	1.77e-14	0.358	chr9	[70003668 70004342]	[70007064]	True	CDS	
18700	ENSMUSG00000073563	Csnk1g3	2.67e-15	3.44e-14	0.618	chr18	[53948155 53948669]	[53953245]	True	CDS	
18571	ENSMUSG00000024277	Mapre2	4.35e-15	5.52e-14	0.309	chr18	[23772660 23804222]	[23832853]	True	CDS	
25105	ENSMUSG00000033335	Dnm2	8.41e-15	1.05e-13	0.356	chr9	[21489795 21490670]	[21494504]	True	CDS	
21423	ENSMUSG00000028788	Ptp4a2	1.17e-14	1.44e-13	0.3	chr4	[129820602 129820800]	[129838978]	True	5' UTR	
11636	ENSMUSG00000031708	Tecr	1.49e-14	1.8e-13	0.112	chr8	[83573324]	[83573411 83573871]	True	CDS	
18602	ENSMUSG00000024381	Bin1	2.35e-14	2.8e-13	0.39	chr18	[32424968 32426353 32431743]	[32431983]	False	CDS	
11483	ENSMUSG00000036180	Gatad2a	3.33e-14	3.87e-13	0.525	chr8	[69950755]	[69974090 69995943]	True	5' UTR	
23435	ENSMUSG00000040940	Arhgef1	3.35e-14	3.87e-13	0.478	chr7	[24918001 24918532]	[24919184]	True	CDS	
12345	ENSMUSG00000032366	Tpm1	3.65e-14	4.16e-13	0.332	chr9	[67031515]	[67031951 67032466]	True	CDS	
25338	ENSMUSG00000032294	Pkm	3.82e-14	4.28e-13	0.106	chr9	[59675196 59675735]	[59678044]	True	CDS	
11641	ENSMUSG00000002885	Adgre5	5.35e-14	5.92e-13	0.391	chr8	[83729526]	[83730111 83733414]	True	CDS	
16882	ENSMUSG00000022150	Dab2	6.12e-14	6.67e-13	0.404	chr15	[6424698 6429950]	[6430954]	True	CDS	
14331	ENSMUSG00000019943	Atp2b1	9.76e-13	1.03e-11	0.258	chr10	[98914794 98915372]	[98968694]	True	5' UTR	
23436	ENSMUSG00000040940	Arhgef1	1.01e-12	1.06e-11	0.337	chr7	[24918001 24919352]	[24919631]	True	CDS	
15389	ENSMUSG00000020612	Prkar1a	3.47e-12	3.53e-11	0.17	chr11	[109650625 109651074]	[109653779]	True	5' UTR	
9770	ENSMUSG00000050732	Vamp8	5.15e-12	5.17e-11	0.06	chr6	[72388421]	[72390388 72390474]	False	CDS	
12449	ENSMUSG00000062270	Morf4l1	1.12e-11	1.1e-10	0.062	chr9	[90102387]	[90103655 90107235]	True	CDS	
10242	ENSMUSG00000033916	Chmp2a	1.32e-11	1.27e-10	0.08	chr7	[13034043]	[13034502 13034635]	True	5' UTR	
20506	ENSMUSG00000042747	Krtcap2	4.51e-11	4.25e-10	0.094	chr3	[89246516 89246594]	[89246778]	False	CDS	
3316	ENSMUSG00000041417	Pik3r1	6.93e-11	6.36e-10	0.255	chr13	[101690584]	[101692183 101694376 101701447]	True	CDS	
14343	ENSMUSG00000019907	Ppp1r12a	6.99e-11	6.36e-10	0.342	chr10	[108252925 108253496]	[108259756]	True	CDS	
782	ENSMUSG00000056050	Mia3	7.17e-11	6.45e-10	0.414	chr1	[183344386]	[183345186 183350964]	True	CDS	
7186	ENSMUSG00000040374	Pex2	1.05e-10	9.21e-10	0.397	chr3	[5561765]	[5562669 5563165]	True	5' UTR	
20406	ENSMUSG00000027763	Mbnl1	1.08e-10	9.43e-10	0.252	chr3	[60615774 60622241]	[60625124]	True	CDS	
14469	ENSMUSG00000078427	Sarnp	1.2e-10	1.04e-09	0.091	chr10	[128821972 128824832]	[128833312]	False	CDS	
14880	ENSMUSG00000033066	Gas7	1.94e-10	1.65e-09	0.31	chr11	[67455775 67571351 67586816]	[67603108]	False	CDS	
10092	ENSMUSG00000030189	Ybx3	3.48e-10	2.93e-09	0.173	chr6	[131370415]	[131375974 131379358]	True	CDS	
21724	ENSMUSG00000029076	Sdf4	7.96e-10	6.62e-09	0.089	chr4	[155993335 155993570]	[155996189]	True	5' UTR	
18071	ENSMUSG00000024038	Ndufv3	8.47e-10	6.97e-09	0.109	chr17	[31521693 31528402]	[31531110]	True	CDS	
20102	ENSMUSG00000061689	Dlgap4	1.23e-09	9.91e-09	0.324	chr2	[156721088 156722103]	[156745835]	True	CDS	
4033	ENSMUSG00000022565	Plec	1.63e-09	1.3e-08	0.409	chr15	[76194813]	[76195424 76197980 76199549 76205598 76229358]	True	CDS	
21555	ENSMUSG00000028759	Hp1bp3	2.53e-09	2e-08	0.172	chr4	[138216741 138217295 138221724]	[138222089]	True	5' UTR	
23973	ENSMUSG00000030890	Ilk	4.78e-09	3.73e-08	0.142	chr7	[105736717 105736807]	[105737101]	True	5' UTR	
15788	ENSMUSG00000021134	Srsf5	5.26e-09	4.07e-08	0.143	chr12	[80945669 80945673 80945799]	[80946576]	True	5' UTR	
17429	ENSMUSG00000022681	Ntan1	6.46e-09	4.95e-08	0.114	chr16	[13819437 13827126]	[13827388]	True	CDS	
4982	ENSMUSG00000024194	Cuta	9.87e-09	7.47e-08	0.186	chr17	[26939093]	[26939317 26939451]	True	CDS	
12347	ENSMUSG00000032366	Tpm1	1.39e-08	1.04e-07	0.198	chr9	[67036129]	[67043578 67047786 67048124]	True	CDS	
3229	ENSMUSG00000021585	Cast	1.43e-08	1.06e-07	0.236	chr13	[74748244]	[74748805 74754311]	True	CDS	
4441	ENSMUSG00000000326	Comt	2.16e-08	1.56e-07	0.162	chr16	[18411958]	[18424304 18426356]	True	5' UTR	
16400	ENSMUSG00000015536	Mocs2	2.83e-08	2.03e-07	0.315	chr13	[114818324 114819458]	[114820802]	True	CDS	
21416	ENSMUSG00000028797	Tmem234	3.41e-08	2.42e-07	0.131	chr4	[129601135 129601244 129601534 129601962]	[129602195]	True	CDS	
5346	ENSMUSG00000024096	Ralbp1	5.76e-08	4.05e-07	0.149	chr17	[65867831]	[65884678 65885186]	True	5' UTR	
24662	ENSMUSG00000055148	Klf2	5.91e-08	4.12e-07	0.089	chr8	[72319150 72320243]	[72320744]	False	CDS	
3409	ENSMUSG00000049960	Mrps16	7.28e-08	5.03e-07	0.18	chr14	[20392154]	[20393178 20393481]	True	CDS	
22474	ENSMUSG00000019054	Fis1	9.42e-08	6.46e-07	0.061	chr5	[136953591 136962229]	[136962999]	True	CDS	
17431	ENSMUSG00000022681	Ntan1	9.58e-08	6.5e-07	0.114	chr16	[13832435 13834795]	[13835135]	True	CDS	
8130	ENSMUSG00000028559	Osbpl9	1.44e-07	9.59e-07	0.277	chr4	[109102593]	[109117895 109133744]	True	CDS	
15517	ENSMUSG00000025372	Baiap2	1.8e-07	1.19e-06	0.349	chr11	[120000587 120003086]	[120006359]	True	CDS	
22952	ENSMUSG00000029993	Nfu1	1.87e-07	1.22e-06	0.163	chr6	[87015702 87016395]	[87019365]	True	CDS	
23244	ENSMUSG00000040242	Fgfr1op2	2.3e-07	1.5e-06	0.364	chr6	[146590037 146592748]	[146595176]	True	CDS	
284	ENSMUSG00000026209	Dnpep	3.34e-07	2.14e-06	0.347	chr1	[75316804]	[75316891 75317335]	True	CDS	
10548	ENSMUSG00000008140	Emc10	3.52e-07	2.21e-06	0.124	chr7	[44490971]	[44491163 44491955]	True	CDS	
20880	ENSMUSG00000042228	Lyn	3.61e-07	2.25e-06	0.253	chr4	[3738799 3738862]	[3742442]	True	CDS	
17507	ENSMUSG00000022841	Ap2m1	4.22e-07	2.61e-06	0.148	chr16	[20540416 20540814]	[20540975]	True	CDS	
6097	ENSMUSG00000036748	Cuedc2	4.87e-07	2.99e-06	0.22	chr19	[46332702]	[46338313 46338569]	True	5' UTR	
1274	ENSMUSG00000019961	Tmpo	4.93e-07	3.01e-06	0.223	chr10	[91153181]	[91153278 91158748]	True	CDS	
5430	ENSMUSG00000024150	Mcfd2	5.06e-07	3.06e-06	0.218	chr17	[87258090]	[87258750 87265792 87265835]	True	5' UTR	
12083	ENSMUSG00000031996	Aplp2	5.31e-07	3.19e-06	0.132	chr9	[31164674]	[31167561 31168708]	True	CDS	
3081	ENSMUSG00000037960	Card19	6.06e-07	3.58e-06	0.072	chr13	[49203790]	[49203929 49205192]	False	CDS	
15405	ENSMUSG00000057322	Rpl38	8.37e-07	4.91e-06	0.076	chr11	[114668610 114668627 114668686]	[114668781]	True	5' UTR	
18844	ENSMUSG00000024845	Tmem134	8.87e-07	5.16e-06	0.199	chr19	[4127640 4127837 4131076]	[4131229]	True	CDS	
8081	ENSMUSG00000028530	Jak1	1.04e-06	6.02e-06	0.064	chr4	[101193864]	[101265042 101305010]	False	5' UTR	
12082	ENSMUSG00000031996	Aplp2	1.2e-06	6.91e-06	0.103	chr9	[31153500]	[31156190 31157695]	True	CDS	
2545	ENSMUSG00000062352	Itgb1bp1	1.29e-06	7.34e-06	0.25	chr12	[21279531]	[21285852 21286106]	True	5' UTR	
17065	ENSMUSG00000022564	Grina	1.31e-06	7.42e-06	0.108	chr15	[76246901 76247738]	[76247851]	True	5' UTR	
2469	ENSMUSG00000025144	Cenpx	1.71e-06	9.55e-06	0.1	chr11	[120711757]	[120711844 120713693]	False	CDS	
10654	ENSMUSG00000052040	Klf13	1.81e-06	1e-05	0.119	chr7	[63891798]	[63936230 63937967]	True	CDS	
1842	ENSMUSG00000018736	Ndel1	1.96e-06	1.08e-05	0.098	chr11	[68822666]	[68826170 68829915]	True	CDS	
15066	ENSMUSG00000017421	Zfp207	2.16e-06	1.18e-05	0.185	chr11	[80391993 80393177]	[80394286]	True	CDS	
13941	ENSMUSG00000019970	Sgk1	2.45e-06	1.32e-05	0.113	chr10	[21994182 21994826]	[21994966]	True	CDS	
14731	ENSMUSG00000018899	Irf1	2.55e-06	1.36e-05	0.087	chr11	[53774469 53775104]	[53775918]	False	CDS	
22457	ENSMUSG00000005514	Por	2.69e-06	1.42e-05	0.138	chr5	[135716064 135726042]	[135728662]	True	CDS	
24454	ENSMUSG00000031585	Gtf2e2	2.86e-06	1.5e-05	0.316	chr8	[33731989 33732130]	[33735734]	True	5' UTR	
6268	ENSMUSG00000058835	Abi1	3.26e-06	1.71e-05	0.228	chr2	[22962502]	[22963214 22971083]	True	CDS	
20252	ENSMUSG00000000827	Tpd52l2	3.44e-06	1.79e-05	0.128	chr2	[181502054 181502936]	[181508166]	True	CDS	
7329	ENSMUSG00000027829	Ccnl1	3.94e-06	2.02e-05	0.162	chr3	[65951555]	[65955130 65955204 65956853]	True	CDS	
18840	ENSMUSG00000024856	Cdk2ap2	4.39e-06	2.24e-05	0.075	chr19	[4097508 4097734]	[4097817]	True	CDS	
25846	ENSMUSG00000025862	Stag2	4.52e-06	2.28e-05	0.163	chrX	[42149686 42150292 42150835]	[42201855]	True	5' UTR	
18051	ENSMUSG00000071172	Srsf3	4.91e-06	2.47e-05	0.12	chr17	[29038625 29039910]	[29040775]	True	CDS	
16096	ENSMUSG00000071451	Psmg4	6.22e-06	3.09e-05	0.196	chr13	[34163250 34166137]	[34177981]	True	CDS	
11512	ENSMUSG00000058833	Rex1bd	6.33e-06	3.12e-05	0.07	chr8	[70505961]	[70506292 70506497]	True	CDS	
3149	ENSMUSG00000005312	Ubqln1	7.84e-06	3.82e-05	0.28	chr13	[58179669]	[58180822 58183182]	True	CDS	
15702	ENSMUSG00000021000	Mia2	8.12e-06	3.93e-05	0.18	chr12	[59137787 59144771 59146363]	[59146847]	True	CDS	
8193	ENSMUSG00000028677	Rnf220	1.13e-05	5.4e-05	0.272	chr4	[117285512]	[117285851 117285929]	True	CDS	
15789	ENSMUSG00000021134	Srsf5	1.5e-05	7.14e-05	0.063	chr12	[80947866 80948663]	[80949095]	False	CDS	
5138	ENSMUSG00000092203	1110038B12Rik	1.64e-05	7.74e-05	0.199	chr17	[34950476]	[34950698 34951885]	True	Non-coding	
18692	ENSMUSG00000062210	Tnfaip8	1.88e-05	8.82e-05	0.174	chr18	[49979627 50053620]	[50090200]	True	CDS	
20132	ENSMUSG00000016921	Srsf6	1.99e-05	9.25e-05	0.126	chr2	[162932143 162933083]	[162933426]	True	CDS	
10111	ENSMUSG00000030220	Arhgdib	2e-05	9.25e-05	0.064	chr6	[136933774]	[136941438 136941651 136941813]	True	5' UTR	
21038	ENSMUSG00000028333	Anp32b	2.2e-05	0.000101	0.066	chr4	[46451350 46452544]	[46460090]	False	CDS	
5400	ENSMUSG00000024097	Srsf7	2.65e-05	0.000119	0.173	chr17	[80204388]	[80204622 80205262]	True	CDS	
15971	ENSMUSG00000021288	Klc1	2.66e-05	0.000119	0.158	chr12	[111789487 111795679]	[111806008]	False	CDS	
5448	ENSMUSG00000063889	Crem	2.67e-05	0.000119	0.2	chr18	[3273579]	[3276694 3280949 3281688]	True	CDS	
11361	ENSMUSG00000031586	Rbpms	2.68e-05	0.000119	0.109	chr8	[33795151]	[33806717 33834304]	True	CDS	
12736	ENSMUSG00000031167	Rbm3	3.31e-05	0.000146	0.076	chrX	[8142956]	[8143247 8143251]	True	3' UTR	
8296	ENSMUSG00000028849	Map7d1	3.44e-05	0.000151	0.201	chr4	[126237279]	[126238522 126240023 126240032]	True	CDS	
14906	ENSMUSG00000070394	Tmem256	3.48e-05	0.000152	0.099	chr11	[69838574 69838650]	[69838920]	True	CDS	
12661	ENSMUSG00000032508	Myd88	3.56e-05	0.000155	0.104	chr9	[119338187]	[119338576 119339632]	False	CDS	
25094	ENSMUSG00000032178	Ilf3	4.28e-05	0.000185	0.277	chr9	[21387798 21388151]	[21388524]	True	CDS	
1724	ENSMUSG00000018340	Anxa6	4.33e-05	0.000186	0.123	chr11	[54986216]	[54987051 54991391]	True	CDS	
13952	ENSMUSG00000019978	Epb41l2	4.44e-05	0.00019	0.131	chr10	[25359982 25437155]	[25441573]	False	5' UTR	
5398	ENSMUSG00000024097	Srsf7	4.97e-05	0.000211	0.107	chr17	[80201603]	[80202169 80202691]	True	CDS	
10586	ENSMUSG00000003420	Fcgrt	5.13e-05	0.000217	0.067	chr7	[45102186]	[45102402 45102414]	True	CDS	
11162	ENSMUSG00000038650	Rnh1	5.51e-05	0.00023	0.108	chr7	[141166788]	[141168574 141168676 141172742]	True	CDS	
22750	ENSMUSG00000029860	Zyx	5.51e-05	0.00023	0.062	chr6	[42351149 42351363]	[42351475]	True	CDS	
878	ENSMUSG00000078453	Abracl	5.54e-05	0.00023	0.078	chr10	[18018906]	[18022995 18023067]	True	5' UTR	
7029	ENSMUSG00000027639	Samhd1	5.86e-05	0.000243	0.175	chr2	[157099504]	[157101321 157101721]	True	CDS	
13417	ENSMUSG00000026254	Eif4e2	6.36e-05	0.000259	0.165	chr1	[87214020 87214496]	[87219581]	True	CDS	
14282	ENSMUSG00000020053	Igf1	7.36e-05	0.000297	0.1	chr10	[87913801 87915350]	[87930675]	True	CDS	
19682	ENSMUSG00000027012	Dync1i2	8e-05	0.000321	0.147	chr2	[71211846 71212075]	[71214439]	True	5' UTR	
15609	ENSMUSG00000071379	Hpcal1	9.55e-05	0.000379	0.152	chr12	[17691047 17767300]	[17786147]	True	5' UTR	
22919	ENSMUSG00000034744	Nagk	0.000109	0.000432	0.198	chr6	[83795283 83795375]	[83796907]	True	CDS	
4013	ENSMUSG00000055762	Eef1d	0.000127	0.0005	0.123	chr15	[75896920]	[75897226 75900691 75901132]	True	CDS	
9274	ENSMUSG00000037936	Scarb1	0.000128	0.000501	0.15	chr5	[125277866]	[125281105 125283899]	True	CDS	
12639	ENSMUSG00000032436	Cmtm7	0.00013	0.000505	0.065	chr9	[114758887]	[114761907 114763219]	True	CDS	
9196	ENSMUSG00000042726	Trafd1	0.000144	0.000553	0.224	chr5	[121384105]	[121385309 121385525]	True	5' UTR	
14305	ENSMUSG00000015889	Lta4h	0.000148	0.000565	0.13	chr10	[93480787 93482333]	[93482962]	True	CDS	
9087	ENSMUSG00000063406	Tmed5	0.00015	0.00057	0.074	chr5	[108124760]	[108125901 108126018]	False	CDS	
4259	ENSMUSG00000053559	Smagp	0.000167	0.00063	0.278	chr15	[100636256]	[100636559 100636749]	True	5' UTR	
9151	ENSMUSG00000041890	Git2	0.000189	0.000707	0.229	chr5	[114739282]	[114743731 114745429]	True	CDS	
21694	ENSMUSG00000029064	Gnb1	0.000203	0.000753	0.097	chr4	[155491581 155515680]	[155527413]	True	5' UTR	
1652	ENSMUSG00000015837	Sqstm1	0.000205	0.000755	0.05	chr11	[50200948]	[50202399 50202513]	True	CDS	
10852	ENSMUSG00000030921	Trim30a	0.000251	0.000917	0.274	chr7	[104436046]	[104445904 104465010]	False	5' UTR	
17749	ENSMUSG00000022744	Cldnd1	0.000259	0.00094	0.133	chr16	[58731413 58732719]	[58732839]	True	CDS	
5938	ENSMUSG00000075010	AW112010	0.000456	0.00163	0.059	chr19	[11048393]	[11050388 11055780]	True	Non-coding	
19977	ENSMUSG00000027333	Smox	0.000485	0.00172	0.216	chr2	[131522220 131524334]	[131524743]	True	CDS	
4716	ENSMUSG00000022892	App	0.000506	0.00179	0.078	chr16	[84965771]	[84971408 84978064]	True	CDS	
826	ENSMUSG00000016481	Cr1l	0.000532	0.00187	0.12	chr1	[195130010]	[195131188 195131502]	True	CDS	
18845	ENSMUSG00000024845	Tmem134	0.000537	0.00188	0.129	chr19	[4127122 4127133]	[4127550]	True	CDS	
2848	ENSMUSG00000056770	Setd3	0.000568	0.00198	0.21	chr12	[108158349]	[108160233 108162973]	True	CDS	
8505	ENSMUSG00000040842	Szrd1	0.000579	0.00201	0.224	chr4	[141118782]	[141120324 141139692]	True	CDS	
993	ENSMUSG00000020107	Anapc16	0.000596	0.00205	0.152	chr10	[59996615]	[60002418 60002956]	True	CDS	
3486	ENSMUSG00000042354	Gnl3	0.000596	0.00205	0.145	chr14	[31017414]	[31017808 31018929]	True	CDS	
12643	ENSMUSG00000032440	Tgfbr2	0.00064	0.00219	0.189	chr9	[116131714]	[116158271 116174944]	True	CDS	
12803	ENSMUSG00000016534	Lamp2	0.000675	0.00229	0.06	chrX	[38405572]	[38421641 38424267]	False	CDS	
17492	ENSMUSG00000005262	Ufd1	0.000723	0.00244	0.117	chr16	[18814937 18814963]	[18815329]	True	CDS	
22871	ENSMUSG00000052337	Immt	0.000745	0.00251	0.229	chr6	[71863271 71866741]	[71868580]	True	CDS	
24364	ENSMUSG00000031505	Naxd	0.000842	0.00281	0.237	chr8	[11497627 11497741]	[11502622]	True	CDS	
22717	ENSMUSG00000073155	1810058I24Rik	0.000863	0.00287	0.069	chr6	[35252783 35253046]	[35260410]	True	CDS	
165	ENSMUSG00000025980	Hspd1	0.00107	0.00353	0.133	chr1	[55086942]	[55087779 55087989]	True	5' UTR	
18781	ENSMUSG00000036299	BC031181	0.00109	0.00355	0.11	chr18	[75005901 75005984 75006015 75006115]	[75008651]	True	5' UTR	
23521	ENSMUSG00000030588	Yif1b	0.00122	0.00397	0.117	chr7	[29238437 29238446 29238612]	[29244070]	True	CDS	
11333	ENSMUSG00000065954	Tacc1	0.00126	0.00409	0.184	chr8	[25177995]	[25181823 25201122 25240794]	True	CDS	
5083	ENSMUSG00000079557	Marchf2	0.00127	0.00409	0.108	chr17	[33709973]	[33715943 33718546]	True	CDS	
15478	ENSMUSG00000090266	Mettl23	0.00131	0.0042	0.12	chr11	[116843775 116845946]	[116848254]	True	CDS	
13391	ENSMUSG00000026150	Mff	0.00135	0.00431	0.122	chr1	[82735508 82747143]	[82750520]	True	CDS	
8129	ENSMUSG00000028559	Osbpl9	0.00139	0.0044	0.144	chr4	[109087486]	[109091661 109098503]	True	CDS	
9895	ENSMUSG00000030067	Foxp1	0.00161	0.00504	0.206	chr6	[99016666]	[99028164 99075854]	True	CDS	
16501	ENSMUSG00000025290	Rps24	0.00169	0.00525	0.066	chr14	[24493494 24494070]	[24495430]	True	CDS	
5024	ENSMUSG00000024012	Mtch1	0.0017	0.00525	0.098	chr17	[29334006]	[29336167 29336218]	True	CDS	
18199	ENSMUSG00000024392	Bag6	0.00172	0.0053	0.188	chr17	[35146354 35146904]	[35147141]	True	CDS	
