cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
18184	ENSMUSG00000007050	Lsm2	1.08e-05	0.000195	0.06	chr17	[34982086 34982368]	[34982620]	True	CDS	
4207	ENSMUSG00000023169	Slc38a1	1.7e-05	0.000296	0.244	chr15	[96624170]	[96641054 96642128 96642491]	True	5' UTR	
5041	ENSMUSG00000061613	U2af1	1.86e-05	0.00032	0.07	chr17	[31648895]	[31651646 31652502]	True	CDS	
9320	ENSMUSG00000040731	Eif4h	2.31e-05	0.000394	0.142	chr5	[134622087]	[134624441 134625366]	True	CDS	
8426	ENSMUSG00000028675	Pnrc2	2.48e-05	0.000418	0.097	chr4	[135873100]	[135873264 135873277 135873674]	True	5' UTR	
9564	ENSMUSG00000039841	Zfp800	3.4e-05	0.00055	0.155	chr6	[28260837]	[28261296 28261378 28261480 28261768 28312507]	True	5' UTR	
15941	ENSMUSG00000017843	Ppp2r5c	3.41e-05	0.00055	0.054	chr12	[110466021 110485953]	[110522491]	True	CDS	
14834	ENSMUSG00000010142	Tnfrsf13b	4.72e-05	0.000739	0.051	chr11	[61141492 61142530]	[61146841]	True	CDS	
25358	ENSMUSG00000032249	Anp32a	4.73e-05	0.000739	0.054	chr9	[62341555 62342252 62342504]	[62371720]	True	CDS	
8869	ENSMUSG00000039753	Fbxl5	5.01e-05	0.000776	0.085	chr5	[43773660]	[43781965 43785778]	False	CDS	
15545	ENSMUSG00000025156	Gps1	5.92e-05	0.000907	0.135	chr11	[120784343 120784726]	[120785121]	True	CDS	
10167	ENSMUSG00000039985	Sinhcaf	6.47e-05	0.000982	0.133	chr6	[148933149]	[148944589 148946047 148946292]	True	5' UTR	
7392	ENSMUSG00000028066	Pmf1	7.21e-05	0.00108	0.108	chr3	[88394571]	[88395714 88395905]	True	CDS	
8697	ENSMUSG00000039968	Rsbn1l	9.1e-05	0.00132	0.101	chr5	[20927731]	[20945280 20951257]	True	CDS	
3591	ENSMUSG00000060373	Hnrnpc	9.38e-05	0.00134	0.073	chr14	[52084392]	[52097322 52098015 52103889]	True	5' UTR	
7009	ENSMUSG00000027620	Rbm39	0.000104	0.00146	0.065	chr2	[156177386]	[156178880 156179177]	True	CDS	
25104	ENSMUSG00000033335	Dnm2	0.000112	0.00156	0.124	chr9	[21479038 21480546]	[21481333]	True	CDS	
9898	ENSMUSG00000030067	Foxp1	0.000117	0.00161	0.129	chr6	[99260420]	[99266347 99308344]	True	5' UTR	
22737	ENSMUSG00000002416	Ndufb2	0.000118	0.00161	0.108	chr6	[39598362 39598366]	[39599392]	True	3' UTR	
18150	ENSMUSG00000037548	H2-DMb2	0.000139	0.00187	0.086	chr17	[34143481 34143530 34145471]	[34147651]	True	5' UTR	
15700	ENSMUSG00000021000	Mia2	0.000161	0.00214	0.07	chr12	[59129897 59131605]	[59136064]	True	CDS	
21918	ENSMUSG00000063646	Jakmip1	0.000171	0.00226	0.151	chr5	[37047233 37047546 37050976]	[37085236]	True	5' UTR	
12731	ENSMUSG00000031157	Pqbp1	0.000198	0.00257	0.1	chrX	[7898637]	[7898771 7898780 7898966 7899169]	True	5' UTR	
5820	ENSMUSG00000056917	Sipa1	0.000227	0.00287	0.17	chr19	[5661112]	[5661596 5663604]	True	5' UTR	
20139	ENSMUSG00000035268	Pkig	0.000236	0.00296	0.193	chr2	[163658493 163658660]	[163659150]	True	5' UTR	
6530	ENSMUSG00000061136	Prpf40a	0.000261	0.00325	0.156	chr2	[53190101]	[53191023 53191149]	True	CDS	
12515	ENSMUSG00000032556	Bfsp2	0.000279	0.00344	0.2	chr9	[103448711]	[103449061 103449805]	True	CDS	
19459	ENSMUSG00000054766	Set	0.00028	0.00344	0.083	chr2	[30062281 30066894]	[30068269]	True	CDS	
22644	ENSMUSG00000029629	Phf14	0.0003	0.00363	0.18	chr6	[11908018 11926293]	[11926727]	True	CDS	
5744	ENSMUSG00000033016	Nfatc1	0.000329	0.00394	0.162	chr18	[80698657]	[80708034 80712640]	True	CDS	
700	ENSMUSG00000038179	Slamf7	0.000465	0.00534	0.08	chr1	[171641268]	[171648873 171652657]	False	CDS	
1844	ENSMUSG00000018736	Ndel1	0.000467	0.00534	0.105	chr11	[68845425]	[68852942 68871781]	True	5' UTR	
7194	ENSMUSG00000027506	Tpd52	0.000495	0.00558	0.051	chr3	[8953800]	[8963847 9004405]	True	CDS	
23432	ENSMUSG00000040940	Arhgef1	0.000535	0.00599	0.101	chr7	[24903129 24904498]	[24907716]	True	5' UTR	
21423	ENSMUSG00000028788	Ptp4a2	0.000571	0.0063	0.074	chr4	[129812305 129820602 129820800]	[129838978]	True	5' UTR	
878	ENSMUSG00000078453	Abracl	0.000576	0.0063	0.06	chr10	[18018906]	[18022995 18023067]	True	5' UTR	
10092	ENSMUSG00000030189	Ybx3	0.000579	0.0063	0.104	chr6	[131370415]	[131375974 131379358]	True	CDS	
8614	ENSMUSG00000029048	Rer1	0.000616	0.00665	0.138	chr4	[155082755]	[155083109 155083132 155086205]	True	5' UTR	
18844	ENSMUSG00000024845	Tmem134	0.000632	0.00678	0.142	chr19	[4127640 4127837 4131076]	[4131229]	True	CDS	
12864	ENSMUSG00000002015	Bcap31	0.000707	0.00748	0.051	chrX	[73714929]	[73716118 73717661]	False	5' UTR	
23435	ENSMUSG00000040940	Arhgef1	0.000815	0.00856	0.12	chr7	[24918001 24918532]	[24919184]	True	CDS	
18571	ENSMUSG00000024277	Mapre2	0.000844	0.0088	0.08	chr18	[23772660 23804222]	[23832853]	True	CDS	
10369	ENSMUSG00000074272	Ceacam1	0.000872	0.00903	0.162	chr7	[25472074]	[25473798 25474520 25476344]	True	CDS	
10367	ENSMUSG00000074272	Ceacam1	0.00107	0.0108	0.172	chr7	[25464881]	[25465468 25466317 25471798]	True	CDS	
4936	ENSMUSG00000015120	Ube2i	0.00108	0.0108	0.079	chr17	[25269480]	[25272538 25273260 25273321 25273482 25274162 25274173]	True	5' UTR	
22340	ENSMUSG00000029438	Bcl7a	0.00123	0.0121	0.077	chr5	[123344722 123347718]	[123351867]	True	CDS	
11639	ENSMUSG00000057672	Pkn1	0.00135	0.0132	0.075	chr8	[83692937]	[83693960 83698967]	True	CDS	
23154	ENSMUSG00000030335	Mrpl51	0.00136	0.0132	0.061	chr6	[125192209 125192434]	[125192516]	True	5' UTR	
25846	ENSMUSG00000025862	Stag2	0.00142	0.0137	0.162	chrX	[42149686 42150292 42150835 42151089]	[42201855]	True	5' UTR	
14775	ENSMUSG00000020515	Cnot8	0.00159	0.015	0.059	chr11	[58103213 58104209 58104349]	[58109556]	True	5' UTR	
28	ENSMUSG00000025935	Tram1	0.00159	0.015	0.059	chr1	[13572075]	[13573858 13576368]	False	CDS	
7277	ENSMUSG00000037174	Elf2	0.00173	0.0161	0.157	chr3	[51266867]	[51277205 51308050]	True	CDS	
20853	ENSMUSG00000028034	Fubp1	0.00176	0.0163	0.095	chr3	[152214068 152214888]	[152215592]	True	CDS	
7409	ENSMUSG00000068921	Dap3	0.00178	0.0164	0.075	chr3	[88942829]	[88949868 88950116 88950869]	True	CDS	
15066	ENSMUSG00000017421	Zfp207	0.00189	0.0172	0.053	chr11	[80391993 80393177]	[80394286]	True	CDS	
7329	ENSMUSG00000027829	Ccnl1	0.00194	0.0173	0.213	chr3	[65951555]	[65955130 65955204 65956853]	True	CDS	
14553	ENSMUSG00000000378	Ccm2	0.00206	0.0181	0.131	chr11	[6547030 6561242]	[6569964]	True	CDS	
2246	ENSMUSG00000020923	Ubtf	0.0021	0.0183	0.1	chr11	[102316474]	[102317582 102318848 102319324]	True	5' UTR	
10602	ENSMUSG00000063511	Snrnp70	0.00212	0.0183	0.064	chr7	[45394816]	[45395093 45395509]	True	5' UTR	
1229	ENSMUSG00000020248	Nfyb	0.00213	0.0183	0.051	chr10	[82761914]	[82763459 82764004]	True	5' UTR	
621	ENSMUSG00000040225	Prrc2c	0.00215	0.0183	0.088	chr1	[162720607]	[162721430 162721445]	True	CDS	
667	ENSMUSG00000026656	Fcgr2b	0.00237	0.0198	0.13	chr1	[170961234]	[170963325 170963409 170965702]	True	CDS	
21554	ENSMUSG00000028759	Hp1bp3	0.00238	0.0198	0.173	chr4	[138216741 138216800 138217295]	[138221526]	True	5' UTR	
3702	ENSMUSG00000059456	Ptk2b	0.00255	0.021	0.099	chr14	[66213553]	[66232213 66280883]	False	5' UTR	
6511	ENSMUSG00000036249	Rbm43	0.00291	0.0235	0.06	chr2	[51929850]	[51932400 51934832]	False	CDS	
8805	ENSMUSG00000037373	Ctbp1	0.00308	0.0247	0.054	chr5	[33267038]	[33269442 33274779]	True	CDS	
22678	ENSMUSG00000029771	Irf5	0.00321	0.0254	0.091	chr6	[29526775 29529484]	[29531126]	True	5' UTR	
9896	ENSMUSG00000030067	Foxp1	0.00335	0.0264	0.092	chr6	[99076046]	[99096144 99162839]	True	CDS	
13569	ENSMUSG00000026457	Adipor1	0.00344	0.0268	0.098	chr1	[134415586 134415990]	[134422921]	True	5' UTR	
15920	ENSMUSG00000021115	Vrk1	0.0036	0.0279	0.124	chr12	[106070616 106073679]	[106075007]	True	CDS	
397	ENSMUSG00000026281	Dtymk	0.00389	0.0297	0.1	chr1	[93798471]	[93798776 93800802]	True	CDS	
16192	ENSMUSG00000021488	Nsd1	0.00404	0.0306	0.21	chr13	[55211066 55211590 55211844 55212001 55212108]	[55213204]	False	5' UTR	
7918	ENSMUSG00000028459	Cd72	0.00488	0.036	0.075	chr4	[43453173]	[43453641 43454242]	True	CDS	
10957	ENSMUSG00000030766	Arhgap17	0.00512	0.0374	0.137	chr7	[123280117]	[123285420 123286498]	True	CDS	
14305	ENSMUSG00000015889	Lta4h	0.00533	0.0387	0.092	chr10	[93480787 93482333]	[93482962]	True	CDS	
1552	ENSMUSG00000001891	Ugp2	0.00565	0.0407	0.096	chr11	[21354407]	[21370187 21371015]	True	CDS	
17231	ENSMUSG00000008690	Ncaph2	0.0058	0.0413	0.097	chr15	[89355851 89355927 89355944]	[89360356]	True	CDS	
2469	ENSMUSG00000025144	Cenpx	0.00581	0.0413	0.054	chr11	[120711757]	[120711844 120713693]	False	CDS	
6513	ENSMUSG00000026946	Nmi	0.00594	0.0419	0.09	chr2	[51948777]	[51949984 51952442]	True	CDS	
11333	ENSMUSG00000065954	Tacc1	0.00601	0.0421	0.116	chr8	[25177995]	[25181823 25201122 25240794]	True	CDS	
14182	ENSMUSG00000019564	Arid3a	0.00626	0.0434	0.184	chr10	[79927257 79927401]	[79930635]	True	5' UTR	
19954	ENSMUSG00000027303	Ptpra	0.00641	0.044	0.101	chr2	[130504336 130509857]	[130517731]	True	CDS	
22371	ENSMUSG00000049327	Kmt5a	0.00669	0.0444	0.057	chr5	[124440016 124445729 124446085 124446910]	[124447214]	True	CDS	
8396	ENSMUSG00000003644	Rps6ka1	0.00674	0.0446	0.099	chr4	[133872004]	[133872844 133874608 133874883 133880917]	True	CDS	
19879	ENSMUSG00000023572	Ccndbp1	0.00702	0.0462	0.055	chr2	[121014019 121014664]	[121016131]	False	CDS	
268	ENSMUSG00000033159	Cnppd1	0.00753	0.0489	0.19	chr1	[75141504]	[75141700 75142058]	True	5' UTR	
