cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
20488	ENSMUSG00000028059	Arhgef2	3.23e-20	1.33e-18	0.725	chr3	[88616655 88621322]	[88629787]	True	CDS	
21429	ENSMUSG00000040690	Col16a1	6.25e-20	2.48e-18	0.476	chr4	[130080621 130081480]	[130083122]	True	CDS	
17748	ENSMUSG00000022744	Cldnd1	5.6e-19	2.14e-17	0.189	chr16	[58728085 58729224]	[58729438]	True	5' UTR	
857	ENSMUSG00000019820	Utrn	5.92e-19	2.19e-17	0.324	chr10	[12765333]	[12813446 12861568]	True	CDS	
10114	ENSMUSG00000015766	Eps8	1.18e-18	4.2e-17	0.325	chr6	[137539402]	[137570702 137591418]	True	5' UTR	
13953	ENSMUSG00000019978	Epb41l2	4.75e-18	1.64e-16	0.487	chr10	[25489094 25495592 25501632]	[25501824]	True	CDS	
10654	ENSMUSG00000052040	Klf13	6.27e-18	2.1e-16	0.142	chr7	[63891798]	[63936230 63937967]	True	CDS	
556	ENSMUSG00000006014	Prg4	1.85e-17	5.99e-16	0.252	chr1	[150456338]	[150457488 150458149 150460652]	True	CDS	
22281	ENSMUSG00000061288	Taok3	3.77e-17	1.19e-15	0.472	chr5	[117120340 117133776]	[117185527]	True	5' UTR	
23436	ENSMUSG00000040940	Arhgef1	1.14e-16	3.49e-15	0.418	chr7	[24918001 24919352]	[24919631]	True	CDS	
15702	ENSMUSG00000021000	Mia2	2.26e-16	6.73e-15	0.353	chr12	[59137787 59144771 59146363]	[59146847]	True	CDS	
4904	ENSMUSG00000002504	Slc9a3r2	7.24e-16	2.1e-14	0.16	chr17	[24642371]	[24644819 24647527]	True	CDS	
20026	ENSMUSG00000027455	Nsfl1c	1.11e-15	3.14e-14	0.308	chr2	[151500790 151502461]	[151503014]	True	CDS	
4033	ENSMUSG00000022565	Plec	2.28e-15	6.26e-14	0.21	chr15	[76194813]	[76195424 76197980 76199549 76205598 76229358]	True	CDS	
4755	ENSMUSG00000022951	Rcan1	4.16e-15	1.11e-13	0.274	chr16	[92397437]	[92399896 92465833]	True	CDS	
25404	ENSMUSG00000011958	Bnip2	9.49e-15	2.48e-13	0.318	chr9	[70003668 70004342]	[70007064]	True	CDS	
26117	ENSMUSG00000031342	Gpm6b	1.03e-14	2.63e-13	0.302	chrX	[166239137 166345082 166353685]	[166372638]	True	CDS	
9517	ENSMUSG00000004631	Sgce	1.07e-14	2.67e-13	0.145	chr6	[4689768]	[4690469 4691429]	True	CDS	
12345	ENSMUSG00000032366	Tpm1	1.89e-14	4.61e-13	0.198	chr9	[67031515]	[67031951 67032466]	True	CDS	
13434	ENSMUSG00000026305	Lrrfip1	1.95e-14	4.63e-13	0.326	chr1	[90998894 91053724]	[91068563]	True	CDS	
6026	ENSMUSG00000024990	Rbp4	5.49e-14	1.28e-12	0.434	chr19	[38124648]	[38124758 38124955]	True	CDS	
23792	ENSMUSG00000066406	Akap13	5.61e-13	1.28e-11	0.263	chr7	[75615049 75643465]	[75663412]	True	CDS	
21548	ENSMUSG00000057530	Ece1	2.6e-12	5.81e-11	0.413	chr4	[137862382 137913630]	[137913768]	True	5' UTR	
20405	ENSMUSG00000027763	Mbnl1	3.87e-12	8.44e-11	0.339	chr3	[60615774 60621459]	[60622146]	True	CDS	
1552	ENSMUSG00000001891	Ugp2	6.86e-12	1.47e-10	0.252	chr11	[21354407]	[21370187 21371015]	True	CDS	
20889	ENSMUSG00000028249	Sdcbp	1.22e-11	2.57e-10	0.065	chr4	[6365760 6365913 6365922 6367809]	[6377077]	True	5' UTR	
248	ENSMUSG00000026193	Fn1	1.74e-11	3.52e-10	0.248	chr1	[71612651]	[71613763 71615360]	True	CDS	
8129	ENSMUSG00000028559	Osbpl9	1.81e-11	3.59e-10	0.27	chr4	[109087486]	[109091661 109098503]	True	CDS	
20982	ENSMUSG00000073889	Il11ra1	2e-11	3.89e-10	0.175	chr4	[41760552 41762424]	[41763582]	True	5' UTR	
8130	ENSMUSG00000028559	Osbpl9	4.97e-11	9.49e-10	0.297	chr4	[109102593]	[109117895 109133744]	True	CDS	
16502	ENSMUSG00000025290	Rps24	2.24e-10	4.13e-09	0.141	chr14	[24493494 24495450]	[24495775]	True	CDS	
6562	ENSMUSG00000026970	Rbms1	2.9e-10	5.25e-09	0.21	chr2	[60842473]	[60881118 60962691]	True	CDS	
247	ENSMUSG00000026193	Fn1	3.4e-10	5.97e-09	0.095	chr1	[71602498]	[71603660 71604970]	True	CDS	
20797	ENSMUSG00000078578	Ube2d3	4.66e-10	7.91e-09	0.074	chr3	[135438353 135438433 135438699 135438865]	[135439644]	True	5' UTR	
24884	ENSMUSG00000031930	Wwp2	4.95e-10	8.28e-09	0.407	chr8	[107540799 107545347]	[107545444]	True	CDS	
20160	ENSMUSG00000017760	Ctsa	1.03e-09	1.69e-08	0.096	chr2	[164833197 164833851]	[164834030]	True	5' UTR	
13024	ENSMUSG00000025268	Maged2	1.29e-09	2.09e-08	0.227	chrX	[150812738]	[150813616 150814229]	True	5' UTR	
12264	ENSMUSG00000037206	Islr	1.31e-09	2.1e-08	0.208	chr9	[58158231]	[58158427 58158962]	True	5' UTR	
9667	ENSMUSG00000009281	Rarres2	1.57e-09	2.48e-08	0.263	chr6	[48572291]	[48572594 48572740]	True	5' UTR	
14331	ENSMUSG00000019943	Atp2b1	3.84e-09	5.96e-08	0.201	chr10	[98914794 98915372]	[98968694]	True	5' UTR	
3106	ENSMUSG00000025871	4833439L19Rik	4.39e-09	6.66e-08	0.271	chr13	[54561872]	[54564185 54565182]	True	CDS	
10023	ENSMUSG00000038521	C1s1	4.42e-09	6.66e-08	0.155	chr6	[124541489]	[124542188 124542193 124542198 124542268]	True	5' UTR	
3015	ENSMUSG00000060147	Serpinb6a	4.59e-09	6.82e-08	0.122	chr13	[33931647]	[33935569 33935573 33935619 33935627 33935922]	True	CDS	
3940	ENSMUSG00000022425	Enpp2	1.08e-08	1.59e-07	0.196	chr15	[54875761]	[54877776 54882130]	True	CDS	
22457	ENSMUSG00000005514	Por	1.93e-08	2.79e-07	0.12	chr5	[135716064 135726042]	[135728662]	True	CDS	
25020	ENSMUSG00000025810	Nrp1	2.33e-08	3.32e-07	0.118	chr8	[128480969 128480990]	[128487897]	False	CDS	
14880	ENSMUSG00000033066	Gas7	2.49e-08	3.51e-07	0.253	chr11	[67455775 67571351 67586816]	[67603108]	False	CDS	
1417	ENSMUSG00000090841	Myl6	3.39e-08	4.72e-07	0.11	chr10	[128491034]	[128491290 128491720 128492059]	True	CDS	
14810	ENSMUSG00000005417	Mprip	7.65e-08	1.05e-06	0.232	chr11	[59771703 59772218]	[59775516]	True	CDS	
14606	ENSMUSG00000020467	Efemp1	2.73e-07	3.65e-06	0.078	chr11	[28915781 28916970]	[28921403]	True	CDS	
14175	ENSMUSG00000006498	Ptbp1	3.07e-07	4.01e-06	0.168	chr10	[79859956 79860195]	[79860824]	True	CDS	
5645	ENSMUSG00000038059	Smim3	3.8e-07	4.9e-06	0.064	chr18	[60475586]	[60499314 60501393]	False	5' UTR	
10991	ENSMUSG00000030695	Aldoa	5.22e-07	6.64e-06	0.077	chr7	[126797777]	[126797974 126799045 126800002 126800288]	True	CDS	
4684	ENSMUSG00000022747	St3gal6	1.21e-06	1.52e-05	0.345	chr16	[58507615]	[58523076 58523317 58523502]	True	5' UTR	
18023	ENSMUSG00000046711	Hmga1	1.83e-06	2.2e-05	0.224	chr17	[27556712 27556750 27557067]	[27559533]	True	5' UTR	
13941	ENSMUSG00000019970	Sgk1	1.87e-06	2.23e-05	0.136	chr10	[21994182 21994826]	[21994966]	True	CDS	
13009	ENSMUSG00000031431	Tsc22d3	1.91e-06	2.24e-05	0.113	chrX	[140542157]	[140542846 140598128]	True	CDS	
641	ENSMUSG00000026566	Mpzl1	3.03e-06	3.49e-05	0.111	chr1	[165593678]	[165601750 165604610]	True	CDS	
21098	ENSMUSG00000059810	Rgs3	4.49e-06	5.11e-05	0.354	chr4	[62697333 62699895]	[62699998]	True	CDS	
18127	ENSMUSG00000041881	Ndufa7	4.91e-06	5.53e-05	0.062	chr17	[33824681 33825651]	[33829667]	True	CDS	
2795	ENSMUSG00000033713	Foxn3	5.71e-06	6.37e-05	0.239	chr12	[99388918]	[99392752 99450025]	True	5' UTR	
23252	ENSMUSG00000016487	Ppfibp1	6.04e-06	6.66e-05	0.347	chr6	[146998282 146999695]	[147000941]	True	CDS	
23486	ENSMUSG00000004056	Akt2	6.25e-06	6.82e-05	0.154	chr7	[27591880 27597256]	[27608623]	True	5' UTR	
3229	ENSMUSG00000021585	Cast	8e-06	8.65e-05	0.127	chr13	[74748244]	[74748805 74754311]	True	CDS	
3413	ENSMUSG00000021814	Anxa7	8.11e-06	8.68e-05	0.101	chr14	[20473330]	[20479780 20479895]	True	5' UTR	
7981	ENSMUSG00000038668	Lpar1	9.34e-06	9.89e-05	0.162	chr4	[58504782]	[58553101 58553134 58553730]	True	5' UTR	
3941	ENSMUSG00000022425	Enpp2	1.09e-05	0.000114	0.173	chr15	[54919699]	[54919929 54952548]	True	CDS	
25059	ENSMUSG00000058173	Smco4	1.15e-05	0.000119	0.198	chr9	[15493630 15494150]	[15525628]	False	5' UTR	
13952	ENSMUSG00000019978	Epb41l2	1.18e-05	0.000122	0.122	chr10	[25359982 25437155]	[25441573]	False	5' UTR	
21694	ENSMUSG00000029064	Gnb1	1.67e-05	0.00017	0.1	chr4	[155491581 155515680]	[155527413]	True	5' UTR	
12803	ENSMUSG00000016534	Lamp2	1.82e-05	0.000184	0.099	chrX	[38405572]	[38421641 38424267]	False	CDS	
23132	ENSMUSG00000038451	Spsb2	2e-05	0.0002	0.309	chr6	[124808796 124809031]	[124809227]	False	5' UTR	
1893	ENSMUSG00000018920	Cxcl16	2.1e-05	0.000208	0.077	chr11	[70456063]	[70458076 70458745]	False	CDS	
284	ENSMUSG00000026209	Dnpep	2.27e-05	0.000222	0.251	chr1	[75316804]	[75316891 75317335]	True	CDS	
9117	ENSMUSG00000029505	Ep400	2.77e-05	0.000269	0.342	chr5	[110739682]	[110740182 110741970]	True	CDS	
4062	ENSMUSG00000033565	Rbfox2	2.91e-05	0.00028	0.336	chr15	[77132942]	[77153530 77231387]	True	CDS	
2035	ENSMUSG00000018648	Dusp14	3.03e-05	0.000287	0.199	chr11	[84050921]	[84066985 84068270 84068481]	True	5' UTR	
17660	ENSMUSG00000022708	Zbtb20	4.03e-05	0.000379	0.131	chr16	[43146944 43193539 43232821 43236078 43283006]	[43302569]	True	5' UTR	
5430	ENSMUSG00000024150	Mcfd2	4.84e-05	0.000447	0.138	chr17	[87258090]	[87258750 87265792 87265835]	True	5' UTR	
25105	ENSMUSG00000033335	Dnm2	4.89e-05	0.000447	0.206	chr9	[21489795 21490670]	[21494504]	True	CDS	
21771	ENSMUSG00000029004	Kmt2e	6e-05	0.000544	0.104	chr5	[23434784 23446599]	[23450152]	True	5' UTR	
431	ENSMUSG00000026389	Steap3	7.72e-05	0.000682	0.264	chr1	[120244268]	[120258761 120265232]	False	CDS	
1055	ENSMUSG00000019947	Arid5b	8.04e-05	0.000705	0.095	chr10	[68135107]	[68136486 68186026]	True	CDS	
9721	ENSMUSG00000029780	Nt5c3	8.2e-05	0.000714	0.262	chr6	[56892889]	[56897775 56923672]	True	CDS	
26096	ENSMUSG00000040990	Sh3kbp1	8.68e-05	0.000749	0.231	chrX	[159828580 159840612]	[159865325]	True	CDS	
18602	ENSMUSG00000024381	Bin1	9.37e-05	0.000802	0.216	chr18	[32424968 32431743]	[32431983]	True	CDS	
2848	ENSMUSG00000056770	Setd3	0.000101	0.000855	0.204	chr12	[108158349]	[108160233 108162973]	True	CDS	
13431	ENSMUSG00000044337	Ackr3	0.000127	0.00107	0.055	chr1	[90204088 90209871]	[90213795]	True	5' UTR	
21232	ENSMUSG00000028552	Eps15	0.000128	0.00107	0.282	chr4	[109321218 109321326]	[109322070]	True	CDS	
10092	ENSMUSG00000030189	Ybx3	0.000147	0.00122	0.079	chr6	[131370415]	[131375974 131379358]	True	CDS	
21428	ENSMUSG00000040690	Col16a1	0.000183	0.00151	0.291	chr4	[130072886 130073117]	[130073240]	True	CDS	
15700	ENSMUSG00000021000	Mia2	0.000215	0.00174	0.172	chr12	[59129897 59131605]	[59136064]	True	CDS	
13138	ENSMUSG00000025776	Crispld1	0.000223	0.00178	0.107	chr1	[17727135 17727764]	[17728594]	True	5' UTR	
23794	ENSMUSG00000066406	Akap13	0.000224	0.00178	0.147	chr7	[75677480 75679874 75683460]	[75685117]	True	CDS	
6514	ENSMUSG00000026946	Nmi	0.000247	0.00194	0.227	chr2	[51960661]	[51972588 51972909]	True	5' UTR	
16786	ENSMUSG00000022106	Rcbtb2	0.000266	0.00208	0.306	chr14	[73142594 73143189]	[73151533]	True	5' UTR	
19459	ENSMUSG00000054766	Set	0.000301	0.00233	0.087	chr2	[30062281 30066894]	[30068269]	True	CDS	
14952	ENSMUSG00000018449	Rpain	0.000311	0.00239	0.215	chr11	[70973076 70975041]	[70977658]	True	CDS	
253	ENSMUSG00000055322	Tns1	0.000327	0.0025	0.296	chr1	[73953951]	[73962911 73980914]	True	CDS	
1394	ENSMUSG00000025402	Nab2	0.00033	0.0025	0.219	chr10	[127661780]	[127662731 127663132]	True	CDS	
22145	ENSMUSG00000029313	Aff1	0.000335	0.00252	0.218	chr5	[103715406 103754346]	[103783124]	True	5' UTR	
5617	ENSMUSG00000024501	Dpysl3	0.000374	0.0028	0.13	chr18	[43363592]	[43392990 43437830]	True	CDS	
18189	ENSMUSG00000007039	Ddah2	0.000401	0.00298	0.11	chr17	[35059273 35059965]	[35060103]	True	5' UTR	
10887	ENSMUSG00000005610	Eif4g2	0.000434	0.00321	0.058	chr7	[111075713]	[111076280 111076696]	True	CDS	
19228	ENSMUSG00000024985	Tcf7l2	0.000663	0.00482	0.131	chr19	[55743198 55755083]	[55817764]	True	CDS	
1672	ENSMUSG00000020358	Hnrnpab	0.000779	0.00563	0.065	chr11	[51601479]	[51601750 51602593]	True	CDS	
14092	ENSMUSG00000037876	Jmjd1c	0.000786	0.00565	0.17	chr10	[67158072 67186312]	[67189736]	True	CDS	
24929	ENSMUSG00000034390	Cmip	0.000797	0.00569	0.149	chr8	[117385009 117410683]	[117411261]	False	CDS	
1210	ENSMUSG00000055053	Nfic	0.000834	0.00591	0.104	chr10	[81401072]	[81403352 81404824]	True	CDS	
19066	ENSMUSG00000024921	Smarca2	0.000975	0.00682	0.157	chr19	[26720948 26749948]	[26751824]	True	CDS	
3139	ENSMUSG00000015937	Macroh2a1	0.00107	0.00742	0.118	chr13	[56084286]	[56088252 56089758]	True	CDS	
21635	ENSMUSG00000039953	Clstn1	0.00114	0.0078	0.185	chr4	[149614173 149626117]	[149627212]	True	CDS	
18766	ENSMUSG00000053477	Tcf4	0.00118	0.008	0.057	chr18	[69564685 69593585 69593993]	[69633577]	True	CDS	
5607	ENSMUSG00000024431	Nr3c1	0.00119	0.008	0.065	chr18	[39424500]	[39428614 39428617]	True	CDS	
20406	ENSMUSG00000027763	Mbnl1	0.0012	0.00804	0.129	chr3	[60615774 60622241]	[60625124]	True	CDS	
9273	ENSMUSG00000029478	Ncor2	0.00133	0.00882	0.176	chr5	[125124981]	[125140833 125153607]	False	5' UTR	
15896	ENSMUSG00000064215	Ifi27	0.00136	0.00897	0.074	chr12	[103436683 103437525]	[103437676]	True	CDS	
10584	ENSMUSG00000019539	Rcn3	0.00137	0.00902	0.073	chr7	[45091689]	[45092096 45092105 45092160]	True	5' UTR	
21966	ENSMUSG00000039191	Rbpj	0.0014	0.00911	0.14	chr5	[53590487 53590725]	[53627383]	True	CDS	
21552	ENSMUSG00000028760	Eif4g3	0.00145	0.00936	0.172	chr4	[138082989 138087566]	[138096752]	True	CDS	
15856	ENSMUSG00000047414	Flrt2	0.00146	0.00936	0.198	chr12	[95692616 95695979]	[95778507]	True	5' UTR	
7923	ENSMUSG00000028464	Tpm2	0.00148	0.00945	0.163	chr4	[43518465]	[43518644 43519003]	True	CDS	
10548	ENSMUSG00000008140	Emc10	0.00156	0.00988	0.095	chr7	[44490971]	[44491163 44491955]	True	CDS	
25753	ENSMUSG00000000134	Tfe3	0.0016	0.0101	0.175	chrX	[7763061 7763999]	[7765507]	True	CDS	
17324	ENSMUSG00000037003	Tns2	0.00168	0.0105	0.16	chr15	[102100553 102103162]	[102104530]	True	CDS	
2804	ENSMUSG00000021186	Fbln5	0.00182	0.0113	0.106	chr12	[101814597]	[101818233 101818734]	True	CDS	
21894	ENSMUSG00000029106	Add1	0.00184	0.0113	0.111	chr5	[34620135 34620919]	[34625279]	True	CDS	
6158	ENSMUSG00000025085	Ablim1	0.00184	0.0113	0.222	chr19	[57083604]	[57118752 57132862]	True	CDS	
1376	ENSMUSG00000040462	Os9	0.00185	0.0113	0.123	chr10	[127096743]	[127096915 127097932]	True	CDS	
9032	ENSMUSG00000035325	Sec31a	0.00212	0.0128	0.129	chr5	[100368353]	[100373380 100373425 100375208]	False	CDS	
8614	ENSMUSG00000029048	Rer1	0.00234	0.014	0.085	chr4	[155082755]	[155083109 155086205]	True	5' UTR	
2801	ENSMUSG00000041846	Ppp4r3a	0.00235	0.014	0.224	chr12	[101051663]	[101053429 101053468]	True	CDS	
10379	ENSMUSG00000002602	Axl	0.00245	0.0146	0.103	chr7	[25770766]	[25773099 25773343 25774515]	True	CDS	
9778	ENSMUSG00000055799	Tcf7l1	0.00247	0.0146	0.175	chr6	[72634233]	[72648801 72649120]	True	CDS	
16127	ENSMUSG00000054728	Phactr1	0.00253	0.0149	0.226	chr13	[42866488 42916868]	[42956617]	True	CDS	
10810	ENSMUSG00000030706	Mrpl48	0.00261	0.0153	0.125	chr7	[100574515]	[100582990 100607891]	True	CDS	
24288	ENSMUSG00000025511	Tspan4	0.00266	0.0154	0.146	chr7	[141475498 141476479]	[141482487]	True	5' UTR	
17662	ENSMUSG00000022708	Zbtb20	0.00267	0.0155	0.103	chr16	[43302616 43363177 43363973]	[43462947]	True	5' UTR	
20252	ENSMUSG00000000827	Tpd52l2	0.0027	0.0155	0.1	chr2	[181502054 181502936]	[181508166]	True	CDS	
5043	ENSMUSG00000024042	Sik1	0.00276	0.0157	0.102	chr17	[31854325]	[31854894 31855672]	True	CDS	
15796	ENSMUSG00000010608	Rbm25	0.00278	0.0157	0.143	chr12	[83632418 83642520]	[83642629]	True	5' UTR	
2469	ENSMUSG00000025144	Cenpx	0.00284	0.016	0.099	chr11	[120711757]	[120711844 120713693]	False	CDS	
11483	ENSMUSG00000036180	Gatad2a	0.00286	0.016	0.161	chr8	[69950755]	[69974090 69995943]	True	5' UTR	
14342	ENSMUSG00000019907	Ppp1r12a	0.00302	0.0168	0.184	chr10	[108251945 108252925]	[108253325]	True	CDS	
17821	ENSMUSG00000040785	Ttc3	0.00304	0.0169	0.175	chr16	[94403369 94408717]	[94409684]	True	CDS	
2346	ENSMUSG00000041629	Fam104a	0.00312	0.0171	0.074	chr11	[113677404]	[113683588 113683862]	False	CDS	
17146	ENSMUSG00000047888	Tnrc6b	0.00338	0.0184	0.157	chr15	[80784807 80798805]	[80858681]	True	CDS	
11162	ENSMUSG00000038650	Rnh1	0.00339	0.0184	0.081	chr7	[141166788]	[141168676 141172742]	True	CDS	
25461	ENSMUSG00000034252	Senp6	0.00358	0.0192	0.147	chr9	[80093642 80098907]	[80103694]	True	CDS	
8805	ENSMUSG00000037373	Ctbp1	0.00358	0.0192	0.066	chr5	[33267038]	[33269442 33274779]	True	CDS	
17309	ENSMUSG00000023034	Nr4a1	0.0037	0.0196	0.191	chr15	[101254352 101254655]	[101258308]	False	5' UTR	
16545	ENSMUSG00000042323	Pbrm1	0.00386	0.0202	0.131	chr14	[31019294 31022860 31023180]	[31025498]	True	5' UTR	
13391	ENSMUSG00000026150	Mff	0.00434	0.0225	0.142	chr1	[82735508 82747143]	[82750520]	True	CDS	
3149	ENSMUSG00000005312	Ubqln1	0.00447	0.0231	0.141	chr13	[58179669]	[58180822 58183182]	True	CDS	
10387	ENSMUSG00000061479	Snrpa	0.00497	0.0254	0.122	chr7	[27195557]	[27195991 27195994]	True	5' UTR	
12385	ENSMUSG00000032228	Tcf12	0.00499	0.0254	0.218	chr9	[71885289]	[71895930 71917005]	True	CDS	
782	ENSMUSG00000056050	Mia3	0.00499	0.0254	0.173	chr1	[183344386]	[183345186 183350964]	True	CDS	
22904	ENSMUSG00000034930	Rtkn	0.00508	0.0257	0.215	chr6	[83136060 83138247]	[83145931]	True	CDS	
20355	ENSMUSG00000037211	Spry1	0.00617	0.031	0.154	chr3	[37640106 37640809]	[37642555]	False	5' UTR	
2136	ENSMUSG00000038615	Nfe2l1	0.00665	0.0331	0.108	chr11	[96828224]	[96829411 96829819]	True	5' UTR	
17339	ENSMUSG00000023048	Prr13	0.0067	0.0332	0.093	chr15	[102459256 102459582]	[102460108]	True	5' UTR	
11333	ENSMUSG00000065954	Tacc1	0.00703	0.0346	0.147	chr8	[25177995]	[25181823 25201122 25240794]	True	CDS	
18725	ENSMUSG00000024576	Csnk1a1	0.00772	0.0379	0.109	chr18	[61580452 61580488]	[61587426]	True	CDS	
6687	ENSMUSG00000027239	Mdk	0.00815	0.0397	0.122	chr2	[91931449]	[91931694 91931930]	True	5' UTR	
9196	ENSMUSG00000042726	Trafd1	0.00836	0.0405	0.147	chr5	[121384105]	[121385309 121385525]	True	5' UTR	
21423	ENSMUSG00000028788	Ptp4a2	0.00846	0.0408	0.079	chr4	[129820602 129820800]	[129838978]	True	5' UTR	
10794	ENSMUSG00000070436	Serpinh1	0.00872	0.0417	0.05	chr7	[99349465]	[99351824 99352882 99352887 99353053]	True	5' UTR	
24424	ENSMUSG00000031565	Fgfr1	0.00874	0.0417	0.066	chr8	[25532429 25555775]	[25557731]	True	CDS	
10892	ENSMUSG00000030772	Dkk3	0.00898	0.0427	0.063	chr7	[112121683]	[112148961 112150611]	False	CDS	
15151	ENSMUSG00000024414	Mrpl27	0.00914	0.0433	0.075	chr11	[94653842 94656619]	[94656983]	False	CDS	
5497	ENSMUSG00000037013	Ss18	0.00926	0.0435	0.097	chr18	[14636619]	[14637392 14640257]	True	CDS	
19216	ENSMUSG00000025025	Mxi1	0.00934	0.0436	0.178	chr19	[53310974 53329721]	[53331351]	True	CDS	
3083	ENSMUSG00000037960	Card19	0.0105	0.0484	0.072	chr13	[49208147]	[49210089 49215754 49215937]	True	CDS	
18795	ENSMUSG00000034006	Slc66a2	0.0108	0.0497	0.145	chr18	[80256319 80256404]	[80256782]	True	5' UTR	
