cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
3165	ENSMUSG00000021556	Golm1	2.74e-34	2.11e-32	0.085	chr13	[59665677]	[59674314 59674961 59675727]	False	5' UTR	
18644	ENSMUSG00000046727	Cystm1	1.09e-32	8.23e-31	0.257	chr18	[36366742 36391139]	[36393196]	False	CDS	
13424	ENSMUSG00000070738	Dgkd	1.22e-32	9.04e-31	0.551	chr1	[87881940 87909376]	[87915100]	False	CDS	
9388	ENSMUSG00000025856	Pdgfa	3.42e-32	2.43e-30	0.217	chr5	[138977228]	[138978622 138979146]	True	CDS	
21484	ENSMUSG00000012123	Crybg2	4.820000000000001e-31	3.26e-29	0.324	chr4	[134065955 134066974 134068537]	[134072430]	False	CDS	
3529	ENSMUSG00000058690	Ccser2	4.86e-31	3.26e-29	0.494	chr14	[36918597]	[36919225 36926839]	True	CDS	
12459	ENSMUSG00000049493	Pls1	6.37e-31	4.19e-29	0.115	chr9	[95795867]	[95815246 95845171]	True	5' UTR	
4260	ENSMUSG00000023031	Cela1	3.33e-30	2.15e-28	0.147	chr15	[100675474]	[100679003 100681143 100682887]	True	CDS	
8872	ENSMUSG00000029086	Prom1	3.9199999999999995e-30	2.49e-28	0.225	chr5	[43995115]	[44000777 44001270 44001786]	True	CDS	
23132	ENSMUSG00000038451	Spsb2	4.08e-30	2.54e-28	0.295	chr6	[124808780 124808796 124808956 124809031]	[124809227]	False	5' UTR	
20447	ENSMUSG00000028082	Sh3d19	4.86e-30	2.98e-28	0.243	chr3	[85971425 86011845]	[86040826]	False	CDS	
7593	ENSMUSG00000040774	Cept1	5.6199999999999996e-30	3.39e-28	0.207	chr3	[106505853]	[106512803 106520009 106531137]	True	CDS	
15959	ENSMUSG00000021282	Eif5	2.3600000000000002e-29	1.4000000000000002e-27	0.083	chr12	[111538549 111538948 111539153]	[111539408]	True	5' UTR	
24317	ENSMUSG00000000154	Slc22a18	3.5200000000000003e-29	2.0500000000000003e-27	0.252	chr7	[143473838 143475239]	[143476070]	True	5' UTR	
16841	ENSMUSG00000033060	Lmo7	3.65e-29	2.1e-27	0.225	chr14	[101840979 101869551]	[101875452]	True	CDS	
12093	ENSMUSG00000032038	St3gal4	4.31e-29	2.4400000000000003e-27	0.634	chr9	[35055650]	[35106575 35116698 35119003]	True	CDS	
25463	ENSMUSG00000033577	Myo6	1.1599999999999999e-28	6.4500000000000004e-27	0.42	chr9	[80292518 80293975 80296682]	[80299146]	False	CDS	
15027	ENSMUSG00000000631	Myo18a	1.63e-28	8.95e-27	0.344	chr11	[77763380 77765717]	[77777235]	True	5' UTR	
21665	ENSMUSG00000028937	Acot7	4.89e-28	2.64e-26	0.178	chr4	[152174436 152178341 152199958 152200090]	[152206764]	True	5' UTR	
1203	ENSMUSG00000034917	Tjp3	1.21e-27	6.42e-26	0.139	chr10	[81283740]	[81285601 81291048 81291464]	True	5' UTR	
22985	ENSMUSG00000030096	Slc6a6	1.2200000000000002e-27	6.42e-26	0.256	chr6	[91699033 91705978]	[91723282]	False	5' UTR	
1873	ENSMUSG00000078812	Eif5a	5.4000000000000005e-27	2.75e-25	0.059	chr11	[69919337]	[69919449 69920341 69920781 69920801 69921024 69921163 69921187]	True	5' UTR	
22882	ENSMUSG00000056737	Capg	2.7100000000000004e-26	1.3499999999999999e-24	0.262	chr6	[72544467 72549502]	[72555273]	True	5' UTR	
24283	ENSMUSG00000048200	Cracr2b	2.86e-26	1.3999999999999999e-24	0.629	chr7	[141461190 141461934]	[141463384]	True	5' UTR	
22281	ENSMUSG00000061288	Taok3	1.13e-25	5.44e-24	0.276	chr5	[117120340 117133776]	[117185527]	True	5' UTR	
12539	ENSMUSG00000040813	Tex264	2.7e-25	1.29e-23	0.218	chr9	[106684996]	[106685244 106685635 106685835]	True	5' UTR	
19885	ENSMUSG00000000308	Ckmt1	2.8499999999999997e-25	1.34e-23	0.072	chr2	[121357860 121357949]	[121358796]	True	5' UTR	
11111	ENSMUSG00000030986	Dhx32	4.18e-25	1.94e-23	0.256	chr7	[133759914]	[133776602 133782668]	True	5' UTR	
3582	ENSMUSG00000004558	Ndrg2	4.26e-25	1.9499999999999997e-23	0.261	chr14	[51910786]	[51911086 51911466]	True	CDS	
9625	ENSMUSG00000029922	Mkrn1	5.88e-25	2.6599999999999997e-23	0.109	chr6	[39410217]	[39419840 39419889 39420099]	True	CDS	
21698	ENSMUSG00000029063	Nadk	1.2199999999999999e-24	5.429999999999999e-23	0.075	chr4	[155579395 155583205]	[155584137]	False	CDS	
23062	ENSMUSG00000000440	Pparg	1.43e-24	6.33e-23	0.218	chr6	[115361118 115361234 115361371 115362418]	[115383679]	False	5' UTR	
24768	ENSMUSG00000056608	Chd9	2.1599999999999998e-23	9.31e-22	0.356	chr8	[90933863 90955330 90955683]	[90956383]	True	CDS	
23175	ENSMUSG00000030364	Clec2h	2.3499999999999997e-23	1.0000000000000001e-21	0.126	chr6	[128659121 128662533]	[128670781]	False	5' UTR	
18209	ENSMUSG00000091705	H2-Q2	6.019999999999999e-23	2.5300000000000003e-21	0.097	chr17	[35343389 35343615]	[35344755]	False	CDS	
23977	ENSMUSG00000036528	Ppfibp2	7.189999999999999e-23	2.9900000000000004e-21	0.297	chr7	[107681855 107685758]	[107685860]	False	CDS	
4542	ENSMUSG00000090214	Gm15657	9.339999999999999e-23	3.84e-21	0.668	chr16	[33786419]	[33786923 33794252]	False	Non-coding	
4764	ENSMUSG00000022940	Pigp	1.15e-22	4.66e-21	0.154	chr16	[94370193]	[94370366 94370605 94370741 94370895 94371744]	True	CDS	
3601	ENSMUSG00000000958	Slc7a7	2.15e-22	8.64e-21	0.284	chr14	[54409049]	[54409250 54409853 54410078 54410153 54413880]	True	5' UTR	
20506	ENSMUSG00000042747	Krtcap2	2.81e-22	1.12e-20	0.061	chr3	[89238256 89243953 89246516 89246594]	[89246778]	True	5' UTR	
10730	ENSMUSG00000030629	Zfand6	3.49e-22	1.37e-20	0.066	chr7	[84634410]	[84652882 84679310 84689746]	True	5' UTR	
9032	ENSMUSG00000035325	Sec31a	5.19e-22	2.02e-20	0.318	chr5	[100368353]	[100369596 100373380 100373425]	False	CDS	
14906	ENSMUSG00000070394	Tmem256	7.53e-22	2.9e-20	0.114	chr11	[69838574 69838599 69838650]	[69838920]	True	CDS	
1612	ENSMUSG00000042032	Mat2b	1.94e-21	7.39e-20	0.174	chr11	[40687796]	[40692478 40694803]	True	CDS	
17585	ENSMUSG00000022791	Tnk2	2.6200000000000003e-21	9.88e-20	0.457	chr16	[32671634 32673236 32673281]	[32675522]	True	CDS	
17539	ENSMUSG00000022884	Eif4a2	3.1800000000000004e-21	1.18e-19	0.13	chr16	[23111897 23112458 23112462]	[23113167]	False	CDS	
21308	ENSMUSG00000006390	Elovl1	3.94e-21	1.43e-19	0.09	chr4	[118428216 118429831]	[118430496]	True	5' UTR	
22954	ENSMUSG00000029993	Nfu1	1.59e-20	5.69e-19	0.072	chr6	[87023189 87025122]	[87025486]	False	CDS	
14240	ENSMUSG00000035011	Zbtb7a	1.91e-20	6.79e-19	0.115	chr10	[81135523 81135592 81136660 81136700 81138071]	[81143962]	True	5' UTR	
15700	ENSMUSG00000021000	Mia2	2.39e-20	8.39e-19	0.218	chr12	[59129897 59131605]	[59136064]	True	CDS	
21649	ENSMUSG00000028967	Errfi1	4.8e-20	1.64e-18	0.251	chr4	[150854106 150855272 150863550]	[150865075]	True	5' UTR	
8585	ENSMUSG00000028943	Espn	4.84e-20	1.64e-18	0.195	chr4	[152128554]	[152128770 152129612 152130769]	True	CDS	
10145	ENSMUSG00000030265	Kras	5.6e-20	1.86e-18	0.203	chr6	[145220725]	[145225074 145232095]	True	CDS	
8207	ENSMUSG00000028538	St3gal3	1.43e-19	4.55e-18	0.438	chr4	[118107694]	[118117566 118134390 118134404 118134734]	False	5' UTR	
1999	ENSMUSG00000001123	Lgals9	2.88e-19	8.98e-18	0.065	chr11	[78976702]	[78977669 78984778]	False	CDS	
15702	ENSMUSG00000021000	Mia2	3.29e-19	1.02e-17	0.129	chr12	[59137787 59144771 59146363]	[59146847]	True	CDS	
25408	ENSMUSG00000033543	Gtf2a2	3.92e-19	1.2e-17	0.082	chr9	[70019516 70020544]	[70022437]	False	CDS	
15405	ENSMUSG00000057322	Rpl38	4.33e-19	1.32e-17	0.075	chr11	[114668610 114668627 114668686]	[114668781]	True	5' UTR	
18034	ENSMUSG00000002250	Ppard	5.8e-19	1.75e-17	0.341	chr17	[28237096 28272245]	[28286261]	True	5' UTR	
22371	ENSMUSG00000049327	Kmt5a	1.05e-18	3.14e-17	0.144	chr5	[124440016 124445729 124446085 124446910]	[124447214]	True	CDS	
4518	ENSMUSG00000022781	Pak2	1.12e-18	3.32e-17	0.191	chr16	[32052384]	[32052615 32078627 32078746 32078833 32079088]	False	5' UTR	
13472	ENSMUSG00000026280	Atg4b	4.21e-18	1.21e-16	0.218	chr1	[93755055 93755457]	[93768053]	True	CDS	
15460	ENSMUSG00000020778	Ten1	5.14e-18	1.45e-16	0.209	chr11	[116204980 116205769 116205774 116211047]	[116214839]	True	CDS	
22456	ENSMUSG00000005514	Por	7.89e-18	2.21e-16	0.058	chr5	[135670117 135689253]	[135715872]	True	5' UTR	
10999	ENSMUSG00000060538	Tmem219	9.64e-18	2.68e-16	0.321	chr7	[126897228]	[126898224 126898797]	True	CDS	
3591	ENSMUSG00000060373	Hnrnpc	5.77e-17	1.55e-15	0.098	chr14	[52084392]	[52097322 52098015 52103889]	True	5' UTR	
2751	ENSMUSG00000021236	Entpd5	8.48e-17	2.26e-15	0.108	chr12	[84396959]	[84399340 84400830 84405406]	True	CDS	
9139	ENSMUSG00000051339	2900026A02Rik	1.15e-16	3.04e-15	0.354	chr5	[113193908]	[113219405 113221211]	False	5' UTR	
10369	ENSMUSG00000074272	Ceacam1	1.22e-16	3.2e-15	0.082	chr7	[25472074]	[25473798 25474520 25476344]	True	CDS	
9839	ENSMUSG00000029994	Anxa4	1.37e-16	3.57e-15	0.067	chr6	[86765808]	[86774949 86790894 86792993 86793509]	True	5' UTR	
20449	ENSMUSG00000028082	Sh3d19	1.72e-16	4.44e-15	0.275	chr3	[86075189 86078985]	[86080395]	True	CDS	
5346	ENSMUSG00000024096	Ralbp1	1.8e-16	4.62e-15	0.148	chr17	[65867831]	[65884222 65884678 65885186]	True	5' UTR	
14828	ENSMUSG00000042569	Dhrs7b	2.01e-16	5.12e-15	0.065	chr11	[60851959 60852512]	[60855700]	False	CDS	
1493	ENSMUSG00000049680	Urgcp	2.17e-16	5.5e-15	0.407	chr11	[5726858]	[5741097 5761881]	True	CDS	
1339	ENSMUSG00000034024	Cct2	2.44e-16	6.14e-15	0.123	chr10	[117063051]	[117063160 117063706]	True	CDS	
1844	ENSMUSG00000018736	Ndel1	2.52e-16	6.3e-15	0.158	chr11	[68845425]	[68852942 68859923]	True	5' UTR	
16655	ENSMUSG00000040997	Abhd4	3.11e-16	7.72e-15	0.224	chr14	[54254472 54259320]	[54261626]	True	5' UTR	
1998	ENSMUSG00000001123	Lgals9	5.72e-16	1.41e-14	0.185	chr11	[78968034]	[78969714 78971317]	True	CDS	
4259	ENSMUSG00000053559	Smagp	6.48e-16	1.59e-14	0.079	chr15	[100636256]	[100636559 100636749]	True	5' UTR	
16988	ENSMUSG00000022419	Deptor	1.23e-15	2.97e-14	0.069	chr15	[55112620 55133561]	[55149341]	True	CDS	
1756	ENSMUSG00000020444	Guk1	1.54e-15	3.69e-14	0.091	chr11	[59186888]	[59187703 59187707 59191751]	True	CDS	
11162	ENSMUSG00000038650	Rnh1	2.37e-15	5.63e-14	0.134	chr7	[141166788]	[141168574 141168676 141172742]	True	CDS	
17108	ENSMUSG00000071711	Mpst	2.99e-15	7.08e-14	0.141	chr15	[78406745 78406829 78406864 78407031 78407271 78409945]	[78410043]	False	5' UTR	
5887	ENSMUSG00000024969	Mark2	5.46e-15	1.28e-13	0.229	chr19	[7290783]	[7295038 7341168 7341767]	True	CDS	
15512	ENSMUSG00000025371	Chmp6	6.05e-15	1.41e-13	0.077	chr11	[119913553 119913938]	[119915413]	True	5' UTR	
16218	ENSMUSG00000050002	Idnk	7.53e-15	1.75e-13	0.17	chr13	[58160239 58160781 58162882]	[58163433]	True	CDS	
18166	ENSMUSG00000034254	Agpat1	1.07e-14	2.45e-13	0.178	chr17	[34606172 34609077]	[34610445]	True	5' UTR	
13930	ENSMUSG00000039835	Nhsl1	2.72e-14	6.16e-13	0.264	chr10	[18408515 18470166]	[18472919]	True	CDS	
19459	ENSMUSG00000054766	Set	2.33e-13	5.11e-12	0.125	chr2	[30062281 30062776 30066894]	[30068269]	True	CDS	
9777	ENSMUSG00000055799	Tcf7l1	3.08e-13	6.67e-12	0.309	chr6	[72630032]	[72630466 72631012]	False	CDS	
16825	ENSMUSG00000036461	Elf1	3.89e-13	8.38e-12	0.202	chr14	[79481638 79515345 79515771]	[79536123]	True	5' UTR	
9035	ENSMUSG00000035325	Sec31a	4.68e-13	1e-11	0.192	chr5	[100386204]	[100388534 100389068 100390759]	True	CDS	
21309	ENSMUSG00000006390	Elovl1	7.21e-13	1.54e-11	0.085	chr4	[118430556 118430906]	[118431063]	True	CDS	
25451	ENSMUSG00000009828	Cilk1	8.05e-13	1.68e-11	0.248	chr9	[78109482 78113456]	[78131295]	True	5' UTR	
26070	ENSMUSG00000041133	Smc1a	8.83e-13	1.84e-11	0.136	chrX	[152016641 152023152]	[152026238]	True	CDS	
20237	ENSMUSG00000023393	Slc17a9	1.11e-12	2.3e-11	0.152	chr2	[180732008 180732078]	[180732433]	True	CDS	
22683	ENSMUSG00000029772	Ahcyl2	1.47e-12	3.01e-11	0.133	chr6	[29768907 29854140]	[29863143]	True	CDS	
14036	ENSMUSG00000019920	Lims1	2.5e-12	5.09e-11	0.196	chr10	[58323688 58352198]	[58399021]	False	CDS	
9895	ENSMUSG00000030067	Foxp1	7.45e-12	1.49e-10	0.255	chr6	[99016666]	[99028164 99028674 99075854]	True	CDS	
165	ENSMUSG00000025980	Hspd1	9.93e-12	1.96e-10	0.11	chr1	[55086942]	[55087779 55087989 55088145]	True	5' UTR	
21330	ENSMUSG00000000085	Scmh1	1.12e-11	2.18e-10	0.386	chr4	[120517078 120517707]	[120522455]	True	CDS	
14331	ENSMUSG00000019943	Atp2b1	1.5e-11	2.88e-10	0.146	chr10	[98914794 98915372]	[98968694]	True	5' UTR	
18701	ENSMUSG00000001700	Gramd3	2.02e-11	3.79e-10	0.183	chr18	[56400576 56432358]	[56469533]	True	CDS	
1321	ENSMUSG00000020130	Tbc1d15	2.45e-11	4.57e-10	0.137	chr10	[115220409]	[115220688 115221583]	False	CDS	
16896	ENSMUSG00000005268	Prlr	2.53e-11	4.7e-10	0.166	chr15	[10216124 10238414]	[10293651]	False	5' UTR	
2391	ENSMUSG00000020777	Acox1	2.99e-11	5.53e-10	0.225	chr11	[116182021]	[116183464 116189415]	True	CDS	
284	ENSMUSG00000026209	Dnpep	5.59e-11	9.96e-10	0.161	chr1	[75316804]	[75316891 75317082 75317145 75317226 75317335]	True	CDS	
7009	ENSMUSG00000027620	Rbm39	5.72e-11	1.01e-09	0.065	chr2	[156177386]	[156177633 156178880 156179177]	True	CDS	
20797	ENSMUSG00000078578	Ube2d3	7.53e-11	1.33e-09	0.07	chr3	[135438353 135438433 135438563 135438699 135438865 135438871]	[135439644]	True	5' UTR	
9440	ENSMUSG00000029617	Ccz1	8.39e-11	1.47e-09	0.051	chr5	[143991631]	[143992379 143992509]	True	CDS	
13767	ENSMUSG00000037860	Aim2	9.55e-11	1.65e-09	0.272	chr1	[173419556 173420687]	[173427759]	True	5' UTR	
13555	ENSMUSG00000041757	Plekha6	9.91e-11	1.7e-09	0.28	chr1	[133173807 133204778 133204782]	[133259009]	False	CDS	
16004	ENSMUSG00000021213	Akr1c13	9.93e-11	1.7e-09	0.087	chr13	[4191311 4192436]	[4194034]	True	CDS	
15389	ENSMUSG00000020612	Prkar1a	1.04e-10	1.78e-09	0.051	chr11	[109650625 109651074]	[109653779]	True	5' UTR	
20517	ENSMUSG00000074466	Gm15417	1.1e-10	1.86e-09	0.314	chr3	[89392303 89392507 89396083]	[89397273]	False	Non-coding	
396	ENSMUSG00000026279	Thap4	1.39e-10	2.31e-09	0.138	chr1	[93725317]	[93731857 93749847]	True	CDS	
23063	ENSMUSG00000000440	Pparg	1.58e-10	2.63e-09	0.056	chr6	[115383744 115385634 115418318]	[115439840]	True	5' UTR	
23938	ENSMUSG00000032812	Arap1	1.67e-10	2.76e-09	0.404	chr7	[101404426 101404966]	[101408047]	True	CDS	
5400	ENSMUSG00000024097	Srsf7	1.68e-10	2.77e-09	0.113	chr17	[80204388]	[80204622 80204975 80205262]	True	CDS	
24598	ENSMUSG00000019428	Fkbp8	1.77e-10	2.89e-09	0.084	chr8	[70527837 70528036]	[70529391]	True	5' UTR	
3112	ENSMUSG00000034928	Rnf44	1.79e-10	2.9e-09	0.288	chr13	[54684489]	[54687494 54688031 54693729]	True	5' UTR	
23503	ENSMUSG00000015149	Sirt2	2.2e-10	3.55e-09	0.226	chr7	[28766868 28767679]	[28771811]	True	CDS	
11168	ENSMUSG00000025498	Irf7	2.63e-10	4.23e-09	0.08	chr7	[141264049]	[141264223 141264493 141265075]	True	CDS	
5123	ENSMUSG00000073420	Btnl5-ps	2.65e-10	4.25e-09	0.214	chr17	[34492499]	[34492705 34493019]	False	Non-coding	
13569	ENSMUSG00000026457	Adipor1	2.97e-10	4.74e-09	0.07	chr1	[134415586 134415990]	[134422921]	True	5' UTR	
7921	ENSMUSG00000051517	Arhgef39	2.98e-10	4.74e-09	0.364	chr4	[43499338]	[43499470 43504340]	False	CDS	
13285	ENSMUSG00000026029	Casp8	3.18e-10	5.03e-09	0.066	chr1	[58795739 58802694 58804115]	[58823915]	True	5' UTR	
10770	ENSMUSG00000035642	Aamdc	3.37e-10	5.31e-09	0.137	chr7	[97565301]	[97569687 97575588 97579366]	True	CDS	
3635	ENSMUSG00000002320	Tm9sf1	3.77e-10	5.88e-09	0.174	chr14	[55642956]	[55643080 55643130 55643180 55643262 55643382 55643597]	False	5' UTR	
21918	ENSMUSG00000063646	Jakmip1	3.83e-10	5.95e-09	0.157	chr5	[37047546 37050976]	[37085236]	True	5' UTR	
3740	ENSMUSG00000033487	Fndc3a	3.98e-10	6.16e-09	0.178	chr14	[72683772]	[72709394 72709718 72710558]	False	5' UTR	
24794	ENSMUSG00000031776	Arl2bp	4.29e-10	6.61e-09	0.073	chr8	[94666902 94667231]	[94667597]	True	CDS	
9146	ENSMUSG00000044339	Alkbh2	4.62e-10	7.09e-09	0.33	chr5	[114127770]	[114128083 114130456]	False	5' UTR	
19686	ENSMUSG00000027111	Itga6	9.1e-10	1.39e-08	0.241	chr2	[71849507 71853664]	[71855854]	True	CDS	
21182	ENSMUSG00000028522	Mier1	1.03e-09	1.56e-08	0.118	chr4	[103115661 103118316 103119510]	[103127273]	False	5' UTR	
23149	ENSMUSG00000067714	Lpar5	1.19e-09	1.79e-08	0.388	chr6	[125067977 125068368 125071399]	[125081137]	False	5' UTR	
24095	ENSMUSG00000042675	Ypel3	1.32e-09	1.99e-08	0.057	chr7	[126777104 126777618]	[126777771]	True	5' UTR	
2246	ENSMUSG00000020923	Ubtf	1.44e-09	2.14e-08	0.202	chr11	[102316474]	[102317582 102318848 102319324]	True	5' UTR	
21423	ENSMUSG00000028788	Ptp4a2	1.55e-09	2.3e-08	0.121	chr4	[129820602 129820800]	[129838978]	True	5' UTR	
9690	ENSMUSG00000004980	Hnrnpa2b1	1.59e-09	2.34e-08	0.145	chr6	[51461434]	[51461920 51461983 51463411]	True	3' UTR	
11385	ENSMUSG00000045636	Mtus1	1.82e-09	2.67e-08	0.199	chr8	[41084841]	[41133481 41133661 41133904]	False	5' UTR	
22480	ENSMUSG00000106466	Gm40348	1.86e-09	2.71e-08	0.42	chr5	[137169009 137171365]	[137172372]	False	Non-coding	
8966	ENSMUSG00000059325	Hopx	2.01e-09	2.93e-08	0.212	chr5	[77095023]	[77095151 77114847]	True	5' UTR	
1552	ENSMUSG00000001891	Ugp2	2.73e-09	3.95e-08	0.117	chr11	[21354407]	[21370187 21371015]	True	CDS	
18051	ENSMUSG00000071172	Srsf3	2.95e-09	4.26e-08	0.072	chr17	[29038625 29039910]	[29040775]	True	CDS	
24679	ENSMUSG00000031618	Nr3c2	2.97e-09	4.27e-08	0.121	chr8	[76900261 76902541 76906624]	[76908270]	True	5' UTR	
15394	ENSMUSG00000020623	Map2k6	2.99e-09	4.28e-08	0.322	chr11	[110399426 110479436]	[110482539]	True	CDS	
15514	ENSMUSG00000025371	Chmp6	3.36e-09	4.76e-08	0.066	chr11	[119916112 119916357]	[119916681]	False	CDS	
4876	ENSMUSG00000023911	Flywch2	4.25e-09	5.94e-08	0.175	chr17	[23780057]	[23786001 23786177]	False	5' UTR	
20155	ENSMUSG00000017299	Dnttip1	4.51e-09	6.28e-08	0.064	chr2	[164758058 164763282]	[164765161]	False	CDS	
3799	ENSMUSG00000022124	Fbxl3	5.6e-09	7.71e-08	0.267	chr14	[103095542]	[103098769 103099162]	True	5' UTR	
20097	ENSMUSG00000027624	Epb41l1	6.31e-09	8.66e-08	0.166	chr2	[156421300 156433095]	[156438585]	False	5' UTR	
9803	ENSMUSG00000034832	Tet3	6.94e-09	9.47e-08	0.307	chr6	[83441274]	[83441550 83454750]	True	CDS	
24370	ENSMUSG00000045969	Ing1	8.6e-09	1.17e-07	0.196	chr8	[11556096 11557046 11558567]	[11561418]	True	5' UTR	
11790	ENSMUSG00000014846	Tppp3	8.64e-09	1.17e-07	0.104	chr8	[105468634]	[105468719 105471280]	True	5' UTR	
3972	ENSMUSG00000022378	Fam49b	9.16e-09	1.24e-07	0.237	chr15	[63970969]	[63997898 64022570]	True	5' UTR	
